===2023-05-26 21:08:45===
===Setting===
    dataset: fairface
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 10
    std_rw: False
data_number=[18,27,40,58,87,127,188,276,406,442,42,61,91,134,197,290,418,67,99,146,215,316,124,182,268,158,232,266,181,]
client_nums=[10,7,5,3,2,1,1,]
domain number = 10
multiply 100 for Ea!
use train loss for Ea
============ Train epoch 0 ============
cnt=[4, 6, 6, 5, 1, 1, 1, 3, 1, 1, ]
power_decay: 0.9, powerI: 0.9500, powerC: 0.0500
sum of wi : 1.0000
 Site-White_Male               | Train Loss: 1.9185 | Train Acc: 0.2778
 Best site-White_Female             (6)  | Epoch:3 | Val Acc: 0.2778
 Best site-White_Male               (4)  | Epoch:3 | Val Acc: 0.2308
 Best site-White_Female             (3)  | Epoch:3 | Val Acc: 0.4103
 Best site-White_Male               (4)  | Epoch:3 | Val Acc: 0.2414
 Best site-White_Female             (9)  | Epoch:3 | Val Acc: 0.3882
 Best site-White_Male               (4)  | Epoch:3 | Val Acc: 0.2720
 Best site-White_Female             (9)  | Epoch:3 | Val Acc: 0.3804
 Best site-White_Male               (4)  | Epoch:3 | Val Acc: 0.2731
 Best site-White_Female             (9)  | Epoch:3 | Val Acc: 0.3741
 Best site-Latino_Hispanic_Male     (4)  | Epoch:3 | Val Acc: 0.2500
 Best site-Latino_Hispanic_Female   (5)  | Epoch:3 | Val Acc: 0.2683
 Best site-Latino_Hispanic_Male     (1)  | Epoch:3 | Val Acc: 0.3500
 Best site-Latino_Hispanic_Female   (5)  | Epoch:3 | Val Acc: 0.2584
 Best site-Latino_Hispanic_Male     (1)  | Epoch:3 | Val Acc: 0.1832
 Best site-Latino_Hispanic_Female   (5)  | Epoch:3 | Val Acc: 0.2228
 Best site-Latino_Hispanic_Male     (1)  | Epoch:3 | Val Acc: 0.2158
 Best site-Black_Female             (8)  | Epoch:3 | Val Acc: 0.2889
 Best site-Black_Male               (1)  | Epoch:3 | Val Acc: 0.2576
 Best site-Black_Female             (8)  | Epoch:3 | Val Acc: 0.2887
 Best site-Black_Male               (1)  | Epoch:3 | Val Acc: 0.2867
 Best site-Black_Female             (8)  | Epoch:3 | Val Acc: 0.2986
 Best site-East_Asian_Male          (7)  | Epoch:3 | Val Acc: 0.3537
 Best site-East_Asian_Female        (5)  | Epoch:3 | Val Acc: 0.4545
 Best site-East_Asian_Male          (7)  | Epoch:3 | Val Acc: 0.3090
 Best site-Indian_Female            (2)  | Epoch:3 | Val Acc: 0.2952
 Best site-Indian_Male              (1)  | Epoch:3 | Val Acc: 0.2387
 Best site-Southeast_Asian_Female   (5)  | Epoch:3 | Val Acc: 0.2712
 Best site-Middle_Eastern_Male      (4)  | Epoch:3 | Val Acc: 0.1750
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_uneven_1.47_1_gender_cluster_10/ccop_q=1...
============ Train epoch 4 ============
cnt=[3, 10, 1, 5, 3, 3, 1, 1, 1, 1, ]
power_decay: 0.9, powerI: 0.7952, powerC: 0.2048
sum of wi : 1.0000
 Site-White_Male               | Train Loss: 1.8422 | Train Acc: 0.3333
 Site-White_Female             | Train Loss: 1.7627 | Train Acc: 0.4074
 Site-White_Male               | Train Loss: 1.8244 | Train Acc: 0.2750
 Site-White_Female             | Train Loss: 1.6572 | Train Acc: 0.3966
 Site-White_Male               | Train Loss: 1.9509 | Train Acc: 0.2874
 Site-White_Female             | Train Loss: 1.7388 | Train Acc: 0.3701
 Site-White_Male               | Train Loss: 1.8411 | Train Acc: 0.2660
 Site-White_Female             | Train Loss: 1.7825 | Train Acc: 0.3732
 Site-White_Male               | Train Loss: 1.8658 | Train Acc: 0.2882
 Site-White_Female             | Train Loss: 1.7256 | Train Acc: 0.3778
 Site-Latino_Hispanic_Male     | Train Loss: 1.7456 | Train Acc: 0.2857
 Site-Latino_Hispanic_Female   | Train Loss: 1.8934 | Train Acc: 0.2459
 Site-Latino_Hispanic_Male     | Train Loss: 1.8796 | Train Acc: 0.2418
 Site-Latino_Hispanic_Female   | Train Loss: 1.8708 | Train Acc: 0.2985
 Site-Latino_Hispanic_Male     | Train Loss: 1.8096 | Train Acc: 0.2741
 Site-Latino_Hispanic_Female   | Train Loss: 1.8335 | Train Acc: 0.3172
 Site-Latino_Hispanic_Male     | Train Loss: 1.8376 | Train Acc: 0.2632
 Site-Black_Female             | Train Loss: 1.6509 | Train Acc: 0.3433
 Site-Black_Male               | Train Loss: 1.9282 | Train Acc: 0.2222
 Site-Black_Female             | Train Loss: 1.7520 | Train Acc: 0.3630
 Site-Black_Male               | Train Loss: 1.8586 | Train Acc: 0.2512
 Site-Black_Female             | Train Loss: 1.8070 | Train Acc: 0.3196
 Site-East_Asian_Male          | Train Loss: 1.7899 | Train Acc: 0.2581
 Site-East_Asian_Female        | Train Loss: 1.6411 | Train Acc: 0.4560
 Site-East_Asian_Male          | Train Loss: 1.8228 | Train Acc: 0.3022
 Site-Indian_Female            | Train Loss: 1.9315 | Train Acc: 0.2658
 Site-Indian_Male              | Train Loss: 1.8770 | Train Acc: 0.2241
 Site-Southeast_Asian_Female   | Train Loss: 1.9123 | Train Acc: 0.2932
 Site-Middle_Eastern_Male      | Train Loss: 2.0025 | Train Acc: 0.1934
 Site-White_Male                (9) | Val  Loss: 1.7523 | Val  Acc: 0.3333
 Site-White_Female              (7) | Val  Loss: 1.9223 | Val  Acc: 0.3333
 Site-White_Male                (8) | Val  Loss: 1.9146 | Val  Acc: 0.1923
 Site-White_Female              (1) | Val  Loss: 1.7368 | Val  Acc: 0.3846
 Site-White_Male                (2) | Val  Loss: 1.8946 | Val  Acc: 0.2759
 Site-White_Female              (1) | Val  Loss: 1.7814 | Val  Acc: 0.3412
 Site-White_Male                (3) | Val  Loss: 1.8654 | Val  Acc: 0.2880
 Site-White_Female              (1) | Val  Loss: 1.7632 | Val  Acc: 0.3533
 Site-White_Male                (3) | Val  Loss: 1.7912 | Val  Acc: 0.3210
 Site-White_Female              (1) | Val  Loss: 1.7651 | Val  Acc: 0.3435
 Site-Latino_Hispanic_Male      (6) | Val  Loss: 1.9209 | Val  Acc: 0.2857
 Site-Latino_Hispanic_Female    (1) | Val  Loss: 1.9044 | Val  Acc: 0.2195
 Site-Latino_Hispanic_Male      (5) | Val  Loss: 1.8250 | Val  Acc: 0.2667
 Site-Latino_Hispanic_Female    (1) | Val  Loss: 1.8683 | Val  Acc: 0.2697
 Site-Latino_Hispanic_Male      (5) | Val  Loss: 1.7312 | Val  Acc: 0.1450
 Site-Latino_Hispanic_Female    (1) | Val  Loss: 1.6936 | Val  Acc: 0.2487
 Site-Latino_Hispanic_Male      (5) | Val  Loss: 1.8625 | Val  Acc: 0.2518
 Site-Black_Female              (4) | Val  Loss: 1.9260 | Val  Acc: 0.2444
 Site-Black_Male                (0) | Val  Loss: 2.1919 | Val  Acc: 0.3030
 Site-Black_Female              (4) | Val  Loss: 1.8884 | Val  Acc: 0.2577
 Site-Black_Male                (0) | Val  Loss: 1.7124 | Val  Acc: 0.2797
 Site-Black_Female              (4) | Val  Loss: 1.7829 | Val  Acc: 0.3081
 Site-East_Asian_Male           (3) | Val  Loss: 1.8515 | Val  Acc: 0.3293
 Site-East_Asian_Female         (1) | Val  Loss: 1.6166 | Val  Acc: 0.4463
 Site-East_Asian_Male           (3) | Val  Loss: 1.7881 | Val  Acc: 0.3146
 Site-Indian_Female             (1) | Val  Loss: 1.9879 | Val  Acc: 0.2952
 Site-Indian_Male               (0) | Val  Loss: 1.9145 | Val  Acc: 0.2194
 Site-Southeast_Asian_Female    (1) | Val  Loss: 2.0155 | Val  Acc: 0.3107
 Site-Middle_Eastern_Male       (3) | Val  Loss: 2.0283 | Val  Acc: 0.2000
Average Valid Accuracy: 0.2883
Aggregated Acc | Val Acc: 0.2791
============ Train epoch 5 ============
cnt=[6, 5, 6, 3, 1, 4, 1, 1, 1, 1, ]
power_decay: 0.9, powerI: 0.7657, powerC: 0.2343
sum of wi : 1.0000
 Site-White_Male               | Train Loss: 1.7066 | Train Acc: 0.3889
 Site-White_Female             | Train Loss: 1.6657 | Train Acc: 0.4444
 Site-White_Male               | Train Loss: 1.7978 | Train Acc: 0.4000
 Site-White_Female             | Train Loss: 1.6305 | Train Acc: 0.4483
 Site-White_Male               | Train Loss: 1.8287 | Train Acc: 0.3563
 Site-White_Female             | Train Loss: 1.6855 | Train Acc: 0.3858
 Site-White_Male               | Train Loss: 1.8308 | Train Acc: 0.2979
 Site-White_Female             | Train Loss: 1.7154 | Train Acc: 0.3768
 Site-White_Male               | Train Loss: 1.8117 | Train Acc: 0.3030
 Site-White_Female             | Train Loss: 1.6940 | Train Acc: 0.3869
 Site-Latino_Hispanic_Male     | Train Loss: 1.7568 | Train Acc: 0.2381
 Site-Latino_Hispanic_Female   | Train Loss: 1.8484 | Train Acc: 0.2787
 Site-Latino_Hispanic_Male     | Train Loss: 1.9020 | Train Acc: 0.2418
 Site-Latino_Hispanic_Female   | Train Loss: 1.7285 | Train Acc: 0.2910
 Site-Latino_Hispanic_Male     | Train Loss: 1.8520 | Train Acc: 0.2792
 Site-Latino_Hispanic_Female   | Train Loss: 1.7877 | Train Acc: 0.3034
 Site-Latino_Hispanic_Male     | Train Loss: 1.8123 | Train Acc: 0.2990
 Site-Black_Female             | Train Loss: 1.8253 | Train Acc: 0.2687
 Site-Black_Male               | Train Loss: 1.9291 | Train Acc: 0.2121
 Site-Black_Female             | Train Loss: 1.8176 | Train Acc: 0.3904
 Site-Black_Male               | Train Loss: 1.8632 | Train Acc: 0.2605
 Site-Black_Female             | Train Loss: 1.7901 | Train Acc: 0.2816
 Site-East_Asian_Male          | Train Loss: 1.7372 | Train Acc: 0.3145
 Site-East_Asian_Female        | Train Loss: 1.6249 | Train Acc: 0.4451
 Site-East_Asian_Male          | Train Loss: 1.6878 | Train Acc: 0.3657
 Site-Indian_Female            | Train Loss: 1.9198 | Train Acc: 0.2785
 Site-Indian_Male              | Train Loss: 1.8342 | Train Acc: 0.3017
 Site-Southeast_Asian_Female   | Train Loss: 1.7855 | Train Acc: 0.3271
 Site-Middle_Eastern_Male      | Train Loss: 1.8918 | Train Acc: 0.2320
 Site-White_Male                (4) | Val  Loss: 1.6935 | Val  Acc: 0.4167
 Site-White_Female              (9) | Val  Loss: 1.9901 | Val  Acc: 0.2778
 Site-White_Male                (8) | Val  Loss: 1.9113 | Val  Acc: 0.2308
 Site-White_Female              (1) | Val  Loss: 1.7104 | Val  Acc: 0.3333
 Site-White_Male                (0) | Val  Loss: 1.8180 | Val  Acc: 0.2931
 Site-White_Female              (1) | Val  Loss: 1.7112 | Val  Acc: 0.4000
 Site-White_Male                (0) | Val  Loss: 1.7929 | Val  Acc: 0.3120
 Site-White_Female              (1) | Val  Loss: 1.7552 | Val  Acc: 0.3261
 Site-White_Male                (0) | Val  Loss: 1.7691 | Val  Acc: 0.3542
 Site-White_Female              (1) | Val  Loss: 1.7333 | Val  Acc: 0.3844
 Site-Latino_Hispanic_Male      (6) | Val  Loss: 1.9554 | Val  Acc: 0.1786
 Site-Latino_Hispanic_Female    (7) | Val  Loss: 1.8601 | Val  Acc: 0.3171
 Site-Latino_Hispanic_Male      (2) | Val  Loss: 1.8309 | Val  Acc: 0.3500
 Site-Latino_Hispanic_Female    (5) | Val  Loss: 1.7952 | Val  Acc: 0.2697
 Site-Latino_Hispanic_Male      (2) | Val  Loss: 1.7393 | Val  Acc: 0.2519
 Site-Latino_Hispanic_Female    (5) | Val  Loss: 1.6796 | Val  Acc: 0.2694
 Site-Latino_Hispanic_Male      (2) | Val  Loss: 1.8335 | Val  Acc: 0.2626
 Site-Black_Female              (3) | Val  Loss: 1.9453 | Val  Acc: 0.2000
 Site-Black_Male                (2) | Val  Loss: 2.1418 | Val  Acc: 0.3030
 Site-Black_Female              (3) | Val  Loss: 1.8452 | Val  Acc: 0.3505
 Site-Black_Male                (2) | Val  Loss: 1.7266 | Val  Acc: 0.2937
 Site-Black_Female              (3) | Val  Loss: 1.7770 | Val  Acc: 0.3128
 Site-East_Asian_Male           (0) | Val  Loss: 1.7623 | Val  Acc: 0.3902
 Site-East_Asian_Female         (1) | Val  Loss: 1.6282 | Val  Acc: 0.4380
 Site-East_Asian_Male           (0) | Val  Loss: 1.7588 | Val  Acc: 0.3652
 Site-Indian_Female             (5) | Val  Loss: 1.8967 | Val  Acc: 0.2857
 Site-Indian_Male               (2) | Val  Loss: 1.8556 | Val  Acc: 0.2194
 Site-Southeast_Asian_Female    (5) | Val  Loss: 1.9717 | Val  Acc: 0.2655
 Site-Middle_Eastern_Male       (0) | Val  Loss: 1.9374 | Val  Acc: 0.2417
Average Valid Accuracy: 0.3067
Aggregated Acc | Val Acc: 0.2964
 Best site-White_Male               (4)  | Epoch:5 | Val Acc: 0.4167
 Best site-White_Female             (9)  | Epoch:5 | Val Acc: 0.2778
 Best site-White_Male               (8)  | Epoch:5 | Val Acc: 0.2308
 Best site-White_Female             (1)  | Epoch:5 | Val Acc: 0.3333
 Best site-White_Male               (0)  | Epoch:5 | Val Acc: 0.2931
 Best site-White_Female             (1)  | Epoch:5 | Val Acc: 0.4000
 Best site-White_Male               (0)  | Epoch:5 | Val Acc: 0.3120
 Best site-White_Female             (1)  | Epoch:5 | Val Acc: 0.3261
 Best site-White_Male               (0)  | Epoch:5 | Val Acc: 0.3542
 Best site-White_Female             (1)  | Epoch:5 | Val Acc: 0.3844
 Best site-Latino_Hispanic_Male     (6)  | Epoch:5 | Val Acc: 0.1786
 Best site-Latino_Hispanic_Female   (7)  | Epoch:5 | Val Acc: 0.3171
 Best site-Latino_Hispanic_Male     (2)  | Epoch:5 | Val Acc: 0.3500
 Best site-Latino_Hispanic_Female   (5)  | Epoch:5 | Val Acc: 0.2697
 Best site-Latino_Hispanic_Male     (2)  | Epoch:5 | Val Acc: 0.2519
 Best site-Latino_Hispanic_Female   (5)  | Epoch:5 | Val Acc: 0.2694
 Best site-Latino_Hispanic_Male     (2)  | Epoch:5 | Val Acc: 0.2626
 Best site-Black_Female             (3)  | Epoch:5 | Val Acc: 0.2000
 Best site-Black_Male               (2)  | Epoch:5 | Val Acc: 0.3030
 Best site-Black_Female             (3)  | Epoch:5 | Val Acc: 0.3505
 Best site-Black_Male               (2)  | Epoch:5 | Val Acc: 0.2937
 Best site-Black_Female             (3)  | Epoch:5 | Val Acc: 0.3128
 Best site-East_Asian_Male          (0)  | Epoch:5 | Val Acc: 0.3902
 Best site-East_Asian_Female        (1)  | Epoch:5 | Val Acc: 0.4380
 Best site-East_Asian_Male          (0)  | Epoch:5 | Val Acc: 0.3652
 Best site-Indian_Female            (5)  | Epoch:5 | Val Acc: 0.2857
 Best site-Indian_Male              (2)  | Epoch:5 | Val Acc: 0.2194
 Best site-Southeast_Asian_Female   (5)  | Epoch:5 | Val Acc: 0.2655
 Best site-Middle_Eastern_Male      (0)  | Epoch:5 | Val Acc: 0.2417
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_uneven_1.47_1_gender_cluster_10/ccop_q=1...
============ Train epoch 6 ============
cnt=[1, 4, 3, 1, 7, 4, 2, 2, 4, 1, ]
power_decay: 0.9, powerI: 0.7391, powerC: 0.2609
sum of wi : 1.0000
 Site-White_Male               | Train Loss: 1.7830 | Train Acc: 0.3889
 Site-White_Female             | Train Loss: 1.6444 | Train Acc: 0.4074
 Site-White_Male               | Train Loss: 1.7089 | Train Acc: 0.4750
 Site-White_Female             | Train Loss: 1.5928 | Train Acc: 0.4828
 Site-White_Male               | Train Loss: 1.7984 | Train Acc: 0.3448
 Site-White_Female             | Train Loss: 1.6664 | Train Acc: 0.4173
 Site-White_Male               | Train Loss: 1.8036 | Train Acc: 0.2979
 Site-White_Female             | Train Loss: 1.6767 | Train Acc: 0.3659
 Site-White_Male               | Train Loss: 1.7394 | Train Acc: 0.2980
 Site-White_Female             | Train Loss: 1.6447 | Train Acc: 0.4095
 Site-Latino_Hispanic_Male     | Train Loss: 1.7961 | Train Acc: 0.2619
 Site-Latino_Hispanic_Female   | Train Loss: 1.8113 | Train Acc: 0.2951
 Site-Latino_Hispanic_Male     | Train Loss: 1.8264 | Train Acc: 0.3077
 Site-Latino_Hispanic_Female   | Train Loss: 1.8776 | Train Acc: 0.3134
 Site-Latino_Hispanic_Male     | Train Loss: 1.6963 | Train Acc: 0.3198
 Site-Latino_Hispanic_Female   | Train Loss: 1.7333 | Train Acc: 0.3310
 Site-Latino_Hispanic_Male     | Train Loss: 1.7713 | Train Acc: 0.2943
 Site-Black_Female             | Train Loss: 1.7488 | Train Acc: 0.3582
 Site-Black_Male               | Train Loss: 1.9221 | Train Acc: 0.2323
 Site-Black_Female             | Train Loss: 1.7759 | Train Acc: 0.3836
 Site-Black_Male               | Train Loss: 1.7878 | Train Acc: 0.2837
 Site-Black_Female             | Train Loss: 1.7534 | Train Acc: 0.3165
 Site-East_Asian_Male          | Train Loss: 1.6987 | Train Acc: 0.3468
 Site-East_Asian_Female        | Train Loss: 1.5831 | Train Acc: 0.4615
 Site-East_Asian_Male          | Train Loss: 1.6695 | Train Acc: 0.3545
 Site-Indian_Female            | Train Loss: 1.8915 | Train Acc: 0.2532
 Site-Indian_Male              | Train Loss: 1.7611 | Train Acc: 0.3405
 Site-Southeast_Asian_Female   | Train Loss: 1.8661 | Train Acc: 0.3421
 Site-Middle_Eastern_Male      | Train Loss: 1.8650 | Train Acc: 0.2486
 Site-White_Male                (9) | Val  Loss: 1.5941 | Val  Acc: 0.4167
 Site-White_Female              (5) | Val  Loss: 1.9165 | Val  Acc: 0.3333
 Site-White_Male                (4) | Val  Loss: 1.8632 | Val  Acc: 0.1538
 Site-White_Female              (8) | Val  Loss: 1.6832 | Val  Acc: 0.3846
 Site-White_Male                (4) | Val  Loss: 1.7689 | Val  Acc: 0.2931
 Site-White_Female              (5) | Val  Loss: 1.6856 | Val  Acc: 0.4471
 Site-White_Male                (4) | Val  Loss: 1.7809 | Val  Acc: 0.2880
 Site-White_Female              (5) | Val  Loss: 1.7390 | Val  Acc: 0.3804
 Site-White_Male                (4) | Val  Loss: 1.7068 | Val  Acc: 0.3358
 Site-White_Female              (5) | Val  Loss: 1.6858 | Val  Acc: 0.4048
 Site-Latino_Hispanic_Male      (3) | Val  Loss: 1.9144 | Val  Acc: 0.3214
 Site-Latino_Hispanic_Female    (0) | Val  Loss: 1.8939 | Val  Acc: 0.2927
 Site-Latino_Hispanic_Male      (1) | Val  Loss: 1.8300 | Val  Acc: 0.2500
 Site-Latino_Hispanic_Female    (8) | Val  Loss: 1.7859 | Val  Acc: 0.2584
 Site-Latino_Hispanic_Male      (1) | Val  Loss: 1.6507 | Val  Acc: 0.2595
 Site-Latino_Hispanic_Female    (8) | Val  Loss: 1.5993 | Val  Acc: 0.3057
 Site-Latino_Hispanic_Male      (1) | Val  Loss: 1.7997 | Val  Acc: 0.3022
 Site-Black_Female              (6) | Val  Loss: 1.9227 | Val  Acc: 0.2667
 Site-Black_Male                (7) | Val  Loss: 2.3576 | Val  Acc: 0.2576
 Site-Black_Female              (2) | Val  Loss: 1.8130 | Val  Acc: 0.3196
 Site-Black_Male                (7) | Val  Loss: 1.7116 | Val  Acc: 0.2797
 Site-Black_Female              (6) | Val  Loss: 1.7170 | Val  Acc: 0.3223
 Site-East_Asian_Male           (4) | Val  Loss: 1.7222 | Val  Acc: 0.3537
 Site-East_Asian_Female         (8) | Val  Loss: 1.5463 | Val  Acc: 0.4628
 Site-East_Asian_Male           (4) | Val  Loss: 1.7243 | Val  Acc: 0.3708
 Site-Indian_Female             (2) | Val  Loss: 1.8364 | Val  Acc: 0.2952
 Site-Indian_Male               (1) | Val  Loss: 1.8329 | Val  Acc: 0.2258
 Site-Southeast_Asian_Female    (2) | Val  Loss: 1.9242 | Val  Acc: 0.2938
 Site-Middle_Eastern_Male       (4) | Val  Loss: 1.9176 | Val  Acc: 0.2833
Average Valid Accuracy: 0.3158
Aggregated Acc | Val Acc: 0.3197
 Best site-White_Male               (9)  | Epoch:6 | Val Acc: 0.4167
 Best site-White_Female             (5)  | Epoch:6 | Val Acc: 0.3333
 Best site-White_Male               (4)  | Epoch:6 | Val Acc: 0.1538
 Best site-White_Female             (8)  | Epoch:6 | Val Acc: 0.3846
 Best site-White_Male               (4)  | Epoch:6 | Val Acc: 0.2931
 Best site-White_Female             (5)  | Epoch:6 | Val Acc: 0.4471
 Best site-White_Male               (4)  | Epoch:6 | Val Acc: 0.2880
 Best site-White_Female             (5)  | Epoch:6 | Val Acc: 0.3804
 Best site-White_Male               (4)  | Epoch:6 | Val Acc: 0.3358
 Best site-White_Female             (5)  | Epoch:6 | Val Acc: 0.4048
 Best site-Latino_Hispanic_Male     (3)  | Epoch:6 | Val Acc: 0.3214
 Best site-Latino_Hispanic_Female   (0)  | Epoch:6 | Val Acc: 0.2927
 Best site-Latino_Hispanic_Male     (1)  | Epoch:6 | Val Acc: 0.2500
 Best site-Latino_Hispanic_Female   (8)  | Epoch:6 | Val Acc: 0.2584
 Best site-Latino_Hispanic_Male     (1)  | Epoch:6 | Val Acc: 0.2595
 Best site-Latino_Hispanic_Female   (8)  | Epoch:6 | Val Acc: 0.3057
 Best site-Latino_Hispanic_Male     (1)  | Epoch:6 | Val Acc: 0.3022
 Best site-Black_Female             (6)  | Epoch:6 | Val Acc: 0.2667
 Best site-Black_Male               (7)  | Epoch:6 | Val Acc: 0.2576
 Best site-Black_Female             (2)  | Epoch:6 | Val Acc: 0.3196
 Best site-Black_Male               (7)  | Epoch:6 | Val Acc: 0.2797
 Best site-Black_Female             (6)  | Epoch:6 | Val Acc: 0.3223
 Best site-East_Asian_Male          (4)  | Epoch:6 | Val Acc: 0.3537
 Best site-East_Asian_Female        (8)  | Epoch:6 | Val Acc: 0.4628
 Best site-East_Asian_Male          (4)  | Epoch:6 | Val Acc: 0.3708
 Best site-Indian_Female            (2)  | Epoch:6 | Val Acc: 0.2952
 Best site-Indian_Male              (1)  | Epoch:6 | Val Acc: 0.2258
 Best site-Southeast_Asian_Female   (2)  | Epoch:6 | Val Acc: 0.2938
 Best site-Middle_Eastern_Male      (4)  | Epoch:6 | Val Acc: 0.2833
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_uneven_1.47_1_gender_cluster_10/ccop_q=1...
============ Train epoch 7 ============
cnt=[1, 6, 3, 5, 5, 1, 1, 4, 1, 2, ]
power_decay: 0.9, powerI: 0.7152, powerC: 0.2848
sum of wi : 1.0000
 Site-White_Male               | Train Loss: 1.7259 | Train Acc: 0.2222
 Site-White_Female             | Train Loss: 1.6009 | Train Acc: 0.4815
 Site-White_Male               | Train Loss: 1.7417 | Train Acc: 0.4000
 Site-White_Female             | Train Loss: 1.5679 | Train Acc: 0.4138
 Site-White_Male               | Train Loss: 1.6842 | Train Acc: 0.3563
 Site-White_Female             | Train Loss: 1.6336 | Train Acc: 0.4252
 Site-White_Male               | Train Loss: 1.7544 | Train Acc: 0.3191
 Site-White_Female             | Train Loss: 1.6507 | Train Acc: 0.3913
 Site-White_Male               | Train Loss: 1.7050 | Train Acc: 0.3128
 Site-White_Female             | Train Loss: 1.6052 | Train Acc: 0.4163
 Site-Latino_Hispanic_Male     | Train Loss: 1.7512 | Train Acc: 0.2381
 Site-Latino_Hispanic_Female   | Train Loss: 1.7563 | Train Acc: 0.3443
 Site-Latino_Hispanic_Male     | Train Loss: 1.7807 | Train Acc: 0.2418
 Site-Latino_Hispanic_Female   | Train Loss: 1.6082 | Train Acc: 0.3657
 Site-Latino_Hispanic_Male     | Train Loss: 1.6875 | Train Acc: 0.3249
 Site-Latino_Hispanic_Female   | Train Loss: 1.7083 | Train Acc: 0.3345
 Site-Latino_Hispanic_Male     | Train Loss: 1.7356 | Train Acc: 0.2990
 Site-Black_Female             | Train Loss: 1.8028 | Train Acc: 0.3433
 Site-Black_Male               | Train Loss: 1.8853 | Train Acc: 0.2323
 Site-Black_Female             | Train Loss: 1.7102 | Train Acc: 0.3356
 Site-Black_Male               | Train Loss: 1.8249 | Train Acc: 0.2791
 Site-Black_Female             | Train Loss: 1.7215 | Train Acc: 0.3101
 Site-East_Asian_Male          | Train Loss: 1.6531 | Train Acc: 0.3306
 Site-East_Asian_Female        | Train Loss: 1.5387 | Train Acc: 0.4835
 Site-East_Asian_Male          | Train Loss: 1.6112 | Train Acc: 0.3433
 Site-Indian_Female            | Train Loss: 1.8647 | Train Acc: 0.2911
 Site-Indian_Male              | Train Loss: 1.7520 | Train Acc: 0.3276
 Site-Southeast_Asian_Female   | Train Loss: 1.8331 | Train Acc: 0.3684
 Site-Middle_Eastern_Male      | Train Loss: 1.8095 | Train Acc: 0.2762
 Site-White_Male                (4) | Val  Loss: 1.5740 | Val  Acc: 0.3333
 Site-White_Female              (3) | Val  Loss: 1.9315 | Val  Acc: 0.3889
 Site-White_Male                (8) | Val  Loss: 1.7584 | Val  Acc: 0.2308
 Site-White_Female              (3) | Val  Loss: 1.6456 | Val  Acc: 0.3333
 Site-White_Male                (4) | Val  Loss: 1.7249 | Val  Acc: 0.3276
 Site-White_Female              (3) | Val  Loss: 1.6021 | Val  Acc: 0.4353
 Site-White_Male                (4) | Val  Loss: 1.7486 | Val  Acc: 0.3360
 Site-White_Female              (3) | Val  Loss: 1.6790 | Val  Acc: 0.4130
 Site-White_Male                (4) | Val  Loss: 1.6654 | Val  Acc: 0.3432
 Site-White_Female              (3) | Val  Loss: 1.6454 | Val  Acc: 0.3946
 Site-Latino_Hispanic_Male      (6) | Val  Loss: 1.8779 | Val  Acc: 0.2857
 Site-Latino_Hispanic_Female    (1) | Val  Loss: 1.9118 | Val  Acc: 0.2683
 Site-Latino_Hispanic_Male      (7) | Val  Loss: 1.7693 | Val  Acc: 0.3833
 Site-Latino_Hispanic_Female    (1) | Val  Loss: 1.7666 | Val  Acc: 0.2809
 Site-Latino_Hispanic_Male      (7) | Val  Loss: 1.6593 | Val  Acc: 0.2519
 Site-Latino_Hispanic_Female    (1) | Val  Loss: 1.5870 | Val  Acc: 0.3109
 Site-Latino_Hispanic_Male      (0) | Val  Loss: 1.7650 | Val  Acc: 0.2662
 Site-Black_Female              (2) | Val  Loss: 1.8801 | Val  Acc: 0.2667
 Site-Black_Male                (7) | Val  Loss: 2.4308 | Val  Acc: 0.3333
 Site-Black_Female              (2) | Val  Loss: 1.7952 | Val  Acc: 0.3196
 Site-Black_Male                (5) | Val  Loss: 1.6552 | Val  Acc: 0.3147
 Site-Black_Female              (2) | Val  Loss: 1.6985 | Val  Acc: 0.3412
 Site-East_Asian_Male           (9) | Val  Loss: 1.6950 | Val  Acc: 0.3902
 Site-East_Asian_Female         (1) | Val  Loss: 1.5116 | Val  Acc: 0.5041
 Site-East_Asian_Male           (9) | Val  Loss: 1.6781 | Val  Acc: 0.3652
 Site-Indian_Female             (1) | Val  Loss: 1.8373 | Val  Acc: 0.3143
 Site-Indian_Male               (7) | Val  Loss: 1.8078 | Val  Acc: 0.2581
 Site-Southeast_Asian_Female    (1) | Val  Loss: 1.9331 | Val  Acc: 0.2994
 Site-Middle_Eastern_Male       (4) | Val  Loss: 1.8926 | Val  Acc: 0.2417
Average Valid Accuracy: 0.3287
Aggregated Acc | Val Acc: 0.3130
 Best site-White_Male               (4)  | Epoch:7 | Val Acc: 0.3333
 Best site-White_Female             (3)  | Epoch:7 | Val Acc: 0.3889
 Best site-White_Male               (8)  | Epoch:7 | Val Acc: 0.2308
 Best site-White_Female             (3)  | Epoch:7 | Val Acc: 0.3333
 Best site-White_Male               (4)  | Epoch:7 | Val Acc: 0.3276
 Best site-White_Female             (3)  | Epoch:7 | Val Acc: 0.4353
 Best site-White_Male               (4)  | Epoch:7 | Val Acc: 0.3360
