===2023-06-14 08:38:14===
===Setting===
    dataset: fairface
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: -1
    quantile: 0
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix: False
    mix2: False
    mix3: False
    mix4: False
data_number=[296,888,201,604,137,411,64,192,63,189,43,129,29,87,]
client_nums=[2,2,2,2,2,2,2,]
len_dataset=[3952,2688,1828,856,846,575,391,]
domain number = -1
============ Train epoch 0 ============
 Site-White_utk                     | Train Loss: 2.1947 | Train Acc: 0.1318
 Site-East_Asian                    | Val  Loss: 1.6441 | Val  Acc: 0.4602
 Site-Indian_utk                    | Val  Loss: 1.6378 | Val  Acc: 0.5385
 Site-Indian_utk                    | Val  Loss: 1.6504 | Val  Acc: 0.4872
 Site-Black_utk                     | Val  Loss: 1.7807 | Val  Acc: 0.5000
 Site-Black_utk                     | Val  Loss: 1.7654 | Val  Acc: 0.4766
 Site-Others_utk                    | Val  Loss: 1.5840 | Val  Acc: 0.5714
 Site-Others_utk                    | Val  Loss: 1.5436 | Val  Acc: 0.6508
 Site-Southeast_Asian               | Val  Loss: 1.7980 | Val  Acc: 0.4643
 Site-Southeast_Asian               | Val  Loss: 1.7969 | Val  Acc: 0.3953
 Site-Middle_Eastern_gan            | Val  Loss: 1.5172 | Val  Acc: 0.5789
 Site-Middle_Eastern_gan            | Val  Loss: 1.6225 | Val  Acc: 0.5345
Average Valid Accuracy: 0.4874
 Best site-White_utk                 | Epoch:33 | Val Acc: 0.3401
 Best site-White_utk                 | Epoch:33 | Val Acc: 0.3784
 Best site-East_Asian                | Epoch:33 | Val Acc: 0.4478
 Best site-East_Asian                | Epoch:33 | Val Acc: 0.4602
 Best site-Indian_utk                | Epoch:33 | Val Acc: 0.5385
 Best site-Indian_utk                | Epoch:33 | Val Acc: 0.4872
 Best site-Black_utk                 | Epoch:33 | Val Acc: 0.5000
 Best site-Black_utk                 | Epoch:33 | Val Acc: 0.4766
 Best site-Others_utk                | Epoch:33 | Val Acc: 0.5714
 Best site-Others_utk                | Epoch:33 | Val Acc: 0.6508
 Best site-Southeast_Asian           | Epoch:33 | Val Acc: 0.4643
 Best site-Southeast_Asian           | Epoch:33 | Val Acc: 0.3953
 Best site-Middle_Eastern_gan        | Epoch:33 | Val Acc: 0.5789
 Best site-Middle_Eastern_gan        | Epoch:33 | Val Acc: 0.5345
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 34 ============
 Site-White_utk                     | Train Loss: 1.8049 | Train Acc: 0.3885
 Site-White_utk                     | Train Loss: 1.8134 | Train Acc: 0.3694
 Site-East_Asian                    | Train Loss: 1.6312 | Train Acc: 0.4776
 Site-East_Asian                    | Train Loss: 1.6359 | Train Acc: 0.4702
 Site-Indian_utk                    | Train Loss: 1.6410 | Train Acc: 0.4891
 Site-Indian_utk                    | Train Loss: 1.6557 | Train Acc: 0.5134
 Site-Black_utk                     | Train Loss: 1.7072 | Train Acc: 0.4688
 Site-Black_utk                     | Train Loss: 1.7490 | Train Acc: 0.4427
 Site-Others_utk                    | Train Loss: 1.5830 | Train Acc: 0.5873
 Site-Others_utk                    | Train Loss: 1.5452 | Train Acc: 0.6190
 Site-Southeast_Asian               | Train Loss: 1.7270 | Train Acc: 0.4186
 Site-Southeast_Asian               | Train Loss: 1.4612 | Train Acc: 0.4186
 Site-Middle_Eastern_gan            | Train Loss: 1.1249 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.5473 | Train Acc: 0.5172
Average Train Accuracy: 0.5104
 Site-White_utk                     | Val  Loss: 1.8465 | Val  Acc: 0.3655
 Site-White_utk                     | Val  Loss: 1.8050 | Val  Acc: 0.3784
 Site-East_Asian                    | Val  Loss: 1.6434 | Val  Acc: 0.4552
 Site-East_Asian                    | Val  Loss: 1.6364 | Val  Acc: 0.4652
 Site-Indian_utk                    | Val  Loss: 1.6363 | Val  Acc: 0.5604
 Site-Indian_utk                    | Val  Loss: 1.6415 | Val  Acc: 0.4835
 Site-Black_utk                     | Val  Loss: 1.7943 | Val  Acc: 0.4048
 Site-Black_utk                     | Val  Loss: 1.7699 | Val  Acc: 0.4375
 Site-Others_utk                    | Val  Loss: 1.5570 | Val  Acc: 0.6429
 Site-Others_utk                    | Val  Loss: 1.5353 | Val  Acc: 0.6190
 Site-Southeast_Asian               | Val  Loss: 1.7806 | Val  Acc: 0.5000
 Site-Southeast_Asian               | Val  Loss: 1.7995 | Val  Acc: 0.3953
 Site-Middle_Eastern_gan            | Val  Loss: 1.5225 | Val  Acc: 0.6316
 Site-Middle_Eastern_gan            | Val  Loss: 1.5999 | Val  Acc: 0.5517
Average Valid Accuracy: 0.4922
 Best site-White_utk                 | Epoch:34 | Val Acc: 0.3655
 Best site-White_utk                 | Epoch:34 | Val Acc: 0.3784
 Best site-East_Asian                | Epoch:34 | Val Acc: 0.4552
 Best site-East_Asian                | Epoch:34 | Val Acc: 0.4652
 Best site-Indian_utk                | Epoch:34 | Val Acc: 0.5604
 Best site-Indian_utk                | Epoch:34 | Val Acc: 0.4835
 Best site-Black_utk                 | Epoch:34 | Val Acc: 0.4048
 Best site-Black_utk                 | Epoch:34 | Val Acc: 0.4375
 Best site-Others_utk                | Epoch:34 | Val Acc: 0.6429
 Best site-Others_utk                | Epoch:34 | Val Acc: 0.6190
 Best site-Southeast_Asian           | Epoch:34 | Val Acc: 0.5000
 Best site-Southeast_Asian           | Epoch:34 | Val Acc: 0.3953
 Best site-Middle_Eastern_gan        | Epoch:34 | Val Acc: 0.6316
 Best site-Middle_Eastern_gan        | Epoch:34 | Val Acc: 0.5517
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 35 ============
 Site-White_utk                     | Train Loss: 1.7898 | Train Acc: 0.3818
 Site-White_utk                     | Train Loss: 1.8059 | Train Acc: 0.3716
 Site-East_Asian                    | Train Loss: 1.6425 | Train Acc: 0.4925
 Site-East_Asian                    | Train Loss: 1.6496 | Train Acc: 0.4652
 Site-Indian_utk                    | Train Loss: 1.6369 | Train Acc: 0.4599
 Site-Indian_utk                    | Train Loss: 1.6532 | Train Acc: 0.5061
 Site-Black_utk                     | Train Loss: 1.7044 | Train Acc: 0.4531
 Site-Black_utk                     | Train Loss: 1.7433 | Train Acc: 0.4688
 Site-Others_utk                    | Train Loss: 1.6096 | Train Acc: 0.5873
 Site-Others_utk                    | Train Loss: 1.5347 | Train Acc: 0.6296
 Site-Southeast_Asian               | Train Loss: 1.7145 | Train Acc: 0.4419
 Site-Southeast_Asian               | Train Loss: 1.7800 | Train Acc: 0.4186
 Site-Middle_Eastern_gan            | Train Loss: 1.1221 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.6253 | Train Acc: 0.5057
Average Train Accuracy: 0.5105
 Site-White_utk                     | Val  Loss: 1.8212 | Val  Acc: 0.4010
 Site-White_utk                     | Val  Loss: 1.7992 | Val  Acc: 0.3936
 Site-East_Asian                    | Val  Loss: 1.6268 | Val  Acc: 0.4403
 Site-East_Asian                    | Val  Loss: 1.6264 | Val  Acc: 0.4701
 Site-Indian_utk                    | Val  Loss: 1.6466 | Val  Acc: 0.5495
 Site-Indian_utk                    | Val  Loss: 1.6288 | Val  Acc: 0.5201
 Site-Black_utk                     | Val  Loss: 1.7839 | Val  Acc: 0.4762
 Site-Black_utk                     | Val  Loss: 1.7506 | Val  Acc: 0.4375
 Site-Others_utk                    | Val  Loss: 1.5502 | Val  Acc: 0.6429
 Site-Others_utk                    | Val  Loss: 1.5203 | Val  Acc: 0.6349
 Site-Southeast_Asian               | Val  Loss: 1.7980 | Val  Acc: 0.5000
 Site-Southeast_Asian               | Val  Loss: 1.7967 | Val  Acc: 0.3953
 Site-Middle_Eastern_gan            | Val  Loss: 1.4756 | Val  Acc: 0.5789
 Site-Middle_Eastern_gan            | Val  Loss: 1.6006 | Val  Acc: 0.5345
Average Valid Accuracy: 0.4982
 Best site-White_utk                 | Epoch:35 | Val Acc: 0.4010
 Best site-White_utk                 | Epoch:35 | Val Acc: 0.3936
 Best site-East_Asian                | Epoch:35 | Val Acc: 0.4403
 Best site-East_Asian                | Epoch:35 | Val Acc: 0.4701
 Best site-Indian_utk                | Epoch:35 | Val Acc: 0.5495
 Best site-Indian_utk                | Epoch:35 | Val Acc: 0.5201
 Best site-Black_utk                 | Epoch:35 | Val Acc: 0.4762
 Best site-Black_utk                 | Epoch:35 | Val Acc: 0.4375
 Best site-Others_utk                | Epoch:35 | Val Acc: 0.6429
 Best site-Others_utk                | Epoch:35 | Val Acc: 0.6349
 Best site-Southeast_Asian           | Epoch:35 | Val Acc: 0.5000
 Best site-Southeast_Asian           | Epoch:35 | Val Acc: 0.3953
 Best site-Middle_Eastern_gan        | Epoch:35 | Val Acc: 0.5789
 Best site-Middle_Eastern_gan        | Epoch:35 | Val Acc: 0.5345
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 36 ============
 Site-White_utk                     | Train Loss: 1.7811 | Train Acc: 0.4054
 Site-White_utk                     | Train Loss: 1.7970 | Train Acc: 0.3806
 Site-East_Asian                    | Train Loss: 1.6482 | Train Acc: 0.4925
 Site-East_Asian                    | Train Loss: 1.6262 | Train Acc: 0.4685
 Site-Indian_utk                    | Train Loss: 1.6903 | Train Acc: 0.5109
 Site-Indian_utk                    | Train Loss: 1.6493 | Train Acc: 0.5061
 Site-Black_utk                     | Train Loss: 1.7182 | Train Acc: 0.4531
 Site-Black_utk                     | Train Loss: 1.7343 | Train Acc: 0.4740
 Site-Others_utk                    | Train Loss: 1.5919 | Train Acc: 0.6190
 Site-Others_utk                    | Train Loss: 1.5318 | Train Acc: 0.6085
 Site-Southeast_Asian               | Train Loss: 1.7152 | Train Acc: 0.4186
 Site-Southeast_Asian               | Train Loss: 1.6829 | Train Acc: 0.4186
 Site-Middle_Eastern_gan            | Train Loss: 1.1189 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.5954 | Train Acc: 0.5057
Average Train Accuracy: 0.5162
 Site-White_utk                     | Val  Loss: 1.8110 | Val  Acc: 0.3959
 Site-White_utk                     | Val  Loss: 1.7957 | Val  Acc: 0.3818
 Site-East_Asian                    | Val  Loss: 1.6313 | Val  Acc: 0.4627
 Site-East_Asian                    | Val  Loss: 1.6093 | Val  Acc: 0.4726
 Site-Indian_utk                    | Val  Loss: 1.6237 | Val  Acc: 0.5495
 Site-Indian_utk                    | Val  Loss: 1.6154 | Val  Acc: 0.5238
 Site-Black_utk                     | Val  Loss: 1.7687 | Val  Acc: 0.4524
 Site-Black_utk                     | Val  Loss: 1.7456 | Val  Acc: 0.4609
 Site-Others_utk                    | Val  Loss: 1.5173 | Val  Acc: 0.5952
 Site-Others_utk                    | Val  Loss: 1.5153 | Val  Acc: 0.6270
 Site-Southeast_Asian               | Val  Loss: 1.7637 | Val  Acc: 0.4643
 Site-Southeast_Asian               | Val  Loss: 1.7978 | Val  Acc: 0.4186
 Site-Middle_Eastern_gan            | Val  Loss: 1.5085 | Val  Acc: 0.5789
 Site-Middle_Eastern_gan            | Val  Loss: 1.6164 | Val  Acc: 0.5345
Average Valid Accuracy: 0.4942
============ Train epoch 37 ============
 Site-White_utk                     | Train Loss: 1.7771 | Train Acc: 0.4122
 Site-White_utk                     | Train Loss: 1.7856 | Train Acc: 0.3919
 Site-East_Asian                    | Train Loss: 1.5696 | Train Acc: 0.4876
 Site-East_Asian                    | Train Loss: 1.6400 | Train Acc: 0.4702
 Site-Indian_utk                    | Train Loss: 1.6315 | Train Acc: 0.4891
 Site-Indian_utk                    | Train Loss: 1.6380 | Train Acc: 0.5134
 Site-Black_utk                     | Train Loss: 1.6806 | Train Acc: 0.4688
 Site-Black_utk                     | Train Loss: 1.7253 | Train Acc: 0.4844
 Site-Others_utk                    | Train Loss: 1.5677 | Train Acc: 0.6032
 Site-Others_utk                    | Train Loss: 1.5172 | Train Acc: 0.6190
 Site-Southeast_Asian               | Train Loss: 1.6905 | Train Acc: 0.3953
 Site-Southeast_Asian               | Train Loss: 1.9637 | Train Acc: 0.4341
 Site-Middle_Eastern_gan            | Train Loss: 1.1072 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.6197 | Train Acc: 0.5057
Average Train Accuracy: 0.5172
 Site-White_utk                     | Val  Loss: 1.8055 | Val  Acc: 0.4162
 Site-White_utk                     | Val  Loss: 1.7829 | Val  Acc: 0.4020
 Site-East_Asian                    | Val  Loss: 1.6425 | Val  Acc: 0.4627
 Site-East_Asian                    | Val  Loss: 1.6224 | Val  Acc: 0.4801
 Site-Indian_utk                    | Val  Loss: 1.6021 | Val  Acc: 0.5714
 Site-Indian_utk                    | Val  Loss: 1.6172 | Val  Acc: 0.5092
 Site-Black_utk                     | Val  Loss: 1.7704 | Val  Acc: 0.4286
 Site-Black_utk                     | Val  Loss: 1.7422 | Val  Acc: 0.4375
 Site-Others_utk                    | Val  Loss: 1.5258 | Val  Acc: 0.6429
 Site-Others_utk                    | Val  Loss: 1.4979 | Val  Acc: 0.6508
 Site-Southeast_Asian               | Val  Loss: 1.7361 | Val  Acc: 0.4286
 Site-Southeast_Asian               | Val  Loss: 1.7908 | Val  Acc: 0.4186
 Site-Middle_Eastern_gan            | Val  Loss: 1.5089 | Val  Acc: 0.5789
 Site-Middle_Eastern_gan            | Val  Loss: 1.5883 | Val  Acc: 0.5345
Average Valid Accuracy: 0.4973
============ Train epoch 38 ============
 Site-White_utk                     | Train Loss: 1.7726 | Train Acc: 0.4291
 Site-White_utk                     | Train Loss: 1.7791 | Train Acc: 0.3975
 Site-East_Asian                    | Train Loss: 1.6255 | Train Acc: 0.5124
 Site-East_Asian                    | Train Loss: 1.6307 | Train Acc: 0.4669
 Site-Indian_utk                    | Train Loss: 1.6888 | Train Acc: 0.4964
 Site-Indian_utk                    | Train Loss: 1.6277 | Train Acc: 0.5061
 Site-Black_utk                     | Train Loss: 1.7058 | Train Acc: 0.4844
 Site-Black_utk                     | Train Loss: 1.7210 | Train Acc: 0.4583
 Site-Others_utk                    | Train Loss: 1.5916 | Train Acc: 0.5873
 Site-Others_utk                    | Train Loss: 1.5134 | Train Acc: 0.6190
 Site-Southeast_Asian               | Train Loss: 1.6816 | Train Acc: 0.4884
 Site-Southeast_Asian               | Train Loss: 1.6967 | Train Acc: 0.4264
 Site-Middle_Eastern_gan            | Train Loss: 1.1078 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.5663 | Train Acc: 0.5172
Average Train Accuracy: 0.5253
 Site-White_utk                     | Val  Loss: 1.8266 | Val  Acc: 0.3858
 Site-White_utk                     | Val  Loss: 1.7764 | Val  Acc: 0.4139
 Site-East_Asian                    | Val  Loss: 1.6243 | Val  Acc: 0.4627
 Site-East_Asian                    | Val  Loss: 1.6113 | Val  Acc: 0.4627
 Site-Indian_utk                    | Val  Loss: 1.6022 | Val  Acc: 0.5604
 Site-Indian_utk                    | Val  Loss: 1.6076 | Val  Acc: 0.5385
 Site-Black_utk                     | Val  Loss: 1.7561 | Val  Acc: 0.4762
 Site-Black_utk                     | Val  Loss: 1.7103 | Val  Acc: 0.4766
 Site-Others_utk                    | Val  Loss: 1.5219 | Val  Acc: 0.6429
 Site-Others_utk                    | Val  Loss: 1.5006 | Val  Acc: 0.6190
 Site-Southeast_Asian               | Val  Loss: 1.7724 | Val  Acc: 0.4286
 Site-Southeast_Asian               | Val  Loss: 1.7787 | Val  Acc: 0.4419
 Site-Middle_Eastern_gan            | Val  Loss: 1.4822 | Val  Acc: 0.6316
 Site-Middle_Eastern_gan            | Val  Loss: 1.5921 | Val  Acc: 0.5345
Average Valid Accuracy: 0.5054
 Best site-White_utk                 | Epoch:38 | Val Acc: 0.3858
 Best site-White_utk                 | Epoch:38 | Val Acc: 0.4139
 Best site-East_Asian                | Epoch:38 | Val Acc: 0.4627
 Best site-East_Asian                | Epoch:38 | Val Acc: 0.4627
 Best site-Indian_utk                | Epoch:38 | Val Acc: 0.5604
 Best site-Indian_utk                | Epoch:38 | Val Acc: 0.5385
 Best site-Black_utk                 | Epoch:38 | Val Acc: 0.4762
 Best site-Black_utk                 | Epoch:38 | Val Acc: 0.4766
 Best site-Others_utk                | Epoch:38 | Val Acc: 0.6429
 Best site-Others_utk                | Epoch:38 | Val Acc: 0.6190
 Best site-Southeast_Asian           | Epoch:38 | Val Acc: 0.4286
 Best site-Southeast_Asian           | Epoch:38 | Val Acc: 0.4419
 Best site-Middle_Eastern_gan        | Epoch:38 | Val Acc: 0.6316
 Best site-Middle_Eastern_gan        | Epoch:38 | Val Acc: 0.5345
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 39 ============
 Site-White_utk                     | Train Loss: 1.7581 | Train Acc: 0.3986
 Site-White_utk                     | Train Loss: 1.7740 | Train Acc: 0.3941
 Site-East_Asian                    | Train Loss: 1.5978 | Train Acc: 0.4925
 Site-East_Asian                    | Train Loss: 1.6138 | Train Acc: 0.4801
 Site-Indian_utk                    | Train Loss: 1.6267 | Train Acc: 0.4964
 Site-Indian_utk                    | Train Loss: 1.6259 | Train Acc: 0.5328
 Site-Black_utk                     | Train Loss: 1.6916 | Train Acc: 0.4375
 Site-Black_utk                     | Train Loss: 1.7101 | Train Acc: 0.4740
 Site-Others_utk                    | Train Loss: 1.5479 | Train Acc: 0.6032
 Site-Others_utk                    | Train Loss: 1.5021 | Train Acc: 0.6402
 Site-Southeast_Asian               | Train Loss: 1.6933 | Train Acc: 0.4884
 Site-Southeast_Asian               | Train Loss: 1.9764 | Train Acc: 0.4264
 Site-Middle_Eastern_gan            | Train Loss: 1.0990 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.5913 | Train Acc: 0.5057
Average Train Accuracy: 0.5240
 Site-White_utk                     | Val  Loss: 1.8144 | Val  Acc: 0.4061
 Site-White_utk                     | Val  Loss: 1.7645 | Val  Acc: 0.4003
 Site-East_Asian                    | Val  Loss: 1.6155 | Val  Acc: 0.4701
 Site-East_Asian                    | Val  Loss: 1.6091 | Val  Acc: 0.4801
 Site-Indian_utk                    | Val  Loss: 1.6000 | Val  Acc: 0.5934
 Site-Indian_utk                    | Val  Loss: 1.6075 | Val  Acc: 0.5275
 Site-Black_utk                     | Val  Loss: 1.7451 | Val  Acc: 0.5000
 Site-Black_utk                     | Val  Loss: 1.7259 | Val  Acc: 0.4688
 Site-Others_utk                    | Val  Loss: 1.5020 | Val  Acc: 0.6667
 Site-Others_utk                    | Val  Loss: 1.4947 | Val  Acc: 0.6190
 Site-Southeast_Asian               | Val  Loss: 1.7489 | Val  Acc: 0.5000
 Site-Southeast_Asian               | Val  Loss: 1.8038 | Val  Acc: 0.4186
 Site-Middle_Eastern_gan            | Val  Loss: 1.4882 | Val  Acc: 0.6316
 Site-Middle_Eastern_gan            | Val  Loss: 1.5839 | Val  Acc: 0.5345
Average Valid Accuracy: 0.5155
 Best site-White_utk                 | Epoch:39 | Val Acc: 0.4061
 Best site-White_utk                 | Epoch:39 | Val Acc: 0.4003
 Best site-East_Asian                | Epoch:39 | Val Acc: 0.4701
 Best site-East_Asian                | Epoch:39 | Val Acc: 0.4801
 Best site-Indian_utk                | Epoch:39 | Val Acc: 0.5934
 Best site-Indian_utk                | Epoch:39 | Val Acc: 0.5275
 Best site-Black_utk                 | Epoch:39 | Val Acc: 0.5000
 Best site-Black_utk                 | Epoch:39 | Val Acc: 0.4688
 Best site-Others_utk                | Epoch:39 | Val Acc: 0.6667
 Best site-Others_utk                | Epoch:39 | Val Acc: 0.6190
 Best site-Southeast_Asian           | Epoch:39 | Val Acc: 0.5000
 Best site-Southeast_Asian           | Epoch:39 | Val Acc: 0.4186
 Best site-Middle_Eastern_gan        | Epoch:39 | Val Acc: 0.6316
 Best site-Middle_Eastern_gan        | Epoch:39 | Val Acc: 0.5345
 Test site-White_utk                 | Epoch:39 | Test Acc: 0.4183
 Test site-East_Asian                | Epoch:39 | Test Acc: 0.5612
 Test site-Indian_utk                | Epoch:39 | Test Acc: 0.5687
 Test site-Black_utk                 | Epoch:39 | Test Acc: 0.4388
 Test site-Others_utk                | Epoch:39 | Test Acc: 0.6337
 Test site-Southeast_Asian           | Epoch:39 | Test Acc: 0.4801
 Test site-Middle_Eastern_gan        | Epoch:39 | Test Acc: 0.5253
White_utk: 0.4183, East_Asian: 0.5612, Indian_utk: 0.5687, Black_utk: 0.4388, Others_utk: 0.6337, Southeast_Asian: 0.4801, Middle_Eastern_gan: 0.5253, 
Average Test Accuracy(group): 0.5180, Average Test Accuracy(individual): 0.5180,
domain CV=0.1375, cluster CV=-1.0000, individual CV=0.1375, 
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 40 ============
 Site-White_utk                     | Train Loss: 1.7572 | Train Acc: 0.4291
 Site-White_utk                     | Train Loss: 1.7672 | Train Acc: 0.3975
 Site-East_Asian                    | Train Loss: 1.6041 | Train Acc: 0.4876
 Site-East_Asian                    | Train Loss: 1.6045 | Train Acc: 0.4868
 Site-Indian_utk                    | Train Loss: 1.6554 | Train Acc: 0.4818
 Site-Indian_utk                    | Train Loss: 1.6089 | Train Acc: 0.5280
 Site-Black_utk                     | Train Loss: 1.6770 | Train Acc: 0.4688
 Site-Black_utk                     | Train Loss: 1.7095 | Train Acc: 0.4792
 Site-Others_utk                    | Train Loss: 1.5552 | Train Acc: 0.6032
 Site-Others_utk                    | Train Loss: 1.4953 | Train Acc: 0.6032
 Site-Southeast_Asian               | Train Loss: 1.6784 | Train Acc: 0.3953
 Site-Southeast_Asian               | Train Loss: 1.5832 | Train Acc: 0.4186
 Site-Middle_Eastern_gan            | Train Loss: 1.1128 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.5798 | Train Acc: 0.5172
Average Train Accuracy: 0.5187
 Site-White_utk                     | Val  Loss: 1.7994 | Val  Acc: 0.4061
 Site-White_utk                     | Val  Loss: 1.7554 | Val  Acc: 0.3885
 Site-East_Asian                    | Val  Loss: 1.6049 | Val  Acc: 0.4627
 Site-East_Asian                    | Val  Loss: 1.5889 | Val  Acc: 0.4876
 Site-Indian_utk                    | Val  Loss: 1.5987 | Val  Acc: 0.5934
 Site-Indian_utk                    | Val  Loss: 1.5881 | Val  Acc: 0.5348
 Site-Black_utk                     | Val  Loss: 1.7344 | Val  Acc: 0.5238
 Site-Black_utk                     | Val  Loss: 1.7281 | Val  Acc: 0.4688
 Site-Others_utk                    | Val  Loss: 1.4909 | Val  Acc: 0.5952
 Site-Others_utk                    | Val  Loss: 1.4739 | Val  Acc: 0.6429
 Site-Southeast_Asian               | Val  Loss: 1.7167 | Val  Acc: 0.4643
 Site-Southeast_Asian               | Val  Loss: 1.7931 | Val  Acc: 0.4302
 Site-Middle_Eastern_gan            | Val  Loss: 1.5011 | Val  Acc: 0.5789
 Site-Middle_Eastern_gan            | Val  Loss: 1.5866 | Val  Acc: 0.5517
Average Valid Accuracy: 0.5092
============ Train epoch 41 ============
 Site-White_utk                     | Train Loss: 1.7465 | Train Acc: 0.3986
 Site-White_utk                     | Train Loss: 1.7561 | Train Acc: 0.4043
 Site-East_Asian                    | Train Loss: 1.5799 | Train Acc: 0.4876
 Site-East_Asian                    | Train Loss: 1.6023 | Train Acc: 0.4719
 Site-Indian_utk                    | Train Loss: 1.6067 | Train Acc: 0.5036
 Site-Indian_utk                    | Train Loss: 1.6117 | Train Acc: 0.5255
 Site-Black_utk                     | Train Loss: 1.6626 | Train Acc: 0.4531
 Site-Black_utk                     | Train Loss: 1.7179 | Train Acc: 0.4896
 Site-Others_utk                    | Train Loss: 1.5171 | Train Acc: 0.6508
 Site-Others_utk                    | Train Loss: 1.4973 | Train Acc: 0.6349
 Site-Southeast_Asian               | Train Loss: 1.6868 | Train Acc: 0.4884
 Site-Southeast_Asian               | Train Loss: 1.5602 | Train Acc: 0.4341
 Site-Middle_Eastern_gan            | Train Loss: 1.0701 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.5522 | Train Acc: 0.5287
Average Train Accuracy: 0.5312
 Site-White_utk                     | Val  Loss: 1.7945 | Val  Acc: 0.3959
 Site-White_utk                     | Val  Loss: 1.7519 | Val  Acc: 0.4172
 Site-East_Asian                    | Val  Loss: 1.6109 | Val  Acc: 0.4851
 Site-East_Asian                    | Val  Loss: 1.6024 | Val  Acc: 0.4751
 Site-Indian_utk                    | Val  Loss: 1.5969 | Val  Acc: 0.5714
 Site-Indian_utk                    | Val  Loss: 1.5924 | Val  Acc: 0.5458
 Site-Black_utk                     | Val  Loss: 1.7157 | Val  Acc: 0.5952
 Site-Black_utk                     | Val  Loss: 1.7173 | Val  Acc: 0.4297
 Site-Others_utk                    | Val  Loss: 1.5038 | Val  Acc: 0.6429
 Site-Others_utk                    | Val  Loss: 1.4641 | Val  Acc: 0.6270
 Site-Southeast_Asian               | Val  Loss: 1.7589 | Val  Acc: 0.5357
 Site-Southeast_Asian               | Val  Loss: 1.7503 | Val  Acc: 0.4070
 Site-Middle_Eastern_gan            | Val  Loss: 1.4695 | Val  Acc: 0.5789
 Site-Middle_Eastern_gan            | Val  Loss: 1.5719 | Val  Acc: 0.5345
Average Valid Accuracy: 0.5172
 Best site-White_utk                 | Epoch:41 | Val Acc: 0.3959
 Best site-White_utk                 | Epoch:41 | Val Acc: 0.4172
 Best site-East_Asian                | Epoch:41 | Val Acc: 0.4851
 Best site-East_Asian                | Epoch:41 | Val Acc: 0.4751
 Best site-Indian_utk                | Epoch:41 | Val Acc: 0.5714
 Best site-Indian_utk                | Epoch:41 | Val Acc: 0.5458
 Best site-Black_utk                 | Epoch:41 | Val Acc: 0.5952
 Best site-Black_utk                 | Epoch:41 | Val Acc: 0.4297
 Best site-Others_utk                | Epoch:41 | Val Acc: 0.6429
 Best site-Others_utk                | Epoch:41 | Val Acc: 0.6270
 Best site-Southeast_Asian           | Epoch:41 | Val Acc: 0.5357
 Best site-Southeast_Asian           | Epoch:41 | Val Acc: 0.4070
 Best site-Middle_Eastern_gan        | Epoch:41 | Val Acc: 0.5789
 Best site-Middle_Eastern_gan        | Epoch:41 | Val Acc: 0.5345
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 42 ============
 Site-White_utk                     | Train Loss: 1.7335 | Train Acc: 0.4291
 Site-White_utk                     | Train Loss: 1.7503 | Train Acc: 0.4099
 Site-East_Asian                    | Train Loss: 1.6610 | Train Acc: 0.4925
 Site-East_Asian                    | Train Loss: 1.6005 | Train Acc: 0.4702
 Site-Indian_utk                    | Train Loss: 1.6352 | Train Acc: 0.5255
 Site-Indian_utk                    | Train Loss: 1.5952 | Train Acc: 0.5547
 Site-Black_utk                     | Train Loss: 1.6608 | Train Acc: 0.4688
 Site-Black_utk                     | Train Loss: 1.7004 | Train Acc: 0.4583
 Site-Others_utk                    | Train Loss: 1.5317 | Train Acc: 0.6032
 Site-Others_utk                    | Train Loss: 1.4772 | Train Acc: 0.6296
 Site-Southeast_Asian               | Train Loss: 1.6887 | Train Acc: 0.4186
 Site-Southeast_Asian               | Train Loss: 1.7840 | Train Acc: 0.4496
 Site-Middle_Eastern_gan            | Train Loss: 1.0795 | Train Acc: 0.9655
 Site-Middle_Eastern_gan            | Train Loss: 1.5930 | Train Acc: 0.5287
Average Train Accuracy: 0.5289
