===2023-08-05 14:14:16===
===Setting===
    dataset: officecaltechhome
    lr: 0.01
    batch: 64
    iters: 10
    wk_iters: 1
    si: False
    domain_num: 7
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[25,38,56,85,127,20,33,52,83,25,43,75,34,68,26,52,60,45,
client_nums=[5,4,3,2,2,1,1,]
len_dataset=[555,317,241,173,132,100,76,]
domain number = 7
============ Train epoch 0 ============
 Site-amazon                        | Train Loss: 1.8183 | Train Acc: 0.6000
 Best site-RealWorld                 | Epoch:6 | Val Acc: 0.9200
 Best site-webcam                    | Epoch:6 | Val Acc: 0.9130
 Best site-webcam                    | Epoch:6 | Val Acc: 0.9565
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.9412
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.9118
 Best site-dslr                      | Epoch:6 | Val Acc: 0.9750
 Best site-Product                   | Epoch:6 | Val Acc: 0.9333
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.31_1/harmo-fl...
============ Train epoch 7 ============
 Site-amazon                        | Train Loss: 0.6706 | Train Acc: 0.8000
 Site-amazon                        | Train Loss: 0.4261 | Train Acc: 0.9211
 Site-amazon                        | Train Loss: 0.4428 | Train Acc: 0.9107
 Site-amazon                        | Train Loss: 0.3502 | Train Acc: 0.9529
 Site-amazon                        | Train Loss: 0.4239 | Train Acc: 0.9134
 Site-Art                           | Train Loss: 0.7107 | Train Acc: 0.8500
 Site-Art                           | Train Loss: 0.7582 | Train Acc: 0.7273
 Site-Art                           | Train Loss: 0.6864 | Train Acc: 0.8846
 Site-Art                           | Train Loss: 0.7097 | Train Acc: 0.8916
 Site-RealWorld                     | Train Loss: 0.4847 | Train Acc: 0.8800
 Site-RealWorld                     | Train Loss: 0.3933 | Train Acc: 0.9302
 Site-RealWorld                     | Train Loss: 0.4311 | Train Acc: 0.9333
 Site-webcam                        | Train Loss: 0.2491 | Train Acc: 0.9412
 Site-webcam                        | Train Loss: 0.3537 | Train Acc: 0.9706
 Site-Clipart                       | Train Loss: 0.9395 | Train Acc: 0.7308
 Site-Clipart                       | Train Loss: 0.6151 | Train Acc: 0.8846
 Site-dslr                          | Train Loss: 0.3337 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.3417 | Train Acc: 0.9111
Average Train Accuracy: 0.8907
 Site-amazon                        | Val  Loss: 0.2987 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 0.3710 | Val  Acc: 0.9200
 Site-amazon                        | Val  Loss: 0.4406 | Val  Acc: 0.9189
 Site-amazon                        | Val  Loss: 0.4477 | Val  Acc: 0.9286
 Site-amazon                        | Val  Loss: 0.3893 | Val  Acc: 0.9405
 Site-Art                           | Val  Loss: 0.5832 | Val  Acc: 0.9231
 Site-Art                           | Val  Loss: 0.6113 | Val  Acc: 0.9524
 Site-Art                           | Val  Loss: 0.8969 | Val  Acc: 0.8824
 Site-Art                           | Val  Loss: 0.8235 | Val  Acc: 0.8545
 Site-RealWorld                     | Val  Loss: 0.3423 | Val  Acc: 0.9375
 Site-RealWorld                     | Val  Loss: 0.3651 | Val  Acc: 0.9310
 Site-RealWorld                     | Val  Loss: 0.5330 | Val  Acc: 0.9200
 Site-webcam                        | Val  Loss: 0.4457 | Val  Acc: 0.9565
 Site-webcam                        | Val  Loss: 0.4465 | Val  Acc: 0.9565
 Site-Clipart                       | Val  Loss: 0.6750 | Val  Acc: 0.9412
 Site-Clipart                       | Val  Loss: 0.5252 | Val  Acc: 0.9118
 Site-dslr                          | Val  Loss: 0.3647 | Val  Acc: 0.9500
 Site-Product                       | Val  Loss: 0.3296 | Val  Acc: 0.9667
Average Valid Accuracy: 0.9329
 Best site-amazon                    | Epoch:7 | Val Acc: 1.0000
 Best site-amazon                    | Epoch:7 | Val Acc: 0.9200
 Best site-amazon                    | Epoch:7 | Val Acc: 0.9189
 Best site-amazon                    | Epoch:7 | Val Acc: 0.9286
 Best site-amazon                    | Epoch:7 | Val Acc: 0.9405
 Best site-Art                       | Epoch:7 | Val Acc: 0.9231
 Best site-Art                       | Epoch:7 | Val Acc: 0.9524
 Best site-Art                       | Epoch:7 | Val Acc: 0.8824
 Best site-Art                       | Epoch:7 | Val Acc: 0.8545
 Best site-RealWorld                 | Epoch:7 | Val Acc: 0.9375
 Best site-RealWorld                 | Epoch:7 | Val Acc: 0.9310
 Best site-RealWorld                 | Epoch:7 | Val Acc: 0.9200
 Best site-webcam                    | Epoch:7 | Val Acc: 0.9565
 Best site-webcam                    | Epoch:7 | Val Acc: 0.9565
 Best site-Clipart                   | Epoch:7 | Val Acc: 0.9412
 Best site-Clipart                   | Epoch:7 | Val Acc: 0.9118
 Best site-dslr                      | Epoch:7 | Val Acc: 0.9500
 Best site-Product                   | Epoch:7 | Val Acc: 0.9667
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.31_1/harmo-fl...
============ Train epoch 8 ============
 Site-amazon                        | Train Loss: 0.6572 | Train Acc: 0.7600
 Site-amazon                        | Train Loss: 0.3585 | Train Acc: 0.9211
 Site-amazon                        | Train Loss: 0.3906 | Train Acc: 0.9107
 Site-amazon                        | Train Loss: 0.2838 | Train Acc: 0.9647
 Site-amazon                        | Train Loss: 0.3527 | Train Acc: 0.9528
 Site-Art                           | Train Loss: 0.5213 | Train Acc: 1.0000
 Site-Art                           | Train Loss: 0.7593 | Train Acc: 0.7879
 Site-Art                           | Train Loss: 0.6720 | Train Acc: 0.8846
 Site-Art                           | Train Loss: 0.6275 | Train Acc: 0.9036
 Site-RealWorld                     | Train Loss: 0.4443 | Train Acc: 0.9200
 Site-RealWorld                     | Train Loss: 0.3706 | Train Acc: 0.9302
 Site-RealWorld                     | Train Loss: 0.3834 | Train Acc: 0.8800
 Site-webcam                        | Train Loss: 0.2039 | Train Acc: 0.9412
 Site-webcam                        | Train Loss: 0.2522 | Train Acc: 0.9412
 Site-Clipart                       | Train Loss: 0.9797 | Train Acc: 0.7308
 Site-Clipart                       | Train Loss: 0.6303 | Train Acc: 0.8269
 Site-dslr                          | Train Loss: 0.2873 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.2712 | Train Acc: 0.9333
Average Train Accuracy: 0.8994
 Site-amazon                        | Val  Loss: 0.2500 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 0.3398 | Val  Acc: 0.9200
 Site-amazon                        | Val  Loss: 0.4123 | Val  Acc: 0.9459
 Site-amazon                        | Val  Loss: 0.3470 | Val  Acc: 0.9643
 Site-amazon                        | Val  Loss: 0.3585 | Val  Acc: 0.9405
 Site-Art                           | Val  Loss: 0.4806 | Val  Acc: 0.9231
 Site-Art                           | Val  Loss: 0.5996 | Val  Acc: 0.9048
 Site-Art                           | Val  Loss: 0.8484 | Val  Acc: 0.8529
 Site-Art                           | Val  Loss: 0.7583 | Val  Acc: 0.8909
 Site-RealWorld                     | Val  Loss: 0.3674 | Val  Acc: 0.9375
 Site-RealWorld                     | Val  Loss: 0.3249 | Val  Acc: 0.9310
 Site-RealWorld                     | Val  Loss: 0.4796 | Val  Acc: 0.9200
 Site-webcam                        | Val  Loss: 0.4829 | Val  Acc: 0.9130
 Site-webcam                        | Val  Loss: 0.3603 | Val  Acc: 0.9783
 Site-Clipart                       | Val  Loss: 0.6756 | Val  Acc: 0.8824
 Site-Clipart                       | Val  Loss: 0.5434 | Val  Acc: 0.9118
 Site-dslr                          | Val  Loss: 0.2901 | Val  Acc: 0.9750
 Site-Product                       | Val  Loss: 0.2554 | Val  Acc: 0.9333
Average Valid Accuracy: 0.9291
============ Train epoch 9 ============
 Site-amazon                        | Train Loss: 0.5371 | Train Acc: 0.8400
 Site-amazon                        | Train Loss: 0.3217 | Train Acc: 0.9474
 Site-amazon                        | Train Loss: 0.3436 | Train Acc: 0.9107
 Site-amazon                        | Train Loss: 0.2621 | Train Acc: 0.9529
 Site-amazon                        | Train Loss: 0.3664 | Train Acc: 0.9291
 Site-Art                           | Train Loss: 0.5298 | Train Acc: 0.9500
 Site-Art                           | Train Loss: 0.6281 | Train Acc: 0.8182
 Site-Art                           | Train Loss: 0.5397 | Train Acc: 0.9231
 Site-Art                           | Train Loss: 0.6433 | Train Acc: 0.8675
 Site-RealWorld                     | Train Loss: 0.4216 | Train Acc: 0.8800
 Site-RealWorld                     | Train Loss: 0.3363 | Train Acc: 0.9302
 Site-RealWorld                     | Train Loss: 0.5038 | Train Acc: 0.8800
 Site-webcam                        | Train Loss: 0.1432 | Train Acc: 1.0000
 Site-webcam                        | Train Loss: 0.2727 | Train Acc: 0.9853
 Site-Clipart                       | Train Loss: 0.9719 | Train Acc: 0.6923
 Site-Clipart                       | Train Loss: 0.6213 | Train Acc: 0.8077
 Site-dslr                          | Train Loss: 0.2569 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.2901 | Train Acc: 0.9111
Average Train Accuracy: 0.9014
 Site-amazon                        | Val  Loss: 0.2538 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 0.3058 | Val  Acc: 0.9600
 Site-amazon                        | Val  Loss: 0.3555 | Val  Acc: 0.9189
 Site-amazon                        | Val  Loss: 0.3408 | Val  Acc: 0.9464
 Site-amazon                        | Val  Loss: 0.2861 | Val  Acc: 0.9524
 Site-Art                           | Val  Loss: 0.4521 | Val  Acc: 0.9231
 Site-Art                           | Val  Loss: 0.4773 | Val  Acc: 0.9048
 Site-Art                           | Val  Loss: 0.7410 | Val  Acc: 0.8529
 Site-Art                           | Val  Loss: 0.7164 | Val  Acc: 0.8545
 Site-RealWorld                     | Val  Loss: 0.4370 | Val  Acc: 0.9375
 Site-RealWorld                     | Val  Loss: 0.2594 | Val  Acc: 0.9310
 Site-RealWorld                     | Val  Loss: 0.4590 | Val  Acc: 0.9200
 Site-webcam                        | Val  Loss: 0.4606 | Val  Acc: 0.9130
 Site-webcam                        | Val  Loss: 0.3365 | Val  Acc: 0.9783
 Site-Clipart                       | Val  Loss: 0.5151 | Val  Acc: 0.8824
 Site-Clipart                       | Val  Loss: 0.5603 | Val  Acc: 0.8824
 Site-dslr                          | Val  Loss: 0.3106 | Val  Acc: 0.9500
 Site-Product                       | Val  Loss: 0.2544 | Val  Acc: 0.9333
Average Valid Accuracy: 0.9245
===2023-08-05 14:31:01===
===2023-08-05 14:31:09===
===Setting===
    dataset: officecaltechhome
    lr: 0.01
    batch: 64
    iters: 10
    wk_iters: 1
    si: False
    domain_num: 7
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[25,38,56,85,127,20,33,52,83,25,43,75,34,68,26,52,60,45,
client_nums=[5,4,3,2,2,1,1,]
len_dataset=[555,317,241,173,132,100,76,]
domain number = 7
Loading snapshots...
 Test site-amazon                    (2)| Epoch:7 | Test Acc: 0.9215
 Test site-Art                       (1)| Epoch:7 | Test Acc: 0.8592
 Test site-RealWorld                 (1)| Epoch:7 | Test Acc: 0.9058
 Test site-webcam                    (5)| Epoch:7 | Test Acc: 0.9620
 Test site-Clipart                   (0)| Epoch:7 | Test Acc: 0.8677
 Test site-dslr                      (3)| Epoch:7 | Test Acc: 0.9796
 Test site-Product                   (4)| Epoch:7 | Test Acc: 0.9463
amazon: 0.9215, Art: 0.8592, RealWorld: 0.9058, webcam: 0.9620, Clipart: 0.8677, dslr: 0.9796, Product: 0.9463, 
Average Test Accuracy(group): 0.9203, Average Test Accuracy(individual): 0.9082,
domain std=0.0425, cluster std=0.0388, individual std=0.0381, 
