===2023-05-30 21:20:49===
===Setting===
    dataset: fairface
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 14
    quantile: 0.7
    std_rw: False
    gender_label: False
    binary_race: False
data_number=[18,27,40,58,87,127,188,276,406,442,42,61,91,134,197,290,418,67,99,146,215,316,124,182,268,158,232,266,181,]
client_nums=[10,7,5,3,2,1,1,]
domain number = 14
multiply 100 for Ea!
use train loss for Ea
============ Train epoch 0 ============
cnt=[3, 6, 4, 2, 1, 1, 1, 3, 1, 1, 2, 2, 1, 1, ]
power_decay: 0.9, powerI: 0.9500, powerC: 0.0500
min_w=0.00349, quan_i=1.00, quan_c=1.00
minimize weight of clients:[]
 Site-White_Male               | Train Loss: 1.9185 | Train Acc: 0.2778
 Site-White_Male                (0) | Val  Loss: 1.5350 | Val  Acc: 0.4167
 Site-White_Female              (7) | Val  Loss: 1.6756 | Val  Acc: 0.3889
 Site-White_Male                (12)| Val  Loss: 1.4561 | Val  Acc: 0.3846
 Site-White_Female              (11)| Val  Loss: 1.4809 | Val  Acc: 0.4359
 Site-White_Male                (2) | Val  Loss: 1.5268 | Val  Acc: 0.3966
 Site-White_Female              (4) | Val  Loss: 1.4419 | Val  Acc: 0.4471
 Site-White_Male                (2) | Val  Loss: 1.5278 | Val  Acc: 0.3440
 Site-White_Female              (4) | Val  Loss: 1.4912 | Val  Acc: 0.4348
 Site-White_Male                (2) | Val  Loss: 1.4639 | Val  Acc: 0.3948
 Site-White_Female              (4) | Val  Loss: 1.4585 | Val  Acc: 0.4218
 Site-Latino_Hispanic_Male      (13)| Val  Loss: 1.7866 | Val  Acc: 0.2500
 Site-Latino_Hispanic_Female    (1) | Val  Loss: 1.6663 | Val  Acc: 0.2439
 Site-Latino_Hispanic_Male      (9) | Val  Loss: 1.6483 | Val  Acc: 0.3667
 Site-Latino_Hispanic_Female    (1) | Val  Loss: 1.6226 | Val  Acc: 0.3483
 Site-Latino_Hispanic_Male      (6) | Val  Loss: 1.5219 | Val  Acc: 0.3435
 Site-Latino_Hispanic_Female    (1) | Val  Loss: 1.3622 | Val  Acc: 0.3523
 Site-Latino_Hispanic_Male      (6) | Val  Loss: 1.6218 | Val  Acc: 0.2986
 Site-Black_Female              (3) | Val  Loss: 1.7898 | Val  Acc: 0.3556
 Site-Black_Male                (5) | Val  Loss: 2.7209 | Val  Acc: 0.1818
 Site-Black_Female              (3) | Val  Loss: 1.6444 | Val  Acc: 0.3505
 Site-Black_Male                (5) | Val  Loss: 1.7428 | Val  Acc: 0.2797
 Site-Black_Female              (3) | Val  Loss: 1.5436 | Val  Acc: 0.3744
 Site-East_Asian_Male           (8) | Val  Loss: 1.5239 | Val  Acc: 0.4390
 Site-East_Asian_Female         (10)| Val  Loss: 1.3834 | Val  Acc: 0.4711
 Site-East_Asian_Male           (8) | Val  Loss: 1.5016 | Val  Acc: 0.3820
 Site-Indian_Female             (1) | Val  Loss: 1.6147 | Val  Acc: 0.3714
 Site-Indian_Male               (6) | Val  Loss: 1.6159 | Val  Acc: 0.2968
 Site-Southeast_Asian_Female    (1) | Val  Loss: 1.6542 | Val  Acc: 0.3729
 Site-Middle_Eastern_Male       (2) | Val  Loss: 1.5728 | Val  Acc: 0.3750
Average Valid Accuracy: 0.3627
Aggregated Acc | Val Acc: 0.3699
============ Train epoch 30 ============
cnt=[4, 4, 2, 2, 3, 1, 4, 2, 1, 1, 1, 2, 1, 1, ]
power_decay: 0.9, powerI: 0.5191, powerC: 0.4809
min_w=0.00673, quan_i=1.56, quan_c=1.54
minimize weight of clients:[0, 1, 2, 3, 4, 5, 7, 8, 9, 11, 13, 15, 17, 22, 23, 24, 27, 28, ]
 Site-White_Male               | Train Loss: 1.4386 | Train Acc: 0.2778
 Site-White_Female             | Train Loss: 1.4011 | Train Acc: 0.5185
 Site-White_Male               | Train Loss: 1.4868 | Train Acc: 0.5000
 Site-White_Female             | Train Loss: 1.4413 | Train Acc: 0.4655
 Site-White_Male               | Train Loss: 1.4312 | Train Acc: 0.3908
 Site-White_Female             | Train Loss: 1.5015 | Train Acc: 0.4252
 Site-White_Male               | Train Loss: 1.5214 | Train Acc: 0.4096
 Site-White_Female             | Train Loss: 1.5616 | Train Acc: 0.4384
 Site-White_Male               | Train Loss: 1.4870 | Train Acc: 0.4113
 Site-White_Female             | Train Loss: 1.5208 | Train Acc: 0.4163
 Site-Latino_Hispanic_Male     | Train Loss: 1.5012 | Train Acc: 0.3333
 Site-Latino_Hispanic_Female   | Train Loss: 1.5855 | Train Acc: 0.4426
 Site-Latino_Hispanic_Male     | Train Loss: 1.5786 | Train Acc: 0.3516
 Site-Latino_Hispanic_Female   | Train Loss: 1.5768 | Train Acc: 0.4030
 Site-Latino_Hispanic_Male     | Train Loss: 1.4619 | Train Acc: 0.4061
 Site-Latino_Hispanic_Female   | Train Loss: 1.5182 | Train Acc: 0.4103
 Site-Latino_Hispanic_Male     | Train Loss: 1.4481 | Train Acc: 0.4354
 Site-Black_Female             | Train Loss: 1.4651 | Train Acc: 0.3284
 Site-Black_Male               | Train Loss: 1.7066 | Train Acc: 0.3434
 Site-Black_Female             | Train Loss: 1.4737 | Train Acc: 0.4178
 Site-Black_Male               | Train Loss: 1.4817 | Train Acc: 0.4326
 Site-Black_Female             | Train Loss: 1.4445 | Train Acc: 0.4272
 Site-East_Asian_Male          | Train Loss: 1.5229 | Train Acc: 0.3871
 Site-East_Asian_Female        | Train Loss: 1.4839 | Train Acc: 0.4560
 Site-East_Asian_Male          | Train Loss: 1.4177 | Train Acc: 0.4478
 Site-Indian_Female            | Train Loss: 1.5885 | Train Acc: 0.3608
 Site-Indian_Male              | Train Loss: 1.4870 | Train Acc: 0.3879
 Site-Southeast_Asian_Female   | Train Loss: 1.5518 | Train Acc: 0.4286
 Site-Middle_Eastern_Male      | Train Loss: 1.4826 | Train Acc: 0.4309
 Site-White_Male                (5) | Val  Loss: 1.4473 | Val  Acc: 0.3333
 Site-White_Female              (12)| Val  Loss: 1.5358 | Val  Acc: 0.3889
 Site-White_Male                (10)| Val  Loss: 1.5247 | Val  Acc: 0.1538
 Site-White_Female              (0) | Val  Loss: 1.5659 | Val  Acc: 0.4359
 Site-White_Male                (6) | Val  Loss: 1.5316 | Val  Acc: 0.3448
 Site-White_Female              (0) | Val  Loss: 1.5151 | Val  Acc: 0.4353
 Site-White_Male                (6) | Val  Loss: 1.5241 | Val  Acc: 0.3280
 Site-White_Female              (0) | Val  Loss: 1.6197 | Val  Acc: 0.4022
 Site-White_Male                (6) | Val  Loss: 1.4768 | Val  Acc: 0.3653
 Site-White_Female              (0) | Val  Loss: 1.5844 | Val  Acc: 0.4048
 Site-Latino_Hispanic_Male      (8) | Val  Loss: 1.6482 | Val  Acc: 0.3571
 Site-Latino_Hispanic_Female    (9) | Val  Loss: 1.7346 | Val  Acc: 0.2683
 Site-Latino_Hispanic_Male      (1) | Val  Loss: 1.5324 | Val  Acc: 0.3500
 Site-Latino_Hispanic_Female    (11)| Val  Loss: 1.5645 | Val  Acc: 0.3596
 Site-Latino_Hispanic_Male      (1) | Val  Loss: 1.4092 | Val  Acc: 0.3893
 Site-Latino_Hispanic_Female    (11)| Val  Loss: 1.4449 | Val  Acc: 0.3472
 Site-Latino_Hispanic_Male      (1) | Val  Loss: 1.5489 | Val  Acc: 0.3453
 Site-Black_Female              (13)| Val  Loss: 1.7565 | Val  Acc: 0.3111
 Site-Black_Male                (7) | Val  Loss: 2.2745 | Val  Acc: 0.3182
 Site-Black_Female              (2) | Val  Loss: 1.5902 | Val  Acc: 0.2990
 Site-Black_Male                (7) | Val  Loss: 1.5999 | Val  Acc: 0.2937
 Site-Black_Female              (2) | Val  Loss: 1.5388 | Val  Acc: 0.3175
 Site-East_Asian_Male           (3) | Val  Loss: 1.4580 | Val  Acc: 0.4634
 Site-East_Asian_Female         (4) | Val  Loss: 1.5015 | Val  Acc: 0.5041
 Site-East_Asian_Male           (3) | Val  Loss: 1.5075 | Val  Acc: 0.4270
 Site-Indian_Female             (4) | Val  Loss: 1.6820 | Val  Acc: 0.3810
 Site-Indian_Male               (1) | Val  Loss: 1.5625 | Val  Acc: 0.3419
 Site-Southeast_Asian_Female    (4) | Val  Loss: 1.7916 | Val  Acc: 0.3672
 Site-Middle_Eastern_Male       (6) | Val  Loss: 1.5808 | Val  Acc: 0.3500
Average Valid Accuracy: 0.3580
Aggregated Acc | Val Acc: 0.3404
============ Train epoch 31 ============
cnt=[4, 4, 3, 3, 1, 2, 1, 1, 3, 2, 2, 1, 1, 1, ]
power_decay: 0.9, powerI: 0.5172, powerC: 0.4828
min_w=0.00733, quan_i=1.54, quan_c=1.54
minimize weight of clients:[0, 1, 2, 3, 4, 8, 10, 14, 16, 17, 19, 21, 23, 24, 26, 28, ]
 Site-White_Male               | Train Loss: 1.3745 | Train Acc: 0.3889
 Site-White_Female             | Train Loss: 1.3301 | Train Acc: 0.5556
 Site-White_Male               | Train Loss: 1.4698 | Train Acc: 0.5250
 Site-White_Female             | Train Loss: 1.3839 | Train Acc: 0.5345
 Site-White_Male               | Train Loss: 1.4700 | Train Acc: 0.3908
 Site-White_Female             | Train Loss: 1.4492 | Train Acc: 0.4252
 Site-White_Male               | Train Loss: 1.5284 | Train Acc: 0.4043
 Site-White_Female             | Train Loss: 1.4965 | Train Acc: 0.4203
 Site-White_Male               | Train Loss: 1.4500 | Train Acc: 0.3916
 Site-White_Female             | Train Loss: 1.4281 | Train Acc: 0.4389
 Site-Latino_Hispanic_Male     | Train Loss: 1.6146 | Train Acc: 0.2857
 Site-Latino_Hispanic_Female   | Train Loss: 1.5966 | Train Acc: 0.3607
 Site-Latino_Hispanic_Male     | Train Loss: 1.5620 | Train Acc: 0.3187
 Site-Latino_Hispanic_Female   | Train Loss: 1.5466 | Train Acc: 0.3657
 Site-Latino_Hispanic_Male     | Train Loss: 1.4583 | Train Acc: 0.3756
 Site-Latino_Hispanic_Female   | Train Loss: 1.4627 | Train Acc: 0.4345
 Site-Latino_Hispanic_Male     | Train Loss: 1.4962 | Train Acc: 0.4187
 Site-Black_Female             | Train Loss: 1.4617 | Train Acc: 0.3881
 Site-Black_Male               | Train Loss: 1.7851 | Train Acc: 0.3232
 Site-Black_Female             | Train Loss: 1.5637 | Train Acc: 0.4384
 Site-Black_Male               | Train Loss: 1.6411 | Train Acc: 0.3488
 Site-Black_Female             | Train Loss: 1.4541 | Train Acc: 0.4082
 Site-East_Asian_Male          | Train Loss: 1.4939 | Train Acc: 0.4032
 Site-East_Asian_Female        | Train Loss: 1.3976 | Train Acc: 0.4835
 Site-East_Asian_Male          | Train Loss: 1.4596 | Train Acc: 0.4552
 Site-Indian_Female            | Train Loss: 1.5912 | Train Acc: 0.3987
 Site-Indian_Male              | Train Loss: 1.4890 | Train Acc: 0.4310
 Site-Southeast_Asian_Female   | Train Loss: 1.5665 | Train Acc: 0.4173
 Site-Middle_Eastern_Male      | Train Loss: 1.4891 | Train Acc: 0.4199
 Site-White_Male                (7) | Val  Loss: 1.3594 | Val  Acc: 0.4167
 Site-White_Female              (4) | Val  Loss: 1.6536 | Val  Acc: 0.4444
 Site-White_Male                (13)| Val  Loss: 1.5272 | Val  Acc: 0.3077
 Site-White_Female              (11)| Val  Loss: 1.5174 | Val  Acc: 0.3590
 Site-White_Male                (1) | Val  Loss: 1.5608 | Val  Acc: 0.3621
 Site-White_Female              (8) | Val  Loss: 1.4133 | Val  Acc: 0.4353
 Site-White_Male                (1) | Val  Loss: 1.5109 | Val  Acc: 0.3440
 Site-White_Female              (8) | Val  Loss: 1.5288 | Val  Acc: 0.4457
 Site-White_Male                (1) | Val  Loss: 1.4526 | Val  Acc: 0.3727
 Site-White_Female              (8) | Val  Loss: 1.4632 | Val  Acc: 0.4116
 Site-Latino_Hispanic_Male      (6) | Val  Loss: 1.6962 | Val  Acc: 0.3571
 Site-Latino_Hispanic_Female    (0) | Val  Loss: 1.6746 | Val  Acc: 0.3171
 Site-Latino_Hispanic_Male      (12)| Val  Loss: 1.5899 | Val  Acc: 0.3333
 Site-Latino_Hispanic_Female    (0) | Val  Loss: 1.6153 | Val  Acc: 0.3483
 Site-Latino_Hispanic_Male      (3) | Val  Loss: 1.5005 | Val  Acc: 0.3511
 Site-Latino_Hispanic_Female    (0) | Val  Loss: 1.4020 | Val  Acc: 0.3731
 Site-Latino_Hispanic_Male      (3) | Val  Loss: 1.5963 | Val  Acc: 0.3381
 Site-Black_Female              (2) | Val  Loss: 1.7034 | Val  Acc: 0.3556
 Site-Black_Male                (5) | Val  Loss: 2.9784 | Val  Acc: 0.3030
 Site-Black_Female              (2) | Val  Loss: 1.5879 | Val  Acc: 0.3608
 Site-Black_Male                (5) | Val  Loss: 1.7001 | Val  Acc: 0.2727
 Site-Black_Female              (2) | Val  Loss: 1.5573 | Val  Acc: 0.3460
 Site-East_Asian_Male           (10)| Val  Loss: 1.4522 | Val  Acc: 0.4268
 Site-East_Asian_Female         (9) | Val  Loss: 1.3683 | Val  Acc: 0.5124
 Site-East_Asian_Male           (10)| Val  Loss: 1.4735 | Val  Acc: 0.3708
 Site-Indian_Female             (0) | Val  Loss: 1.6434 | Val  Acc: 0.3905
 Site-Indian_Male               (3) | Val  Loss: 1.5536 | Val  Acc: 0.3484
 Site-Southeast_Asian_Female    (9) | Val  Loss: 1.6825 | Val  Acc: 0.3616
 Site-Middle_Eastern_Male       (1) | Val  Loss: 1.5525 | Val  Acc: 0.3083
Average Valid Accuracy: 0.3681
Aggregated Acc | Val Acc: 0.3698
============ Train epoch 32 ============
cnt=[1, 2, 3, 2, 2, 6, 1, 3, 2, 1, 3, 1, 1, 1, ]
power_decay: 0.9, powerI: 0.5155, powerC: 0.4845
min_w=0.00720, quan_i=1.55, quan_c=1.52
minimize weight of clients:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 21, 22, 24, 26, 28, ]
 Site-White_Male               | Train Loss: 1.4046 | Train Acc: 0.3333
 Site-White_Female             | Train Loss: 1.3908 | Train Acc: 0.4444
 Site-White_Male               | Train Loss: 1.4439 | Train Acc: 0.6000
 Site-White_Female             | Train Loss: 1.4221 | Train Acc: 0.4828
 Site-White_Male               | Train Loss: 1.4641 | Train Acc: 0.3908
 Site-White_Female             | Train Loss: 1.4308 | Train Acc: 0.4724
 Site-White_Male               | Train Loss: 1.5328 | Train Acc: 0.3830
 Site-White_Female             | Train Loss: 1.4638 | Train Acc: 0.4384
 Site-White_Male               | Train Loss: 1.4628 | Train Acc: 0.4212
 Site-White_Female             | Train Loss: 1.4527 | Train Acc: 0.4412
 Site-Latino_Hispanic_Male     | Train Loss: 1.6080 | Train Acc: 0.3333
 Site-Latino_Hispanic_Female   | Train Loss: 1.5608 | Train Acc: 0.4098
 Site-Latino_Hispanic_Male     | Train Loss: 1.5962 | Train Acc: 0.2967
 Site-Latino_Hispanic_Female   | Train Loss: 1.4578 | Train Acc: 0.3881
 Site-Latino_Hispanic_Male     | Train Loss: 1.6324 | Train Acc: 0.4010
 Site-Latino_Hispanic_Female   | Train Loss: 1.4849 | Train Acc: 0.4138
 Site-Latino_Hispanic_Male     | Train Loss: 1.4797 | Train Acc: 0.4043
 Site-Black_Female             | Train Loss: 1.5727 | Train Acc: 0.3731
 Site-Black_Male               | Train Loss: 1.7985 | Train Acc: 0.3535
 Site-Black_Female             | Train Loss: 1.5476 | Train Acc: 0.4315
 Site-Black_Male               | Train Loss: 1.6363 | Train Acc: 0.3953
 Site-Black_Female             | Train Loss: 1.4754 | Train Acc: 0.4241
 Site-East_Asian_Male          | Train Loss: 1.4495 | Train Acc: 0.3790
 Site-East_Asian_Female        | Train Loss: 1.3927 | Train Acc: 0.5055
 Site-East_Asian_Male          | Train Loss: 1.4204 | Train Acc: 0.4552
 Site-Indian_Female            | Train Loss: 1.5185 | Train Acc: 0.4051
 Site-Indian_Male              | Train Loss: 1.4691 | Train Acc: 0.4095
 Site-Southeast_Asian_Female   | Train Loss: 1.6041 | Train Acc: 0.4248
 Site-Middle_Eastern_Male      | Train Loss: 1.5067 | Train Acc: 0.3757
 Site-White_Male                (5) | Val  Loss: 1.3339 | Val  Acc: 0.5000
 Site-White_Female              (13)| Val  Loss: 1.6309 | Val  Acc: 0.3333
 Site-White_Male                (5) | Val  Loss: 1.4276 | Val  Acc: 0.4231
 Site-White_Female              (11)| Val  Loss: 1.5911 | Val  Acc: 0.4103
 Site-White_Male                (5) | Val  Loss: 1.5377 | Val  Acc: 0.3448
 Site-White_Female              (7) | Val  Loss: 1.4142 | Val  Acc: 0.4471
 Site-White_Male                (5) | Val  Loss: 1.5241 | Val  Acc: 0.3520
 Site-White_Female              (7) | Val  Loss: 1.5569 | Val  Acc: 0.4185
 Site-White_Male                (5) | Val  Loss: 1.4625 | Val  Acc: 0.3838
 Site-White_Female              (7) | Val  Loss: 1.4828 | Val  Acc: 0.4218
 Site-Latino_Hispanic_Male      (6) | Val  Loss: 1.6626 | Val  Acc: 0.3929
 Site-Latino_Hispanic_Female    (9) | Val  Loss: 1.6745 | Val  Acc: 0.3171
 Site-Latino_Hispanic_Male      (0) | Val  Loss: 1.6228 | Val  Acc: 0.3333
 Site-Latino_Hispanic_Female    (1) | Val  Loss: 1.5953 | Val  Acc: 0.3820
 Site-Latino_Hispanic_Male      (10)| Val  Loss: 1.5992 | Val  Acc: 0.3588
 Site-Latino_Hispanic_Female    (1) | Val  Loss: 1.3931 | Val  Acc: 0.3834
 Site-Latino_Hispanic_Male      (10)| Val  Loss: 1.5915 | Val  Acc: 0.3273
 Site-Black_Female              (8) | Val  Loss: 1.7237 | Val  Acc: 0.3333
 Site-Black_Male                (4) | Val  Loss: 2.5979 | Val  Acc: 0.3182
 Site-Black_Female              (12)| Val  Loss: 1.6201 | Val  Acc: 0.2990
 Site-Black_Male                (4) | Val  Loss: 1.6640 | Val  Acc: 0.2867
 Site-Black_Female              (8) | Val  Loss: 1.5402 | Val  Acc: 0.3602
 Site-East_Asian_Male           (3) | Val  Loss: 1.4139 | Val  Acc: 0.4634
 Site-East_Asian_Female         (2) | Val  Loss: 1.4152 | Val  Acc: 0.4876
 Site-East_Asian_Male           (3) | Val  Loss: 1.5017 | Val  Acc: 0.3764
 Site-Indian_Female             (2) | Val  Loss: 1.6199 | Val  Acc: 0.3619
 Site-Indian_Male               (10)| Val  Loss: 1.5535 | Val  Acc: 0.3484
 Site-Southeast_Asian_Female    (2) | Val  Loss: 1.6599 | Val  Acc: 0.3955
 Site-Middle_Eastern_Male       (5) | Val  Loss: 1.5690 | Val  Acc: 0.3250
Average Valid Accuracy: 0.3753
Aggregated Acc | Val Acc: 0.3653
============ Train epoch 33 ============
cnt=[4, 1, 3, 2, 1, 4, 2, 1, 1, 1, 2, 4, 2, 1, ]
power_decay: 0.9, powerI: 0.5139, powerC: 0.4861
min_w=0.00693, quan_i=1.55, quan_c=1.54
minimize weight of clients:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 16, 21, 22, 23, 24, 26, 28, ]
 Site-White_Male               | Train Loss: 1.3460 | Train Acc: 0.4444
 Site-White_Female             | Train Loss: 1.3650 | Train Acc: 0.5556
 Site-White_Male               | Train Loss: 1.4364 | Train Acc: 0.5000
 Site-White_Female             | Train Loss: 1.4632 | Train Acc: 0.4310
 Site-White_Male               | Train Loss: 1.4001 | Train Acc: 0.3908
 Site-White_Female             | Train Loss: 1.4508 | Train Acc: 0.4646
 Site-White_Male               | Train Loss: 1.5507 | Train Acc: 0.3511
 Site-White_Female             | Train Loss: 1.4643 | Train Acc: 0.4167
 Site-White_Male               | Train Loss: 1.4445 | Train Acc: 0.4384
 Site-White_Female             | Train Loss: 1.4817 | Train Acc: 0.4389
 Site-Latino_Hispanic_Male     | Train Loss: 1.5677 | Train Acc: 0.3095
 Site-Latino_Hispanic_Female   | Train Loss: 1.5418 | Train Acc: 0.4426
 Site-Latino_Hispanic_Male     | Train Loss: 1.5510 | Train Acc: 0.3516
 Site-Latino_Hispanic_Female   | Train Loss: 1.4924 | Train Acc: 0.4254
 Site-Latino_Hispanic_Male     | Train Loss: 1.4751 | Train Acc: 0.3858
 Site-Latino_Hispanic_Female   | Train Loss: 1.4517 | Train Acc: 0.4241
 Site-Latino_Hispanic_Male     | Train Loss: 1.4623 | Train Acc: 0.4450
 Site-Black_Female             | Train Loss: 1.4631 | Train Acc: 0.3881
 Site-Black_Male               | Train Loss: 1.6114 | Train Acc: 0.4141
 Site-Black_Female             | Train Loss: 1.5557 | Train Acc: 0.4521
 Site-Black_Male               | Train Loss: 1.5368 | Train Acc: 0.4419
 Site-Black_Female             | Train Loss: 1.4627 | Train Acc: 0.4114
 Site-East_Asian_Male          | Train Loss: 1.5235 | Train Acc: 0.3226
 Site-East_Asian_Female        | Train Loss: 1.4843 | Train Acc: 0.4066
 Site-East_Asian_Male          | Train Loss: 1.3792 | Train Acc: 0.4179
 Site-Indian_Female            | Train Loss: 1.5546 | Train Acc: 0.3987
 Site-Indian_Male              | Train Loss: 1.4523 | Train Acc: 0.4052
 Site-Southeast_Asian_Female   | Train Loss: 1.5614 | Train Acc: 0.4323
 Site-Middle_Eastern_Male      | Train Loss: 1.4962 | Train Acc: 0.3812
 Site-White_Male                (9) | Val  Loss: 1.4775 | Val  Acc: 0.5000
 Site-White_Female              (7) | Val  Loss: 1.4783 | Val  Acc: 0.3889
 Site-White_Male                (8) | Val  Loss: 1.5252 | Val  Acc: 0.2692
 Site-White_Female              (11)| Val  Loss: 1.5967 | Val  Acc: 0.3846
 Site-White_Male                (0) | Val  Loss: 1.5159 | Val  Acc: 0.3966
 Site-White_Female              (11)| Val  Loss: 1.4839 | Val  Acc: 0.3647
 Site-White_Male                (0) | Val  Loss: 1.5310 | Val  Acc: 0.3920
 Site-White_Female              (11)| Val  Loss: 1.5516 | Val  Acc: 0.4293
 Site-White_Male                (0) | Val  Loss: 1.4629 | Val  Acc: 0.3727
 Site-White_Female              (11)| Val  Loss: 1.5230 | Val  Acc: 0.4354
 Site-Latino_Hispanic_Male      (12)| Val  Loss: 1.6347 | Val  Acc: 0.3571
 Site-Latino_Hispanic_Female    (4) | Val  Loss: 1.6789 | Val  Acc: 0.2439
 Site-Latino_Hispanic_Male      (12)| Val  Loss: 1.5903 | Val  Acc: 0.3500
 Site-Latino_Hispanic_Female    (5) | Val  Loss: 1.5656 | Val  Acc: 0.3820
 Site-Latino_Hispanic_Male      (2) | Val  Loss: 1.5667 | Val  Acc: 0.3511
 Site-Latino_Hispanic_Female    (5) | Val  Loss: 1.3596 | Val  Acc: 0.3731
 Site-Latino_Hispanic_Male      (2) | Val  Loss: 1.5725 | Val  Acc: 0.3237
 Site-Black_Female              (13)| Val  Loss: 1.7346 | Val  Acc: 0.4222
 Site-Black_Male                (10)| Val  Loss: 2.1922 | Val  Acc: 0.4242
 Site-Black_Female              (3) | Val  Loss: 1.5523 | Val  Acc: 0.3505
 Site-Black_Male                (10)| Val  Loss: 1.6439 | Val  Acc: 0.3287
 Site-Black_Female              (3) | Val  Loss: 1.5261 | Val  Acc: 0.3649
 Site-East_Asian_Male           (6) | Val  Loss: 1.4367 | Val  Acc: 0.4146
 Site-East_Asian_Female         (1) | Val  Loss: 1.4542 | Val  Acc: 0.4876
 Site-East_Asian_Male           (6) | Val  Loss: 1.4891 | Val  Acc: 0.4157
 Site-Indian_Female             (5) | Val  Loss: 1.5920 | Val  Acc: 0.3524
 Site-Indian_Male               (2) | Val  Loss: 1.5332 | Val  Acc: 0.3613
 Site-Southeast_Asian_Female    (5) | Val  Loss: 1.6883 | Val  Acc: 0.3559
 Site-Middle_Eastern_Male       (0) | Val  Loss: 1.5336 | Val  Acc: 0.3667
Average Valid Accuracy: 0.3779
Aggregated Acc | Val Acc: 0.3794
============ Train epoch 34 ============
cnt=[2, 5, 3, 4, 3, 1, 1, 1, 1, 3, 1, 1, 1, 2, ]
power_decay: 0.9, powerI: 0.5125, powerC: 0.4875
min_w=0.00638, quan_i=1.54, quan_c=1.49
minimize weight of clients:[0, 1, 2, 3, 4, 5, 7, 8, 9, 14, 16, 17, 24, 26, 28, ]
 Site-White_Male               | Train Loss: 1.4006 | Train Acc: 0.3333
 Site-White_Female             | Train Loss: 1.4388 | Train Acc: 0.4444
 Site-White_Male               | Train Loss: 1.3863 | Train Acc: 0.5750
 Site-White_Female             | Train Loss: 1.3830 | Train Acc: 0.4138
 Site-White_Male               | Train Loss: 1.4440 | Train Acc: 0.4368
 Site-White_Female             | Train Loss: 1.4840 | Train Acc: 0.4409
 Site-White_Male               | Train Loss: 1.5190 | Train Acc: 0.3723
 Site-White_Female             | Train Loss: 1.4733 | Train Acc: 0.4130
 Site-White_Male               | Train Loss: 1.4863 | Train Acc: 0.4187
 Site-White_Female             | Train Loss: 1.4861 | Train Acc: 0.4118
 Site-Latino_Hispanic_Male     | Train Loss: 1.5244 | Train Acc: 0.3095
 Site-Latino_Hispanic_Female   | Train Loss: 1.4939 | Train Acc: 0.4426
 Site-Latino_Hispanic_Male     | Train Loss: 1.5511 | Train Acc: 0.3297
 Site-Latino_Hispanic_Female   | Train Loss: 1.4667 | Train Acc: 0.4254
 Site-Latino_Hispanic_Male     | Train Loss: 1.5400 | Train Acc: 0.4010
 Site-Latino_Hispanic_Female   | Train Loss: 1.4210 | Train Acc: 0.4172
 Site-Latino_Hispanic_Male     | Train Loss: 1.4625 | Train Acc: 0.4713
 Site-Black_Female             | Train Loss: 1.3648 | Train Acc: 0.4030
 Site-Black_Male               | Train Loss: 1.6821 | Train Acc: 0.4040
 Site-Black_Female             | Train Loss: 1.4972 | Train Acc: 0.4384
 Site-Black_Male               | Train Loss: 1.5015 | Train Acc: 0.4558
 Site-Black_Female             | Train Loss: 1.4401 | Train Acc: 0.4209
 Site-East_Asian_Male          | Train Loss: 1.4740 | Train Acc: 0.3710
 Site-East_Asian_Female        | Train Loss: 1.4584 | Train Acc: 0.4451
 Site-East_Asian_Male          | Train Loss: 1.4169 | Train Acc: 0.4478
 Site-Indian_Female            | Train Loss: 1.5666 | Train Acc: 0.3797
 Site-Indian_Male              | Train Loss: 1.4460 | Train Acc: 0.4353
 Site-Southeast_Asian_Female   | Train Loss: 1.4955 | Train Acc: 0.4586
 Site-Middle_Eastern_Male      | Train Loss: 1.4607 | Train Acc: 0.3978
 Site-White_Male                (5) | Val  Loss: 1.3555 | Val  Acc: 0.5000
 Site-White_Female              (10)| Val  Loss: 1.6640 | Val  Acc: 0.3333
 Site-White_Male                (1) | Val  Loss: 1.4875 | Val  Acc: 0.2692
 Site-White_Female              (12)| Val  Loss: 1.5474 | Val  Acc: 0.3846
 Site-White_Male                (1) | Val  Loss: 1.5302 | Val  Acc: 0.2931
 Site-White_Female              (4) | Val  Loss: 1.3975 | Val  Acc: 0.4588
 Site-White_Male                (1) | Val  Loss: 1.4844 | Val  Acc: 0.4000
 Site-White_Female              (4) | Val  Loss: 1.5897 | Val  Acc: 0.4185
 Site-White_Male                (1) | Val  Loss: 1.4761 | Val  Acc: 0.3727
 Site-White_Female              (4) | Val  Loss: 1.5069 | Val  Acc: 0.4286
 Site-Latino_Hispanic_Male      (6) | Val  Loss: 1.6175 | Val  Acc: 0.3571
 Site-Latino_Hispanic_Female    (2) | Val  Loss: 1.6566 | Val  Acc: 0.2927
 Site-Latino_Hispanic_Male      (3) | Val  Loss: 1.5673 | Val  Acc: 0.3167
 Site-Latino_Hispanic_Female    (2) | Val  Loss: 1.5739 | Val  Acc: 0.2809
 Site-Latino_Hispanic_Male      (3) | Val  Loss: 1.4733 | Val  Acc: 0.4198
 Site-Latino_Hispanic_Female    (2) | Val  Loss: 1.3670 | Val  Acc: 0.3990
