===2023-08-04 11:59:30===
===Setting===
    dataset: modern
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[28,37,47,61,79,103,133,172,222,287,24,37,55,83,124,50,100,69,
client_nums=[10,5,2,1,]
len_dataset=[1959,544,251,116,]
domain number = 4
============ Train epoch 0 ============
 Site-amazon                        | Train Loss: 3.3592 | Train Acc: 0.1786
 Best site-webcam                    | Epoch:6 | Val Acc: 0.8293
 Best site-dslr                      | Epoch:6 | Val Acc: 0.7576
 Best site-dslr                      | Epoch:6 | Val Acc: 0.8030
 Best site-synthetic                 | Epoch:6 | Val Acc: 0.3478
 Saving the local and server checkpoint to ../checkpoint/fed_modern_uneven_2.16_1/fedavg...
============ Train epoch 7 ============
 Site-amazon                        | Train Loss: 2.7085 | Train Acc: 0.7857
 Site-amazon                        | Train Loss: 2.6202 | Train Acc: 0.9730
 Site-amazon                        | Train Loss: 2.6641 | Train Acc: 0.8511
 Site-amazon                        | Train Loss: 2.6570 | Train Acc: 0.8525
 Site-amazon                        | Train Loss: 2.6711 | Train Acc: 0.8861
 Site-amazon                        | Train Loss: 2.6155 | Train Acc: 0.9417
 Site-amazon                        | Train Loss: 2.6496 | Train Acc: 0.8947
 Site-amazon                        | Train Loss: 2.6607 | Train Acc: 0.9128
 Site-amazon                        | Train Loss: 2.6498 | Train Acc: 0.8964
 Site-amazon                        | Train Loss: 2.6622 | Train Acc: 0.8780
 Site-webcam                        | Train Loss: 2.7158 | Train Acc: 0.8750
 Site-webcam                        | Train Loss: 2.7656 | Train Acc: 0.7838
 Site-webcam                        | Train Loss: 2.7190 | Train Acc: 0.8364
 Site-webcam                        | Train Loss: 2.7205 | Train Acc: 0.8313
 Site-webcam                        | Train Loss: 2.7567 | Train Acc: 0.7903
 Site-dslr                          | Train Loss: 2.8234 | Train Acc: 0.8400
 Site-dslr                          | Train Loss: 2.7362 | Train Acc: 0.8300
 Site-synthetic                     | Train Loss: 3.0044 | Train Acc: 0.4348
Average Train Accuracy: 0.8385
 Site-amazon                        | Val  Loss: 2.5725 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 2.5787 | Val  Acc: 0.8333
 Site-amazon                        | Val  Loss: 2.7033 | Val  Acc: 0.8065
 Site-amazon                        | Val  Loss: 2.7113 | Val  Acc: 0.9024
 Site-amazon                        | Val  Loss: 2.6535 | Val  Acc: 0.9245
 Site-amazon                        | Val  Loss: 2.6132 | Val  Acc: 0.9412
 Site-amazon                        | Val  Loss: 2.6318 | Val  Acc: 0.9318
 Site-amazon                        | Val  Loss: 2.6735 | Val  Acc: 0.8333
 Site-amazon                        | Val  Loss: 2.6450 | Val  Acc: 0.8649
 Site-amazon                        | Val  Loss: 2.6504 | Val  Acc: 0.9005
 Site-webcam                        | Val  Loss: 2.8129 | Val  Acc: 0.8125
 Site-webcam                        | Val  Loss: 2.7044 | Val  Acc: 0.9167
 Site-webcam                        | Val  Loss: 2.7578 | Val  Acc: 0.9189
 Site-webcam                        | Val  Loss: 2.7355 | Val  Acc: 0.8182
 Site-webcam                        | Val  Loss: 2.7242 | Val  Acc: 0.8659
 Site-dslr                          | Val  Loss: 2.7789 | Val  Acc: 0.7879
 Site-dslr                          | Val  Loss: 2.7238 | Val  Acc: 0.8636
 Site-synthetic                     | Val  Loss: 3.1450 | Val  Acc: 0.3261
Average Valid Accuracy: 0.8471
 Best site-amazon                    | Epoch:7 | Val Acc: 1.0000
 Best site-amazon                    | Epoch:7 | Val Acc: 0.8333
 Best site-amazon                    | Epoch:7 | Val Acc: 0.8065
 Best site-amazon                    | Epoch:7 | Val Acc: 0.9024
 Best site-amazon                    | Epoch:7 | Val Acc: 0.9245
 Best site-amazon                    | Epoch:7 | Val Acc: 0.9412
 Best site-amazon                    | Epoch:7 | Val Acc: 0.9318
 Best site-amazon                    | Epoch:7 | Val Acc: 0.8333
 Best site-amazon                    | Epoch:7 | Val Acc: 0.8649
 Best site-amazon                    | Epoch:7 | Val Acc: 0.9005
 Best site-webcam                    | Epoch:7 | Val Acc: 0.8125
 Best site-webcam                    | Epoch:7 | Val Acc: 0.9167
 Best site-webcam                    | Epoch:7 | Val Acc: 0.9189
 Best site-webcam                    | Epoch:7 | Val Acc: 0.8182
 Best site-webcam                    | Epoch:7 | Val Acc: 0.8659
 Best site-dslr                      | Epoch:7 | Val Acc: 0.7879
 Best site-dslr                      | Epoch:7 | Val Acc: 0.8636
 Best site-synthetic                 | Epoch:7 | Val Acc: 0.3261
 Saving the local and server checkpoint to ../checkpoint/fed_modern_uneven_2.16_1/fedavg...
============ Train epoch 8 ============
 Site-amazon                        | Train Loss: 2.5847 | Train Acc: 0.8929
 Site-amazon                        | Train Loss: 2.5375 | Train Acc: 0.9730
 Site-amazon                        | Train Loss: 2.5508 | Train Acc: 0.9362
 Site-amazon                        | Train Loss: 2.5775 | Train Acc: 0.8361
 Site-amazon                        | Train Loss: 2.6033 | Train Acc: 0.9241
 Site-amazon                        | Train Loss: 2.5167 | Train Acc: 0.9320
 Site-amazon                        | Train Loss: 2.5718 | Train Acc: 0.8496
 Site-amazon                        | Train Loss: 2.5635 | Train Acc: 0.9128
 Site-amazon                        | Train Loss: 2.5680 | Train Acc: 0.8829
 Site-amazon                        | Train Loss: 2.5628 | Train Acc: 0.8990
 Site-webcam                        | Train Loss: 2.6667 | Train Acc: 0.7917
 Site-webcam                        | Train Loss: 2.6842 | Train Acc: 0.7838
 Site-webcam                        | Train Loss: 2.6395 | Train Acc: 0.8545
 Site-webcam                        | Train Loss: 2.6851 | Train Acc: 0.8795
 Site-webcam                        | Train Loss: 2.6688 | Train Acc: 0.8468
 Site-dslr                          | Train Loss: 2.7416 | Train Acc: 0.8400
 Site-dslr                          | Train Loss: 2.6530 | Train Acc: 0.8400
 Site-synthetic                     | Train Loss: 3.0358 | Train Acc: 0.4348
Average Train Accuracy: 0.8505
 Site-amazon                        | Val  Loss: 2.4531 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 2.5238 | Val  Acc: 0.9167
 Site-amazon                        | Val  Loss: 2.5903 | Val  Acc: 0.8387
 Site-amazon                        | Val  Loss: 2.6483 | Val  Acc: 0.9024
 Site-amazon                        | Val  Loss: 2.5631 | Val  Acc: 0.9434
 Site-amazon                        | Val  Loss: 2.4787 | Val  Acc: 0.9118
 Site-amazon                        | Val  Loss: 2.5370 | Val  Acc: 0.9545
 Site-amazon                        | Val  Loss: 2.5680 | Val  Acc: 0.8333
 Site-amazon                        | Val  Loss: 2.5237 | Val  Acc: 0.9122
 Site-amazon                        | Val  Loss: 2.5573 | Val  Acc: 0.9110
 Site-webcam                        | Val  Loss: 2.7302 | Val  Acc: 0.7500
 Site-webcam                        | Val  Loss: 2.6558 | Val  Acc: 0.9167
 Site-webcam                        | Val  Loss: 2.7101 | Val  Acc: 0.7838
 Site-webcam                        | Val  Loss: 2.6573 | Val  Acc: 0.8000
 Site-webcam                        | Val  Loss: 2.6205 | Val  Acc: 0.8537
 Site-dslr                          | Val  Loss: 2.6519 | Val  Acc: 0.9394
 Site-dslr                          | Val  Loss: 2.6152 | Val  Acc: 0.8788
 Site-synthetic                     | Val  Loss: 3.1012 | Val  Acc: 0.3913
Average Valid Accuracy: 0.8576
 Best site-amazon                    | Epoch:8 | Val Acc: 1.0000
 Best site-amazon                    | Epoch:8 | Val Acc: 0.9167
 Best site-amazon                    | Epoch:8 | Val Acc: 0.8387
 Best site-amazon                    | Epoch:8 | Val Acc: 0.9024
 Best site-amazon                    | Epoch:8 | Val Acc: 0.9434
 Best site-amazon                    | Epoch:8 | Val Acc: 0.9118
 Best site-amazon                    | Epoch:8 | Val Acc: 0.9545
 Best site-amazon                    | Epoch:8 | Val Acc: 0.8333
 Best site-amazon                    | Epoch:8 | Val Acc: 0.9122
 Best site-amazon                    | Epoch:8 | Val Acc: 0.9110
 Best site-webcam                    | Epoch:8 | Val Acc: 0.7500
 Best site-webcam                    | Epoch:8 | Val Acc: 0.9167
 Best site-webcam                    | Epoch:8 | Val Acc: 0.7838
 Best site-webcam                    | Epoch:8 | Val Acc: 0.8000
 Best site-webcam                    | Epoch:8 | Val Acc: 0.8537
 Best site-dslr                      | Epoch:8 | Val Acc: 0.9394
 Best site-dslr                      | Epoch:8 | Val Acc: 0.8788
 Best site-synthetic                 | Epoch:8 | Val Acc: 0.3913
 Saving the local and server checkpoint to ../checkpoint/fed_modern_uneven_2.16_1/fedavg...
============ Train epoch 9 ============
 Site-amazon                        | Train Loss: 2.4965 | Train Acc: 0.8214
 Site-amazon                        | Train Loss: 2.4720 | Train Acc: 0.9189
 Site-amazon                        | Train Loss: 2.4146 | Train Acc: 0.9574
 Site-amazon                        | Train Loss: 2.4758 | Train Acc: 0.9016
 Site-amazon                        | Train Loss: 2.4997 | Train Acc: 0.8987
 Site-amazon                        | Train Loss: 2.4166 | Train Acc: 0.9515
 Site-amazon                        | Train Loss: 2.4739 | Train Acc: 0.8797
 Site-amazon                        | Train Loss: 2.4589 | Train Acc: 0.9186
 Site-amazon                        | Train Loss: 2.4501 | Train Acc: 0.9054
 Site-amazon                        | Train Loss: 2.4602 | Train Acc: 0.9268
 Site-webcam                        | Train Loss: 2.5661 | Train Acc: 0.8750
 Site-webcam                        | Train Loss: 2.5878 | Train Acc: 0.8108
 Site-webcam                        | Train Loss: 2.5402 | Train Acc: 0.9091
 Site-webcam                        | Train Loss: 2.5632 | Train Acc: 0.8554
 Site-webcam                        | Train Loss: 2.6024 | Train Acc: 0.8145
 Site-dslr                          | Train Loss: 2.6838 | Train Acc: 0.8200
 Site-dslr                          | Train Loss: 2.5717 | Train Acc: 0.8700
 Site-synthetic                     | Train Loss: 3.0301 | Train Acc: 0.4928
Average Train Accuracy: 0.8627
 Site-amazon                        | Val  Loss: 2.3458 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 2.3758 | Val  Acc: 0.8750
 Site-amazon                        | Val  Loss: 2.5032 | Val  Acc: 0.8065
 Site-amazon                        | Val  Loss: 2.5669 | Val  Acc: 0.8293
 Site-amazon                        | Val  Loss: 2.4855 | Val  Acc: 0.9245
 Site-amazon                        | Val  Loss: 2.4027 | Val  Acc: 0.9412
 Site-amazon                        | Val  Loss: 2.4355 | Val  Acc: 0.9318
 Site-amazon                        | Val  Loss: 2.4907 | Val  Acc: 0.8509
 Site-amazon                        | Val  Loss: 2.4310 | Val  Acc: 0.8986
 Site-amazon                        | Val  Loss: 2.4526 | Val  Acc: 0.9215
 Site-webcam                        | Val  Loss: 2.5574 | Val  Acc: 0.8750
 Site-webcam                        | Val  Loss: 2.5523 | Val  Acc: 0.8750
 Site-webcam                        | Val  Loss: 2.5783 | Val  Acc: 0.8649
 Site-webcam                        | Val  Loss: 2.6228 | Val  Acc: 0.8364
 Site-webcam                        | Val  Loss: 2.5572 | Val  Acc: 0.8659
 Site-dslr                          | Val  Loss: 2.5776 | Val  Acc: 0.8485
 Site-dslr                          | Val  Loss: 2.5667 | Val  Acc: 0.8030
 Site-synthetic                     | Val  Loss: 3.0550 | Val  Acc: 0.4348
Average Valid Accuracy: 0.8546
============ Train epoch 10 ============
 Site-amazon                        | Train Loss: 2.4638 | Train Acc: 0.8929
 Site-amazon                        | Train Loss: 2.3420 | Train Acc: 0.9730
 Site-amazon                        | Train Loss: 2.3232 | Train Acc: 0.9574
 Site-amazon                        | Train Loss: 2.3929 | Train Acc: 0.8361
 Site-amazon                        | Train Loss: 2.4036 | Train Acc: 0.9114
 Site-amazon                        | Train Loss: 2.3331 | Train Acc: 0.9417
 Site-amazon                        | Train Loss: 2.4205 | Train Acc: 0.9248
 Site-amazon                        | Train Loss: 2.3802 | Train Acc: 0.9070
 Site-amazon                        | Train Loss: 2.3802 | Train Acc: 0.9054
 Site-amazon                        | Train Loss: 2.3821 | Train Acc: 0.9024
 Site-webcam                        | Train Loss: 2.4932 | Train Acc: 0.9167
 Site-webcam                        | Train Loss: 2.5350 | Train Acc: 0.8108
 Site-webcam                        | Train Loss: 2.4735 | Train Acc: 0.8727
 Site-webcam                        | Train Loss: 2.4623 | Train Acc: 0.8554
 Site-webcam                        | Train Loss: 2.5254 | Train Acc: 0.8065
 Site-dslr                          | Train Loss: 2.6104 | Train Acc: 0.8600
 Site-dslr                          | Train Loss: 2.4936 | Train Acc: 0.8700
 Site-synthetic                     | Train Loss: 2.9351 | Train Acc: 0.4928
Average Train Accuracy: 0.8687
 Site-amazon                        | Val  Loss: 2.2727 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 2.3101 | Val  Acc: 0.8333
 Site-amazon                        | Val  Loss: 2.4283 | Val  Acc: 0.8065
 Site-amazon                        | Val  Loss: 2.5133 | Val  Acc: 0.8293
 Site-amazon                        | Val  Loss: 2.3833 | Val  Acc: 0.9245
 Site-amazon                        | Val  Loss: 2.2940 | Val  Acc: 0.9265
 Site-amazon                        | Val  Loss: 2.3465 | Val  Acc: 0.9432
 Site-amazon                        | Val  Loss: 2.4020 | Val  Acc: 0.8421
 Site-amazon                        | Val  Loss: 2.3372 | Val  Acc: 0.8919
 Site-amazon                        | Val  Loss: 2.3649 | Val  Acc: 0.9529
 Site-webcam                        | Val  Loss: 2.4864 | Val  Acc: 0.8750
 Site-webcam                        | Val  Loss: 2.5049 | Val  Acc: 0.8750
 Site-webcam                        | Val  Loss: 2.4504 | Val  Acc: 0.9189
 Site-webcam                        | Val  Loss: 2.5262 | Val  Acc: 0.8545
 Site-webcam                        | Val  Loss: 2.4764 | Val  Acc: 0.9024
 Site-dslr                          | Val  Loss: 2.4903 | Val  Acc: 0.8788
 Site-dslr                          | Val  Loss: 2.4691 | Val  Acc: 0.8788
 Site-synthetic                     | Val  Loss: 3.0137 | Val  Acc: 0.3696
Average Valid Accuracy: 0.8613
 Best site-amazon                    | Epoch:10 | Val Acc: 1.0000
 Best site-amazon                    | Epoch:10 | Val Acc: 0.8333
 Best site-amazon                    | Epoch:10 | Val Acc: 0.8065
 Best site-amazon                    | Epoch:10 | Val Acc: 0.8293
 Best site-amazon                    | Epoch:10 | Val Acc: 0.9245
 Best site-amazon                    | Epoch:10 | Val Acc: 0.9265
 Best site-amazon                    | Epoch:10 | Val Acc: 0.9432
 Best site-amazon                    | Epoch:10 | Val Acc: 0.8421
 Best site-amazon                    | Epoch:10 | Val Acc: 0.8919
 Best site-amazon                    | Epoch:10 | Val Acc: 0.9529
 Best site-webcam                    | Epoch:10 | Val Acc: 0.8750
 Best site-webcam                    | Epoch:10 | Val Acc: 0.8750
 Best site-webcam                    | Epoch:10 | Val Acc: 0.9189
 Best site-webcam                    | Epoch:10 | Val Acc: 0.8545
 Best site-webcam                    | Epoch:10 | Val Acc: 0.9024
 Best site-dslr                      | Epoch:10 | Val Acc: 0.8788
 Best site-dslr                      | Epoch:10 | Val Acc: 0.8788
 Best site-synthetic                 | Epoch:10 | Val Acc: 0.3696
 Saving the local and server checkpoint to ../checkpoint/fed_modern_uneven_2.16_1/fedavg...
============ Train epoch 11 ============
 Site-amazon                        | Train Loss: 2.3016 | Train Acc: 0.9286
 Site-amazon                        | Train Loss: 2.2512 | Train Acc: 0.9459
 Site-amazon                        | Train Loss: 2.2649 | Train Acc: 0.9149
 Site-amazon                        | Train Loss: 2.3008 | Train Acc: 0.8689
 Site-amazon                        | Train Loss: 2.2726 | Train Acc: 0.8987
 Site-amazon                        | Train Loss: 2.2451 | Train Acc: 0.9320
 Site-amazon                        | Train Loss: 2.2863 | Train Acc: 0.9023
 Site-amazon                        | Train Loss: 2.3059 | Train Acc: 0.8837
 Site-amazon                        | Train Loss: 2.2785 | Train Acc: 0.9054
 Site-amazon                        | Train Loss: 2.2960 | Train Acc: 0.9059
 Site-webcam                        | Train Loss: 2.3867 | Train Acc: 0.9167
 Site-webcam                        | Train Loss: 2.4854 | Train Acc: 0.8108
 Site-webcam                        | Train Loss: 2.3819 | Train Acc: 0.9091
 Site-webcam                        | Train Loss: 2.4416 | Train Acc: 0.8313
 Site-webcam                        | Train Loss: 2.4221 | Train Acc: 0.8790
 Site-dslr                          | Train Loss: 2.5314 | Train Acc: 0.9000
 Site-dslr                          | Train Loss: 2.4285 | Train Acc: 0.8800
 Site-synthetic                     | Train Loss: 2.9446 | Train Acc: 0.4058
Average Train Accuracy: 0.8677
 Site-amazon                        | Val  Loss: 2.1825 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 2.2006 | Val  Acc: 0.9167
 Site-amazon                        | Val  Loss: 2.3586 | Val  Acc: 0.8387
 Site-amazon                        | Val  Loss: 2.3996 | Val  Acc: 0.8537
 Site-amazon                        | Val  Loss: 2.3012 | Val  Acc: 0.9434
 Site-amazon                        | Val  Loss: 2.2103 | Val  Acc: 0.9706
 Site-amazon                        | Val  Loss: 2.2674 | Val  Acc: 0.9205
 Site-amazon                        | Val  Loss: 2.3036 | Val  Acc: 0.8772
 Site-amazon                        | Val  Loss: 2.2463 | Val  Acc: 0.8986
 Site-amazon                        | Val  Loss: 2.2645 | Val  Acc: 0.9319
 Site-webcam                        | Val  Loss: 2.4585 | Val  Acc: 0.7500
 Site-webcam                        | Val  Loss: 2.4485 | Val  Acc: 0.8333
 Site-webcam                        | Val  Loss: 2.3697 | Val  Acc: 0.8919
 Site-webcam                        | Val  Loss: 2.4178 | Val  Acc: 0.7818
 Site-webcam                        | Val  Loss: 2.4199 | Val  Acc: 0.8049
 Site-dslr                          | Val  Loss: 2.4072 | Val  Acc: 0.8788
 Site-dslr                          | Val  Loss: 2.3945 | Val  Acc: 0.8485
 Site-synthetic                     | Val  Loss: 2.9942 | Val  Acc: 0.3913
Average Valid Accuracy: 0.8518
============ Train epoch 12 ============
 Site-amazon                        | Train Loss: 2.2711 | Train Acc: 0.8929
 Site-amazon                        | Train Loss: 2.1046 | Train Acc: 1.0000
 Site-amazon                        | Train Loss: 2.1579 | Train Acc: 0.9362
 Site-amazon                        | Train Loss: 2.2162 | Train Acc: 0.9016
 Site-amazon                        | Train Loss: 2.1618 | Train Acc: 0.8987
 Site-amazon                        | Train Loss: 2.1313 | Train Acc: 0.9223
 Site-amazon                        | Train Loss: 2.1691 | Train Acc: 0.8797
 Site-amazon                        | Train Loss: 2.2036 | Train Acc: 0.9012
 Site-amazon                        | Train Loss: 2.2038 | Train Acc: 0.9279
 Site-amazon                        | Train Loss: 2.2035 | Train Acc: 0.9303
 Site-webcam                        | Train Loss: 2.3081 | Train Acc: 0.8750
 Site-webcam                        | Train Loss: 2.3713 | Train Acc: 0.8378
 Site-webcam                        | Train Loss: 2.3117 | Train Acc: 0.8909
 Site-webcam                        | Train Loss: 2.3027 | Train Acc: 0.8916
 Site-webcam                        | Train Loss: 2.3713 | Train Acc: 0.8710
 Site-dslr                          | Train Loss: 2.4634 | Train Acc: 0.8400
 Site-dslr                          | Train Loss: 2.3104 | Train Acc: 0.8700
 Site-synthetic                     | Train Loss: 2.8252 | Train Acc: 0.5072
Average Train Accuracy: 0.8764
 Site-amazon                        | Val  Loss: 2.0840 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 2.1020 | Val  Acc: 0.8750
 Site-amazon                        | Val  Loss: 2.2543 | Val  Acc: 0.7419
 Site-amazon                        | Val  Loss: 2.2996 | Val  Acc: 0.8780
 Site-amazon                        | Val  Loss: 2.1971 | Val  Acc: 0.9245
 Site-amazon                        | Val  Loss: 2.1010 | Val  Acc: 0.9853
 Site-amazon                        | Val  Loss: 2.1767 | Val  Acc: 0.9205
 Site-amazon                        | Val  Loss: 2.2054 | Val  Acc: 0.8421
 Site-amazon                        | Val  Loss: 2.1976 | Val  Acc: 0.8784
 Site-amazon                        | Val  Loss: 2.1808 | Val  Acc: 0.9476
 Site-webcam                        | Val  Loss: 2.3776 | Val  Acc: 0.7500
 Site-webcam                        | Val  Loss: 2.3402 | Val  Acc: 0.9167
 Site-webcam                        | Val  Loss: 2.3255 | Val  Acc: 0.9459
 Site-webcam                        | Val  Loss: 2.3560 | Val  Acc: 0.8727
 Site-webcam                        | Val  Loss: 2.2773 | Val  Acc: 0.8659
 Site-dslr                          | Val  Loss: 2.3615 | Val  Acc: 0.8788
 Site-dslr                          | Val  Loss: 2.2886 | Val  Acc: 0.8788
 Site-synthetic                     | Val  Loss: 2.8943 | Val  Acc: 0.4348
Average Valid Accuracy: 0.8632
 Best site-amazon                    | Epoch:12 | Val Acc: 1.0000
 Best site-amazon                    | Epoch:12 | Val Acc: 0.8750
 Best site-amazon                    | Epoch:12 | Val Acc: 0.7419
 Best site-amazon                    | Epoch:12 | Val Acc: 0.8780
 Best site-amazon                    | Epoch:12 | Val Acc: 0.9245
 Best site-amazon                    | Epoch:12 | Val Acc: 0.9853
 Best site-amazon                    | Epoch:12 | Val Acc: 0.9205
 Best site-amazon                    | Epoch:12 | Val Acc: 0.8421
 Best site-amazon                    | Epoch:12 | Val Acc: 0.8784
 Best site-amazon                    | Epoch:12 | Val Acc: 0.9476
 Best site-webcam                    | Epoch:12 | Val Acc: 0.7500
 Best site-webcam                    | Epoch:12 | Val Acc: 0.9167
 Best site-webcam                    | Epoch:12 | Val Acc: 0.9459
 Best site-webcam                    | Epoch:12 | Val Acc: 0.8727
 Best site-webcam                    | Epoch:12 | Val Acc: 0.8659
 Best site-dslr                      | Epoch:12 | Val Acc: 0.8788
 Best site-dslr                      | Epoch:12 | Val Acc: 0.8788
 Best site-synthetic                 | Epoch:12 | Val Acc: 0.4348
 Saving the local and server checkpoint to ../checkpoint/fed_modern_uneven_2.16_1/fedavg...
============ Train epoch 13 ============
 Site-amazon                        | Train Loss: 2.1469 | Train Acc: 0.9286
 Site-amazon                        | Train Loss: 2.0590 | Train Acc: 0.9730
 Site-amazon                        | Train Loss: 2.0478 | Train Acc: 0.9787
 Site-amazon                        | Train Loss: 2.1386 | Train Acc: 0.8852
 Site-amazon                        | Train Loss: 2.0923 | Train Acc: 0.9494
 Site-amazon                        | Train Loss: 2.0412 | Train Acc: 0.9320
 Site-amazon                        | Train Loss: 2.0381 | Train Acc: 0.9323
 Site-amazon                        | Train Loss: 2.1405 | Train Acc: 0.8895
 Site-amazon                        | Train Loss: 2.1109 | Train Acc: 0.9189
 Site-amazon                        | Train Loss: 2.1292 | Train Acc: 0.9303
 Site-webcam                        | Train Loss: 2.2581 | Train Acc: 0.9167
 Site-webcam                        | Train Loss: 2.3274 | Train Acc: 0.7568
 Site-webcam                        | Train Loss: 2.1877 | Train Acc: 0.8727
 Site-webcam                        | Train Loss: 2.2649 | Train Acc: 0.8675
 Site-webcam                        | Train Loss: 2.2946 | Train Acc: 0.8468
 Site-dslr                          | Train Loss: 2.4016 | Train Acc: 0.8600
 Site-dslr                          | Train Loss: 2.2665 | Train Acc: 0.8700
 Site-synthetic                     | Train Loss: 2.8919 | Train Acc: 0.4783
Average Train Accuracy: 0.8770
 Site-amazon                        | Val  Loss: 1.9884 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 2.0721 | Val  Acc: 0.8333
 Site-amazon                        | Val  Loss: 2.1544 | Val  Acc: 0.8065
 Site-amazon                        | Val  Loss: 2.2474 | Val  Acc: 0.8537
 Site-amazon                        | Val  Loss: 2.1296 | Val  Acc: 0.9245
 Site-amazon                        | Val  Loss: 1.9881 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 2.0920 | Val  Acc: 0.9659
 Site-amazon                        | Val  Loss: 2.1471 | Val  Acc: 0.8509
 Site-amazon                        | Val  Loss: 2.0947 | Val  Acc: 0.8919
 Site-amazon                        | Val  Loss: 2.1028 | Val  Acc: 0.9162
 Site-webcam                        | Val  Loss: 2.3090 | Val  Acc: 0.6250
 Site-webcam                        | Val  Loss: 2.2818 | Val  Acc: 0.8750
 Site-webcam                        | Val  Loss: 2.2040 | Val  Acc: 0.9459
 Site-webcam                        | Val  Loss: 2.2918 | Val  Acc: 0.8182
 Site-webcam                        | Val  Loss: 2.1898 | Val  Acc: 0.9146
 Site-dslr                          | Val  Loss: 2.2593 | Val  Acc: 0.8485
 Site-dslr                          | Val  Loss: 2.2437 | Val  Acc: 0.8636
 Site-synthetic                     | Val  Loss: 2.9168 | Val  Acc: 0.3478
Average Valid Accuracy: 0.8490
============ Train epoch 14 ============
 Site-amazon                        | Train Loss: 2.0733 | Train Acc: 0.9286
 Site-amazon                        | Train Loss: 2.0071 | Train Acc: 0.9189
 Site-amazon                        | Train Loss: 1.9761 | Train Acc: 0.9362
 Site-amazon                        | Train Loss: 2.0559 | Train Acc: 0.9016
 Site-amazon                        | Train Loss: 2.0984 | Train Acc: 0.8987
 Site-amazon                        | Train Loss: 1.9757 | Train Acc: 0.9417
 Site-amazon                        | Train Loss: 2.0613 | Train Acc: 0.8947
 Site-amazon                        | Train Loss: 2.0342 | Train Acc: 0.8953
 Site-amazon                        | Train Loss: 2.0396 | Train Acc: 0.9144
 Site-amazon                        | Train Loss: 2.0205 | Train Acc: 0.9164
 Site-webcam                        | Train Loss: 2.1740 | Train Acc: 0.9167
 Site-webcam                        | Train Loss: 2.2482 | Train Acc: 0.7838
 Site-webcam                        | Train Loss: 2.1541 | Train Acc: 0.9091
 Site-webcam                        | Train Loss: 2.1843 | Train Acc: 0.8434
 Site-webcam                        | Train Loss: 2.2188 | Train Acc: 0.8468
 Site-dslr                          | Train Loss: 2.3181 | Train Acc: 0.9000
 Site-dslr                          | Train Loss: 2.1999 | Train Acc: 0.8500
 Site-synthetic                     | Train Loss: 2.8258 | Train Acc: 0.4783
Average Train Accuracy: 0.8708
 Site-amazon                        | Val  Loss: 1.8919 | Val  Acc: 1.0000
 Site-amazon                        | Val  Loss: 1.9298 | Val  Acc: 0.9583
 Site-amazon                        | Val  Loss: 2.1279 | Val  Acc: 0.8065
 Site-amazon                        | Val  Loss: 2.1512 | Val  Acc: 0.9024
 Site-amazon                        | Val  Loss: 2.0126 | Val  Acc: 0.9245
 Site-amazon                        | Val  Loss: 1.9004 | Val  Acc: 0.9559
 Site-amazon                        | Val  Loss: 1.9799 | Val  Acc: 0.9659
 Site-amazon                        | Val  Loss: 2.0602 | Val  Acc: 0.8333
 Site-amazon                        | Val  Loss: 1.9733 | Val  Acc: 0.9122
 Site-amazon                        | Val  Loss: 2.0119 | Val  Acc: 0.9476
 Site-webcam                        | Val  Loss: 2.3042 | Val  Acc: 0.7500
 Site-webcam                        | Val  Loss: 2.1568 | Val  Acc: 0.8333
 Site-webcam                        | Val  Loss: 2.2457 | Val  Acc: 0.8378
 Site-webcam                        | Val  Loss: 2.1954 | Val  Acc: 0.8364
 Site-webcam                        | Val  Loss: 2.1491 | Val  Acc: 0.8537
 Site-dslr                          | Val  Loss: 2.1981 | Val  Acc: 0.9091
 Site-dslr                          | Val  Loss: 2.1396 | Val  Acc: 0.8788
 Site-synthetic                     | Val  Loss: 2.8606 | Val  Acc: 0.4348
Average Valid Accuracy: 0.8634
 Best site-amazon                    | Epoch:14 | Val Acc: 1.0000
 Best site-amazon                    | Epoch:14 | Val Acc: 0.9583
 Best site-amazon                    | Epoch:14 | Val Acc: 0.8065
 Best site-amazon                    | Epoch:14 | Val Acc: 0.9024
 Best site-amazon                    | Epoch:14 | Val Acc: 0.9245
 Best site-amazon                    | Epoch:14 | Val Acc: 0.9559
 Best site-amazon                    | Epoch:14 | Val Acc: 0.9659
 Best site-amazon                    | Epoch:14 | Val Acc: 0.8333
 Best site-amazon                    | Epoch:14 | Val Acc: 0.9122
 Best site-amazon                    | Epoch:14 | Val Acc: 0.9476
 Best site-webcam                    | Epoch:14 | Val Acc: 0.7500
 Best site-webcam                    | Epoch:14 | Val Acc: 0.8333
