===2023-08-06 12:40:52===
===Setting===
    dataset: officecaltechhome
    lr: 0.01
    batch: 64
    iters: 20
    wk_iters: 1
    si: False
    domain_num: 7
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[9,12,15,20,25,33,43,55,72,93,11,15,21,30,41,57,79,13,20,29,44,66,20,35,62,27,54,55,37,
client_nums=[10,7,5,3,2,1,1,]
len_dataset=[635,431,293,199,135,92,62,]
domain number = 7
============ Train epoch 0 ============
 Site-RealWorld                     | Train Loss: 2.1121 | Train Acc: 0.7778
 Site-amazon                        | Train Loss: 0.8539 | Train Acc: 0.8871
 Site-webcam                        | Train Loss: 0.8347 | Train Acc: 0.9630
 Site-webcam                        | Train Loss: 0.8024 | Train Acc: 0.9630
 Site-Art                           | Train Loss: 1.1756 | Train Acc: 0.8000
 Site-Clipart                       | Train Loss: 1.2516 | Train Acc: 0.7297
Average Train Accuracy: 0.9443
 Site-RealWorld                     | Val  Loss: 0.6005 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.5622 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.7411 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.9953 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 1.0229 | Val  Acc: 0.9412
 Site-RealWorld                     | Val  Loss: 0.8275 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.6982 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.6754 | Val  Acc: 0.9730
 Site-RealWorld                     | Val  Loss: 0.6752 | Val  Acc: 0.9792
 Site-RealWorld                     | Val  Loss: 0.8243 | Val  Acc: 0.9355
 Site-caltech                       | Val  Loss: 0.9569 | Val  Acc: 0.8571
 Site-caltech                       | Val  Loss: 0.8131 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.7997 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.7962 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.7080 | Val  Acc: 0.9630
 Site-caltech                       | Val  Loss: 0.7142 | Val  Acc: 0.9474
 Site-caltech                       | Val  Loss: 0.9066 | Val  Acc: 0.9245
 Site-Product                       | Val  Loss: 0.5660 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.5697 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.5817 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.6649 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.7348 | Val  Acc: 0.9773
 Site-amazon                        | Val  Loss: 0.7931 | Val  Acc: 0.8462
 Site-amazon                        | Val  Loss: 1.0367 | Val  Acc: 0.7826
 Site-amazon                        | Val  Loss: 0.9483 | Val  Acc: 0.8537
 Site-webcam                        | Val  Loss: 0.8413 | Val  Acc: 0.9444
 Site-webcam                        | Val  Loss: 0.8080 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 1.2168 | Val  Acc: 0.9444
 Site-Clipart                       | Val  Loss: 1.2364 | Val  Acc: 0.7500
Average Valid Accuracy: 0.9478
============ Train epoch 5 ============
 Site-RealWorld                     | Train Loss: 0.7588 | Train Acc: 0.8889
 Site-RealWorld                     | Train Loss: 0.7039 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.4965 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.6331 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.6444 | Train Acc: 0.9200
 Site-RealWorld                     | Train Loss: 0.6170 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.5361 | Train Acc: 0.9767
 Site-RealWorld                     | Train Loss: 0.5664 | Train Acc: 0.9636
 Site-RealWorld                     | Train Loss: 0.6280 | Train Acc: 0.9583
 Site-RealWorld                     | Train Loss: 0.4914 | Train Acc: 0.9892
 Site-caltech                       | Train Loss: 0.7069 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.7953 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.5392 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.7687 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.6322 | Train Acc: 0.9512
 Site-caltech                       | Train Loss: 0.5984 | Train Acc: 0.9825
 Site-caltech                       | Train Loss: 0.6533 | Train Acc: 0.9620
 Site-Product                       | Train Loss: 0.5727 | Train Acc: 0.9231
 Site-Product                       | Train Loss: 0.5283 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.7184 | Train Acc: 0.9310
 Site-Product                       | Train Loss: 0.6121 | Train Acc: 0.9545
 Site-Product                       | Train Loss: 0.4097 | Train Acc: 0.9545
 Site-amazon                        | Train Loss: 0.5563 | Train Acc: 0.9500
 Site-amazon                        | Train Loss: 0.7508 | Train Acc: 0.8857
 Site-amazon                        | Train Loss: 0.6522 | Train Acc: 0.9194
 Site-webcam                        | Train Loss: 0.6136 | Train Acc: 0.9630
 Site-webcam                        | Train Loss: 0.5755 | Train Acc: 0.9815
 Site-Art                           | Train Loss: 0.9829 | Train Acc: 0.9091
 Site-Clipart                       | Train Loss: 1.0598 | Train Acc: 0.7838
Average Train Accuracy: 0.9522
 Site-RealWorld                     | Val  Loss: 0.3875 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2932 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.5273 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.7669 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.7523 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.6443 | Val  Acc: 0.9545
 Site-RealWorld                     | Val  Loss: 0.5034 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.5492 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.5442 | Val  Acc: 0.9792
 Site-RealWorld                     | Val  Loss: 0.6470 | Val  Acc: 0.9677
 Site-caltech                       | Val  Loss: 0.7448 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.6433 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.6053 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.6300 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.5670 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.5507 | Val  Acc: 0.9737
 Site-caltech                       | Val  Loss: 0.6703 | Val  Acc: 0.9623
 Site-Product                       | Val  Loss: 0.5209 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.4063 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.3864 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.5418 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.5994 | Val  Acc: 0.9545
 Site-amazon                        | Val  Loss: 0.6586 | Val  Acc: 0.8462
 Site-amazon                        | Val  Loss: 0.8566 | Val  Acc: 0.8696
 Site-amazon                        | Val  Loss: 0.8010 | Val  Acc: 0.8293
 Site-webcam                        | Val  Loss: 0.6539 | Val  Acc: 0.8889
 Site-webcam                        | Val  Loss: 0.6678 | Val  Acc: 0.9167
 Site-Art                           | Val  Loss: 1.1006 | Val  Acc: 0.9167
 Site-Clipart                       | Val  Loss: 0.9458 | Val  Acc: 0.7917
Average Valid Accuracy: 0.9577
 Best site-RealWorld                 | Epoch:5 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:5 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:5 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:5 | Val Acc: 0.9231
 Best site-RealWorld                 | Epoch:5 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:5 | Val Acc: 0.9545
 Best site-RealWorld                 | Epoch:5 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:5 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:5 | Val Acc: 0.9792
 Best site-RealWorld                 | Epoch:5 | Val Acc: 0.9677
 Best site-caltech                   | Epoch:5 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:5 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:5 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:5 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:5 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:5 | Val Acc: 0.9737
 Best site-caltech                   | Epoch:5 | Val Acc: 0.9623
 Best site-Product                   | Epoch:5 | Val Acc: 1.0000
 Best site-Product                   | Epoch:5 | Val Acc: 1.0000
 Best site-Product                   | Epoch:5 | Val Acc: 1.0000
 Best site-Product                   | Epoch:5 | Val Acc: 1.0000
 Best site-Product                   | Epoch:5 | Val Acc: 0.9545
 Best site-amazon                    | Epoch:5 | Val Acc: 0.8462
 Best site-amazon                    | Epoch:5 | Val Acc: 0.8696
 Best site-amazon                    | Epoch:5 | Val Acc: 0.8293
 Best site-webcam                    | Epoch:5 | Val Acc: 0.8889
 Best site-webcam                    | Epoch:5 | Val Acc: 0.9167
 Best site-Art                       | Epoch:5 | Val Acc: 0.9167
 Best site-Clipart                   | Epoch:5 | Val Acc: 0.7917
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.47_1/fedsam...
============ Train epoch 6 ============
 Site-RealWorld                     | Train Loss: 0.6805 | Train Acc: 0.8889
 Site-RealWorld                     | Train Loss: 0.5763 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.3798 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.4078 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.4753 | Train Acc: 0.9200
 Site-RealWorld                     | Train Loss: 0.5121 | Train Acc: 0.9697
 Site-RealWorld                     | Train Loss: 0.4092 | Train Acc: 0.9767
 Site-RealWorld                     | Train Loss: 0.4108 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.4324 | Train Acc: 0.9722
 Site-RealWorld                     | Train Loss: 0.3909 | Train Acc: 0.9892
 Site-caltech                       | Train Loss: 0.5149 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.6614 | Train Acc: 0.8667
 Site-caltech                       | Train Loss: 0.3795 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.6118 | Train Acc: 0.9667
 Site-caltech                       | Train Loss: 0.5393 | Train Acc: 0.9512
 Site-caltech                       | Train Loss: 0.4736 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.5559 | Train Acc: 0.9620
 Site-Product                       | Train Loss: 0.4234 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.4164 | Train Acc: 0.9500
 Site-Product                       | Train Loss: 0.5999 | Train Acc: 0.9655
 Site-Product                       | Train Loss: 0.4694 | Train Acc: 0.9545
 Site-Product                       | Train Loss: 0.2893 | Train Acc: 0.9697
 Site-amazon                        | Train Loss: 0.4958 | Train Acc: 1.0000
 Site-amazon                        | Train Loss: 0.6867 | Train Acc: 0.8286
 Site-amazon                        | Train Loss: 0.5946 | Train Acc: 0.8871
 Site-webcam                        | Train Loss: 0.5507 | Train Acc: 0.9259
 Site-webcam                        | Train Loss: 0.4150 | Train Acc: 0.9815
 Site-Art                           | Train Loss: 0.8470 | Train Acc: 0.8727
 Site-Clipart                       | Train Loss: 0.9599 | Train Acc: 0.8108
Average Train Accuracy: 0.9521
 Site-RealWorld                     | Val  Loss: 0.2516 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2332 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.4638 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.7019 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.6885 | Val  Acc: 0.9412
 Site-RealWorld                     | Val  Loss: 0.5132 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.4155 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.4116 | Val  Acc: 0.9730
 Site-RealWorld                     | Val  Loss: 0.4617 | Val  Acc: 0.9792
 Site-RealWorld                     | Val  Loss: 0.5289 | Val  Acc: 0.9677
 Site-caltech                       | Val  Loss: 0.6270 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.4919 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.5379 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.5179 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.3721 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.4563 | Val  Acc: 0.9474
 Site-caltech                       | Val  Loss: 0.5532 | Val  Acc: 0.9623
 Site-Product                       | Val  Loss: 0.2880 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.2632 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.3301 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.3936 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.4806 | Val  Acc: 0.9545
 Site-amazon                        | Val  Loss: 0.6282 | Val  Acc: 0.8462
 Site-amazon                        | Val  Loss: 0.7503 | Val  Acc: 0.8261
 Site-amazon                        | Val  Loss: 0.6753 | Val  Acc: 0.8293
 Site-webcam                        | Val  Loss: 0.6054 | Val  Acc: 0.8889
 Site-webcam                        | Val  Loss: 0.5304 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.9953 | Val  Acc: 0.8889
 Site-Clipart                       | Val  Loss: 0.8835 | Val  Acc: 0.7500
Average Valid Accuracy: 0.9525
============ Train epoch 7 ============
 Site-RealWorld                     | Train Loss: 0.6840 | Train Acc: 0.7778
 Site-RealWorld                     | Train Loss: 0.5159 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.2107 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.4286 | Train Acc: 0.9500
 Site-RealWorld                     | Train Loss: 0.4068 | Train Acc: 0.9600
 Site-RealWorld                     | Train Loss: 0.4027 | Train Acc: 0.9697
 Site-RealWorld                     | Train Loss: 0.3455 | Train Acc: 0.9767
 Site-RealWorld                     | Train Loss: 0.3473 | Train Acc: 0.9818
 Site-RealWorld                     | Train Loss: 0.4791 | Train Acc: 0.9583
 Site-RealWorld                     | Train Loss: 0.3217 | Train Acc: 0.9785
 Site-caltech                       | Train Loss: 0.5093 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.6160 | Train Acc: 0.8667
 Site-caltech                       | Train Loss: 0.3736 | Train Acc: 0.9524
 Site-caltech                       | Train Loss: 0.5855 | Train Acc: 0.9667
 Site-caltech                       | Train Loss: 0.4471 | Train Acc: 0.9756
 Site-caltech                       | Train Loss: 0.3647 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.4754 | Train Acc: 0.9747
 Site-Product                       | Train Loss: 0.3819 | Train Acc: 0.9231
 Site-Product                       | Train Loss: 0.3289 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.5135 | Train Acc: 0.9310
 Site-Product                       | Train Loss: 0.3640 | Train Acc: 0.9773
 Site-Product                       | Train Loss: 0.6639 | Train Acc: 0.9697
 Site-amazon                        | Train Loss: 0.4397 | Train Acc: 0.9500
 Site-amazon                        | Train Loss: 0.5836 | Train Acc: 0.8857
 Site-amazon                        | Train Loss: 0.4991 | Train Acc: 0.9032
 Site-webcam                        | Train Loss: 0.4698 | Train Acc: 0.9259
 Site-webcam                        | Train Loss: 0.3386 | Train Acc: 0.9815
 Site-Art                           | Train Loss: 0.7623 | Train Acc: 0.9273
 Site-Clipart                       | Train Loss: 0.8289 | Train Acc: 0.8108
Average Train Accuracy: 0.9474
 Site-RealWorld                     | Val  Loss: 0.2382 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1357 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3972 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.4880 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.5306 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.4354 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3060 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3033 | Val  Acc: 0.9730
 Site-RealWorld                     | Val  Loss: 0.3456 | Val  Acc: 0.9792
 Site-RealWorld                     | Val  Loss: 0.4384 | Val  Acc: 0.9839
 Site-caltech                       | Val  Loss: 0.5669 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.4329 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.3753 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.4359 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.3296 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.3458 | Val  Acc: 0.9474
 Site-caltech                       | Val  Loss: 0.5075 | Val  Acc: 0.9434
 Site-Product                       | Val  Loss: 0.2707 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.2518 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.2352 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.3113 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.4413 | Val  Acc: 0.9773
 Site-amazon                        | Val  Loss: 0.5572 | Val  Acc: 0.8462
 Site-amazon                        | Val  Loss: 0.6863 | Val  Acc: 0.8261
 Site-amazon                        | Val  Loss: 0.6393 | Val  Acc: 0.8293
 Site-webcam                        | Val  Loss: 0.4226 | Val  Acc: 1.0000
 Site-webcam                        | Val  Loss: 0.3698 | Val  Acc: 0.9722
 Site-Art                           | Val  Loss: 0.8502 | Val  Acc: 0.8611
 Site-Clipart                       | Val  Loss: 0.9035 | Val  Acc: 0.7500
Average Valid Accuracy: 0.9590
 Best site-RealWorld                 | Epoch:7 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:7 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:7 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:7 | Val Acc: 0.9231
 Best site-RealWorld                 | Epoch:7 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:7 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:7 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:7 | Val Acc: 0.9730
 Best site-RealWorld                 | Epoch:7 | Val Acc: 0.9792
 Best site-RealWorld                 | Epoch:7 | Val Acc: 0.9839
 Best site-caltech                   | Epoch:7 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:7 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:7 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:7 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:7 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:7 | Val Acc: 0.9474
 Best site-caltech                   | Epoch:7 | Val Acc: 0.9434
 Best site-Product                   | Epoch:7 | Val Acc: 1.0000
 Best site-Product                   | Epoch:7 | Val Acc: 1.0000
 Best site-Product                   | Epoch:7 | Val Acc: 1.0000
 Best site-Product                   | Epoch:7 | Val Acc: 1.0000
 Best site-Product                   | Epoch:7 | Val Acc: 0.9773
 Best site-amazon                    | Epoch:7 | Val Acc: 0.8462
 Best site-amazon                    | Epoch:7 | Val Acc: 0.8261
 Best site-amazon                    | Epoch:7 | Val Acc: 0.8293
 Best site-webcam                    | Epoch:7 | Val Acc: 1.0000
 Best site-webcam                    | Epoch:7 | Val Acc: 0.9722
 Best site-Art                       | Epoch:7 | Val Acc: 0.8611
 Best site-Clipart                   | Epoch:7 | Val Acc: 0.7500
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.47_1/fedsam...
============ Train epoch 8 ============
 Site-RealWorld                     | Train Loss: 0.4657 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.4533 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1480 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.3553 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.3650 | Train Acc: 0.9600
 Site-RealWorld                     | Train Loss: 0.2994 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.2813 | Train Acc: 0.9767
 Site-RealWorld                     | Train Loss: 0.3401 | Train Acc: 0.9636
 Site-RealWorld                     | Train Loss: 0.3627 | Train Acc: 0.9583
 Site-RealWorld                     | Train Loss: 0.2459 | Train Acc: 0.9892
 Site-caltech                       | Train Loss: 0.3390 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.4935 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.2488 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.4609 | Train Acc: 0.9667
 Site-caltech                       | Train Loss: 0.3489 | Train Acc: 0.9756
 Site-caltech                       | Train Loss: 0.2956 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.3873 | Train Acc: 0.9620
 Site-Product                       | Train Loss: 0.3110 | Train Acc: 0.9231
 Site-Product                       | Train Loss: 0.2683 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.3599 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.3357 | Train Acc: 0.9773
 Site-Product                       | Train Loss: 0.2748 | Train Acc: 1.0000
 Site-amazon                        | Train Loss: 0.4189 | Train Acc: 0.9500
 Site-amazon                        | Train Loss: 0.5303 | Train Acc: 0.8857
 Site-amazon                        | Train Loss: 0.4910 | Train Acc: 0.9194
 Site-webcam                        | Train Loss: 0.3648 | Train Acc: 0.9630
 Site-webcam                        | Train Loss: 0.2476 | Train Acc: 0.9815
 Site-Art                           | Train Loss: 0.7233 | Train Acc: 0.9091
 Site-Clipart                       | Train Loss: 0.9592 | Train Acc: 0.7838
Average Train Accuracy: 0.9648
 Site-RealWorld                     | Val  Loss: 0.1923 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.0868 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3391 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.4536 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.5071 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3168 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2972 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2493 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2791 | Val  Acc: 0.9792
 Site-RealWorld                     | Val  Loss: 0.3489 | Val  Acc: 0.9839
 Site-caltech                       | Val  Loss: 0.2967 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2933 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.3379 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.3459 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2296 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2640 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.4489 | Val  Acc: 0.9623
 Site-Product                       | Val  Loss: 0.1919 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1742 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.2252 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.2569 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.3127 | Val  Acc: 0.9773
 Site-amazon                        | Val  Loss: 0.5144 | Val  Acc: 0.9231
 Site-amazon                        | Val  Loss: 0.6918 | Val  Acc: 0.7826
 Site-amazon                        | Val  Loss: 0.5015 | Val  Acc: 0.9268
 Site-webcam                        | Val  Loss: 0.3917 | Val  Acc: 0.8889
 Site-webcam                        | Val  Loss: 0.3122 | Val  Acc: 0.9722
 Site-Art                           | Val  Loss: 0.7623 | Val  Acc: 0.9167
 Site-Clipart                       | Val  Loss: 0.7991 | Val  Acc: 0.7917
Average Valid Accuracy: 0.9665
 Best site-RealWorld                 | Epoch:8 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:8 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:8 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.9231
 Best site-RealWorld                 | Epoch:8 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:8 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:8 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:8 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.9792
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.9839
 Best site-caltech                   | Epoch:8 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:8 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:8 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:8 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:8 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:8 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:8 | Val Acc: 0.9623
 Best site-Product                   | Epoch:8 | Val Acc: 1.0000
 Best site-Product                   | Epoch:8 | Val Acc: 1.0000
 Best site-Product                   | Epoch:8 | Val Acc: 1.0000
 Best site-Product                   | Epoch:8 | Val Acc: 1.0000
 Best site-Product                   | Epoch:8 | Val Acc: 0.9773
 Best site-amazon                    | Epoch:8 | Val Acc: 0.9231
 Best site-amazon                    | Epoch:8 | Val Acc: 0.7826
 Best site-amazon                    | Epoch:8 | Val Acc: 0.9268
 Best site-webcam                    | Epoch:8 | Val Acc: 0.8889
 Best site-webcam                    | Epoch:8 | Val Acc: 0.9722
 Best site-Art                       | Epoch:8 | Val Acc: 0.9167
 Best site-Clipart                   | Epoch:8 | Val Acc: 0.7917
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.47_1/fedsam...
============ Train epoch 9 ============
 Site-RealWorld                     | Train Loss: 0.3799 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.4551 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1777 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.3255 | Train Acc: 0.9500
 Site-RealWorld                     | Train Loss: 0.2576 | Train Acc: 0.9600
 Site-RealWorld                     | Train Loss: 0.2606 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.2327 | Train Acc: 0.9767
 Site-RealWorld                     | Train Loss: 0.2454 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.3241 | Train Acc: 0.9583
 Site-RealWorld                     | Train Loss: 0.2027 | Train Acc: 0.9892
 Site-caltech                       | Train Loss: 0.2487 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.4878 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.1958 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.4390 | Train Acc: 0.9000
 Site-caltech                       | Train Loss: 0.2765 | Train Acc: 0.9756
 Site-caltech                       | Train Loss: 0.2432 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.2559 | Train Acc: 0.9747
 Site-Product                       | Train Loss: 0.2902 | Train Acc: 0.9231
 Site-Product                       | Train Loss: 0.1676 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.3042 | Train Acc: 0.9310
 Site-Product                       | Train Loss: 0.2885 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.1356 | Train Acc: 0.9848
 Site-amazon                        | Train Loss: 0.2664 | Train Acc: 0.9500
