===2023-08-06 10:31:55===
===Setting===
    dataset: officecaltechhome
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 7
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[14,18,24,31,40,51,67,86,111,144,17,24,33,46,64,89,124,20,31,46,69,104,32,56,97,42,84,85,58,
client_nums=[10,7,5,3,2,1,1,]
len_dataset=[986,670,456,310,211,143,97,]
domain number = 7
============ Train epoch 0 ============
 Site-RealWorld                     | Train Loss: 2.9414 | Train Acc: 0.1429
 Best site-Product                   | Epoch:7 | Val Acc: 0.8049
 Best site-amazon                    | Epoch:7 | Val Acc: 0.6923
 Best site-amazon                    | Epoch:7 | Val Acc: 0.6500
 Best site-amazon                    | Epoch:7 | Val Acc: 0.7742
 Best site-amazon                    | Epoch:7 | Val Acc: 0.8043
 Best site-amazon                    | Epoch:7 | Val Acc: 0.7246
 Best site-webcam                    | Epoch:7 | Val Acc: 0.7143
 Best site-webcam                    | Epoch:7 | Val Acc: 0.7568
 Best site-webcam                    | Epoch:7 | Val Acc: 0.8438
 Best site-Art                       | Epoch:7 | Val Acc: 0.6071
 Best site-Art                       | Epoch:7 | Val Acc: 0.6071
 Best site-Clipart                   | Epoch:7 | Val Acc: 0.5789
 Best site-dslr                      | Epoch:7 | Val Acc: 0.8947
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.47_1/fedavg...
============ Train epoch 8 ============
 Site-RealWorld                     | Train Loss: 2.5209 | Train Acc: 0.7857
 Site-RealWorld                     | Train Loss: 2.5107 | Train Acc: 0.9444
 Site-RealWorld                     | Train Loss: 2.5871 | Train Acc: 0.7500
 Site-RealWorld                     | Train Loss: 2.5849 | Train Acc: 0.8065
 Site-RealWorld                     | Train Loss: 2.5226 | Train Acc: 0.8750
 Site-RealWorld                     | Train Loss: 2.5554 | Train Acc: 0.7647
 Site-RealWorld                     | Train Loss: 2.5697 | Train Acc: 0.7910
 Site-RealWorld                     | Train Loss: 2.5174 | Train Acc: 0.8721
 Site-RealWorld                     | Train Loss: 2.5430 | Train Acc: 0.8288
 Site-RealWorld                     | Train Loss: 2.4798 | Train Acc: 0.9167
 Site-Product                       | Train Loss: 2.4853 | Train Acc: 0.9412
 Site-Product                       | Train Loss: 2.5411 | Train Acc: 0.8333
 Site-Product                       | Train Loss: 2.5488 | Train Acc: 0.6970
 Site-Product                       | Train Loss: 2.5221 | Train Acc: 0.8261
 Site-Product                       | Train Loss: 2.5099 | Train Acc: 0.8438
 Site-Product                       | Train Loss: 2.5336 | Train Acc: 0.8090
 Site-Product                       | Train Loss: 2.5244 | Train Acc: 0.7903
 Site-amazon                        | Train Loss: 2.5423 | Train Acc: 0.7500
 Site-amazon                        | Train Loss: 2.5140 | Train Acc: 0.8065
 Site-amazon                        | Train Loss: 2.5372 | Train Acc: 0.7391
 Site-amazon                        | Train Loss: 2.4526 | Train Acc: 0.8696
 Site-amazon                        | Train Loss: 2.5671 | Train Acc: 0.7212
 Site-webcam                        | Train Loss: 2.5518 | Train Acc: 0.7188
 Site-webcam                        | Train Loss: 2.5343 | Train Acc: 0.8750
 Site-webcam                        | Train Loss: 2.5621 | Train Acc: 0.7938
 Site-Art                           | Train Loss: 2.6714 | Train Acc: 0.6429
 Site-Art                           | Train Loss: 2.6145 | Train Acc: 0.6429
 Site-Clipart                       | Train Loss: 2.6695 | Train Acc: 0.6235
 Site-dslr                          | Train Loss: 2.4960 | Train Acc: 0.8793
Average Train Accuracy: 0.7979
 Site-RealWorld                     | Val  Loss: 2.4745 | Val  Acc: 0.8889
 Site-RealWorld                     | Val  Loss: 2.5043 | Val  Acc: 0.9167
 Site-RealWorld                     | Val  Loss: 2.5158 | Val  Acc: 0.8750
 Site-RealWorld                     | Val  Loss: 2.5715 | Val  Acc: 0.8500
 Site-RealWorld                     | Val  Loss: 2.6035 | Val  Acc: 0.8077
 Site-RealWorld                     | Val  Loss: 2.5027 | Val  Acc: 0.8529
 Site-RealWorld                     | Val  Loss: 2.5086 | Val  Acc: 0.8864
 Site-RealWorld                     | Val  Loss: 2.5391 | Val  Acc: 0.8070
 Site-RealWorld                     | Val  Loss: 2.5906 | Val  Acc: 0.7162
 Site-RealWorld                     | Val  Loss: 2.5460 | Val  Acc: 0.7708
 Site-Product                       | Val  Loss: 2.4753 | Val  Acc: 0.7273
 Site-Product                       | Val  Loss: 2.4705 | Val  Acc: 0.7500
 Site-Product                       | Val  Loss: 2.4835 | Val  Acc: 0.7273
 Site-Product                       | Val  Loss: 2.5016 | Val  Acc: 0.8065
 Site-Product                       | Val  Loss: 2.5638 | Val  Acc: 0.6977
 Site-Product                       | Val  Loss: 2.5144 | Val  Acc: 0.8305
 Site-Product                       | Val  Loss: 2.5070 | Val  Acc: 0.8415
 Site-amazon                        | Val  Loss: 2.5523 | Val  Acc: 0.7692
 Site-amazon                        | Val  Loss: 2.5648 | Val  Acc: 0.7500
 Site-amazon                        | Val  Loss: 2.5275 | Val  Acc: 0.6774
 Site-amazon                        | Val  Loss: 2.5010 | Val  Acc: 0.8478
 Site-amazon                        | Val  Loss: 2.5255 | Val  Acc: 0.8406
 Site-webcam                        | Val  Loss: 2.5418 | Val  Acc: 0.7619
 Site-webcam                        | Val  Loss: 2.5519 | Val  Acc: 0.7838
 Site-webcam                        | Val  Loss: 2.5418 | Val  Acc: 0.7969
 Site-Art                           | Val  Loss: 2.6250 | Val  Acc: 0.5714
 Site-Art                           | Val  Loss: 2.6342 | Val  Acc: 0.6071
 Site-Clipart                       | Val  Loss: 2.6320 | Val  Acc: 0.6140
 Site-dslr                          | Val  Loss: 2.4827 | Val  Acc: 0.8947
Average Valid Accuracy: 0.7816
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.8889
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.9167
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.8750
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.8500
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.8077
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.8529
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.8864
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.8070
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.7162
 Best site-RealWorld                 | Epoch:8 | Val Acc: 0.7708
 Best site-Product                   | Epoch:8 | Val Acc: 0.7273
 Best site-Product                   | Epoch:8 | Val Acc: 0.7500
 Best site-Product                   | Epoch:8 | Val Acc: 0.7273
 Best site-Product                   | Epoch:8 | Val Acc: 0.8065
 Best site-Product                   | Epoch:8 | Val Acc: 0.6977
 Best site-Product                   | Epoch:8 | Val Acc: 0.8305
 Best site-Product                   | Epoch:8 | Val Acc: 0.8415
 Best site-amazon                    | Epoch:8 | Val Acc: 0.7692
 Best site-amazon                    | Epoch:8 | Val Acc: 0.7500
 Best site-amazon                    | Epoch:8 | Val Acc: 0.6774
 Best site-amazon                    | Epoch:8 | Val Acc: 0.8478
 Best site-amazon                    | Epoch:8 | Val Acc: 0.8406
 Best site-webcam                    | Epoch:8 | Val Acc: 0.7619
 Best site-webcam                    | Epoch:8 | Val Acc: 0.7838
 Best site-webcam                    | Epoch:8 | Val Acc: 0.7969
 Best site-Art                       | Epoch:8 | Val Acc: 0.5714
 Best site-Art                       | Epoch:8 | Val Acc: 0.6071
 Best site-Clipart                   | Epoch:8 | Val Acc: 0.6140
 Best site-dslr                      | Epoch:8 | Val Acc: 0.8947
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.47_1/fedavg...
============ Train epoch 9 ============
 Site-RealWorld                     | Train Loss: 2.4505 | Train Acc: 0.9286
 Site-RealWorld                     | Train Loss: 2.5173 | Train Acc: 0.6111
 Site-RealWorld                     | Train Loss: 2.5206 | Train Acc: 0.8333
 Site-RealWorld                     | Train Loss: 2.5308 | Train Acc: 0.8065
 Site-RealWorld                     | Train Loss: 2.4852 | Train Acc: 0.8500
 Site-RealWorld                     | Train Loss: 2.5083 | Train Acc: 0.8824
 Site-RealWorld                     | Train Loss: 2.5104 | Train Acc: 0.8209
 Site-RealWorld                     | Train Loss: 2.4615 | Train Acc: 0.8605
 Site-RealWorld                     | Train Loss: 2.4843 | Train Acc: 0.8559
 Site-RealWorld                     | Train Loss: 2.4300 | Train Acc: 0.9097
 Site-Product                       | Train Loss: 2.4282 | Train Acc: 0.9412
 Site-Product                       | Train Loss: 2.5280 | Train Acc: 0.7917
 Site-Product                       | Train Loss: 2.5219 | Train Acc: 0.6970
 Site-Product                       | Train Loss: 2.4775 | Train Acc: 0.8261
 Site-Product                       | Train Loss: 2.4559 | Train Acc: 0.8438
 Site-Product                       | Train Loss: 2.4741 | Train Acc: 0.7753
 Site-Product                       | Train Loss: 2.4823 | Train Acc: 0.8468
 Site-amazon                        | Train Loss: 2.4909 | Train Acc: 0.8000
 Site-amazon                        | Train Loss: 2.4473 | Train Acc: 0.8065
 Site-amazon                        | Train Loss: 2.4637 | Train Acc: 0.7609
 Site-amazon                        | Train Loss: 2.5236 | Train Acc: 0.8406
 Site-amazon                        | Train Loss: 2.5314 | Train Acc: 0.7404
 Site-webcam                        | Train Loss: 2.4941 | Train Acc: 0.8125
 Site-webcam                        | Train Loss: 2.5120 | Train Acc: 0.7321
 Site-webcam                        | Train Loss: 2.4676 | Train Acc: 0.8763
 Site-Art                           | Train Loss: 2.6647 | Train Acc: 0.5714
 Site-Art                           | Train Loss: 2.5738 | Train Acc: 0.6310
 Site-Clipart                       | Train Loss: 2.5564 | Train Acc: 0.6000
 Site-dslr                          | Train Loss: 2.4478 | Train Acc: 0.8448
Average Train Accuracy: 0.7964
 Site-RealWorld                     | Val  Loss: 2.4268 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 2.4661 | Val  Acc: 0.9167
 Site-RealWorld                     | Val  Loss: 2.4419 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 2.5185 | Val  Acc: 0.8500
 Site-RealWorld                     | Val  Loss: 2.5407 | Val  Acc: 0.7692
 Site-RealWorld                     | Val  Loss: 2.4573 | Val  Acc: 0.8529
 Site-RealWorld                     | Val  Loss: 2.4801 | Val  Acc: 0.8864
 Site-RealWorld                     | Val  Loss: 2.4913 | Val  Acc: 0.7895
 Site-RealWorld                     | Val  Loss: 2.5527 | Val  Acc: 0.7973
 Site-RealWorld                     | Val  Loss: 2.4899 | Val  Acc: 0.7917
 Site-Product                       | Val  Loss: 2.4157 | Val  Acc: 0.9091
 Site-Product                       | Val  Loss: 2.4511 | Val  Acc: 0.7500
 Site-Product                       | Val  Loss: 2.4206 | Val  Acc: 0.6818
 Site-Product                       | Val  Loss: 2.4522 | Val  Acc: 0.8387
 Site-Product                       | Val  Loss: 2.5088 | Val  Acc: 0.7907
 Site-Product                       | Val  Loss: 2.4569 | Val  Acc: 0.7966
 Site-Product                       | Val  Loss: 2.4350 | Val  Acc: 0.8780
 Site-amazon                        | Val  Loss: 2.5146 | Val  Acc: 0.7692
 Site-amazon                        | Val  Loss: 2.5551 | Val  Acc: 0.6500
 Site-amazon                        | Val  Loss: 2.4772 | Val  Acc: 0.7742
 Site-amazon                        | Val  Loss: 2.4522 | Val  Acc: 0.8913
 Site-amazon                        | Val  Loss: 2.5226 | Val  Acc: 0.7681
 Site-webcam                        | Val  Loss: 2.4994 | Val  Acc: 0.8571
 Site-webcam                        | Val  Loss: 2.5034 | Val  Acc: 0.8108
 Site-webcam                        | Val  Loss: 2.4983 | Val  Acc: 0.8125
 Site-Art                           | Val  Loss: 2.5568 | Val  Acc: 0.7500
 Site-Art                           | Val  Loss: 2.5818 | Val  Acc: 0.7321
 Site-Clipart                       | Val  Loss: 2.5679 | Val  Acc: 0.6491
 Site-dslr                          | Val  Loss: 2.4401 | Val  Acc: 0.9211
Average Valid Accuracy: 0.8167
 Best site-RealWorld                 | Epoch:9 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.9167
 Best site-RealWorld                 | Epoch:9 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.8500
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.7692
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.8529
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.8864
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.7895
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.7973
 Best site-RealWorld                 | Epoch:9 | Val Acc: 0.7917
 Best site-Product                   | Epoch:9 | Val Acc: 0.9091
 Best site-Product                   | Epoch:9 | Val Acc: 0.7500
 Best site-Product                   | Epoch:9 | Val Acc: 0.6818
 Best site-Product                   | Epoch:9 | Val Acc: 0.8387
 Best site-Product                   | Epoch:9 | Val Acc: 0.7907
 Best site-Product                   | Epoch:9 | Val Acc: 0.7966
 Best site-Product                   | Epoch:9 | Val Acc: 0.8780
 Best site-amazon                    | Epoch:9 | Val Acc: 0.7692
 Best site-amazon                    | Epoch:9 | Val Acc: 0.6500
 Best site-amazon                    | Epoch:9 | Val Acc: 0.7742
 Best site-amazon                    | Epoch:9 | Val Acc: 0.8913
 Best site-amazon                    | Epoch:9 | Val Acc: 0.7681
 Best site-webcam                    | Epoch:9 | Val Acc: 0.8571
 Best site-webcam                    | Epoch:9 | Val Acc: 0.8108
 Best site-webcam                    | Epoch:9 | Val Acc: 0.8125
 Best site-Art                       | Epoch:9 | Val Acc: 0.7500
 Best site-Art                       | Epoch:9 | Val Acc: 0.7321
 Best site-Clipart                   | Epoch:9 | Val Acc: 0.6491
 Best site-dslr                      | Epoch:9 | Val Acc: 0.9211
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.47_1/fedavg...
============ Train epoch 10 ============
 Site-RealWorld                     | Train Loss: 2.3551 | Train Acc: 0.8571
 Site-RealWorld                     | Train Loss: 2.4496 | Train Acc: 0.8333
 Site-RealWorld                     | Train Loss: 2.4780 | Train Acc: 0.8333
 Site-RealWorld                     | Train Loss: 2.4652 | Train Acc: 0.8065
 Site-RealWorld                     | Train Loss: 2.4227 | Train Acc: 0.8500
 Site-RealWorld                     | Train Loss: 2.4574 | Train Acc: 0.8824
 Site-RealWorld                     | Train Loss: 2.3344 | Train Acc: 0.8358
 Site-RealWorld                     | Train Loss: 2.4175 | Train Acc: 0.8605
 Site-RealWorld                     | Train Loss: 2.4331 | Train Acc: 0.8649
 Site-RealWorld                     | Train Loss: 2.4018 | Train Acc: 0.9167
 Site-Product                       | Train Loss: 2.3634 | Train Acc: 0.9412
 Site-Product                       | Train Loss: 2.4585 | Train Acc: 0.8333
 Site-Product                       | Train Loss: 2.4700 | Train Acc: 0.7576
 Site-Product                       | Train Loss: 2.4338 | Train Acc: 0.8696
 Site-Product                       | Train Loss: 2.4081 | Train Acc: 0.8438
 Site-Product                       | Train Loss: 2.4411 | Train Acc: 0.8315
 Site-Product                       | Train Loss: 2.4237 | Train Acc: 0.8548
 Site-amazon                        | Train Loss: 2.3930 | Train Acc: 0.9500
 Site-amazon                        | Train Loss: 2.3822 | Train Acc: 0.8710
 Site-amazon                        | Train Loss: 2.4083 | Train Acc: 0.8043
 Site-amazon                        | Train Loss: 2.4021 | Train Acc: 0.8696
 Site-amazon                        | Train Loss: 2.4713 | Train Acc: 0.7019
 Site-webcam                        | Train Loss: 2.4483 | Train Acc: 0.8125
 Site-webcam                        | Train Loss: 2.4582 | Train Acc: 0.8036
 Site-webcam                        | Train Loss: 2.4394 | Train Acc: 0.8351
 Site-Art                           | Train Loss: 2.6104 | Train Acc: 0.6667
 Site-Art                           | Train Loss: 2.5675 | Train Acc: 0.6667
 Site-Clipart                       | Train Loss: 2.5993 | Train Acc: 0.6000
 Site-dslr                          | Train Loss: 2.4160 | Train Acc: 0.8103
Average Train Accuracy: 0.8229
 Site-RealWorld                     | Val  Loss: 2.3799 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 2.4109 | Val  Acc: 0.9167
 Site-RealWorld                     | Val  Loss: 2.3688 | Val  Acc: 0.8750
 Site-RealWorld                     | Val  Loss: 2.4799 | Val  Acc: 0.9000
 Site-RealWorld                     | Val  Loss: 2.5036 | Val  Acc: 0.7692
 Site-RealWorld                     | Val  Loss: 2.3898 | Val  Acc: 0.9706
 Site-RealWorld                     | Val  Loss: 2.4224 | Val  Acc: 0.9318
 Site-RealWorld                     | Val  Loss: 2.4351 | Val  Acc: 0.7719
 Site-RealWorld                     | Val  Loss: 2.4933 | Val  Acc: 0.7838
 Site-RealWorld                     | Val  Loss: 2.4499 | Val  Acc: 0.8229
 Site-Product                       | Val  Loss: 2.3748 | Val  Acc: 0.8182
 Site-Product                       | Val  Loss: 2.4058 | Val  Acc: 0.6875
 Site-Product                       | Val  Loss: 2.3667 | Val  Acc: 0.7727
 Site-Product                       | Val  Loss: 2.4087 | Val  Acc: 0.7419
 Site-Product                       | Val  Loss: 2.4440 | Val  Acc: 0.8372
 Site-Product                       | Val  Loss: 2.3840 | Val  Acc: 0.9153
 Site-Product                       | Val  Loss: 2.3964 | Val  Acc: 0.8171
 Site-amazon                        | Val  Loss: 2.4610 | Val  Acc: 0.7692
 Site-amazon                        | Val  Loss: 2.4568 | Val  Acc: 0.7000
 Site-amazon                        | Val  Loss: 2.4330 | Val  Acc: 0.8065
 Site-amazon                        | Val  Loss: 2.3938 | Val  Acc: 0.8696
 Site-amazon                        | Val  Loss: 2.4538 | Val  Acc: 0.8696
 Site-webcam                        | Val  Loss: 2.5028 | Val  Acc: 0.7143
 Site-webcam                        | Val  Loss: 2.4249 | Val  Acc: 0.8649
 Site-webcam                        | Val  Loss: 2.4277 | Val  Acc: 0.8438
 Site-Art                           | Val  Loss: 2.5275 | Val  Acc: 0.7500
 Site-Art                           | Val  Loss: 2.5328 | Val  Acc: 0.7321
 Site-Clipart                       | Val  Loss: 2.5598 | Val  Acc: 0.6491
 Site-dslr                          | Val  Loss: 2.3740 | Val  Acc: 0.9474
Average Valid Accuracy: 0.8224
 Best site-RealWorld                 | Epoch:10 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.9167
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.8750
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.9000
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.7692
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.9706
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.9318
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.7719
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.7838
 Best site-RealWorld                 | Epoch:10 | Val Acc: 0.8229
 Best site-Product                   | Epoch:10 | Val Acc: 0.8182
 Best site-Product                   | Epoch:10 | Val Acc: 0.6875
 Best site-Product                   | Epoch:10 | Val Acc: 0.7727
 Best site-Product                   | Epoch:10 | Val Acc: 0.7419
 Best site-Product                   | Epoch:10 | Val Acc: 0.8372
 Best site-Product                   | Epoch:10 | Val Acc: 0.9153
 Best site-Product                   | Epoch:10 | Val Acc: 0.8171
 Best site-amazon                    | Epoch:10 | Val Acc: 0.7692
 Best site-amazon                    | Epoch:10 | Val Acc: 0.7000
 Best site-amazon                    | Epoch:10 | Val Acc: 0.8065
 Best site-amazon                    | Epoch:10 | Val Acc: 0.8696
 Best site-amazon                    | Epoch:10 | Val Acc: 0.8696
 Best site-webcam                    | Epoch:10 | Val Acc: 0.7143
 Best site-webcam                    | Epoch:10 | Val Acc: 0.8649
 Best site-webcam                    | Epoch:10 | Val Acc: 0.8438
 Best site-Art                       | Epoch:10 | Val Acc: 0.7500
 Best site-Art                       | Epoch:10 | Val Acc: 0.7321
 Best site-Clipart                   | Epoch:10 | Val Acc: 0.6491
 Best site-dslr                      | Epoch:10 | Val Acc: 0.9474
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.47_1/fedavg...
============ Train epoch 11 ============
 Site-RealWorld                     | Train Loss: 2.3366 | Train Acc: 0.8571
 Site-RealWorld                     | Train Loss: 2.4046 | Train Acc: 0.8889
 Site-RealWorld                     | Train Loss: 2.4290 | Train Acc: 0.8750
 Site-RealWorld                     | Train Loss: 2.4284 | Train Acc: 0.8065
 Site-RealWorld                     | Train Loss: 2.3567 | Train Acc: 0.8500
 Site-RealWorld                     | Train Loss: 2.3994 | Train Acc: 0.8627
 Site-RealWorld                     | Train Loss: 2.4569 | Train Acc: 0.8657
 Site-RealWorld                     | Train Loss: 2.3886 | Train Acc: 0.8721
 Site-RealWorld                     | Train Loss: 2.3801 | Train Acc: 0.9009
 Site-RealWorld                     | Train Loss: 2.3033 | Train Acc: 0.9653
 Site-Product                       | Train Loss: 2.3207 | Train Acc: 0.8824
 Site-Product                       | Train Loss: 2.3946 | Train Acc: 0.8750
 Site-Product                       | Train Loss: 2.4216 | Train Acc: 0.8182
 Site-Product                       | Train Loss: 2.3573 | Train Acc: 0.8478
 Site-Product                       | Train Loss: 2.3431 | Train Acc: 0.8594
 Site-Product                       | Train Loss: 2.3763 | Train Acc: 0.8539
 Site-Product                       | Train Loss: 2.3730 | Train Acc: 0.8468
 Site-amazon                        | Train Loss: 2.3709 | Train Acc: 0.9000
 Site-amazon                        | Train Loss: 2.3168 | Train Acc: 0.9032
 Site-amazon                        | Train Loss: 2.3862 | Train Acc: 0.8043
 Site-amazon                        | Train Loss: 2.3031 | Train Acc: 0.8696
 Site-amazon                        | Train Loss: 2.4209 | Train Acc: 0.7788
 Site-webcam                        | Train Loss: 2.4364 | Train Acc: 0.7812
 Site-webcam                        | Train Loss: 2.3678 | Train Acc: 0.9107
 Site-webcam                        | Train Loss: 2.3867 | Train Acc: 0.8454
 Site-Art                           | Train Loss: 2.5842 | Train Acc: 0.6905
 Site-Art                           | Train Loss: 2.4871 | Train Acc: 0.7262
 Site-Clipart                       | Train Loss: 2.5117 | Train Acc: 0.6353
 Site-dslr                          | Train Loss: 2.3293 | Train Acc: 0.8793
Average Train Accuracy: 0.8432
 Site-RealWorld                     | Val  Loss: 2.3006 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 2.3227 | Val  Acc: 0.9167
 Site-RealWorld                     | Val  Loss: 2.3564 | Val  Acc: 0.9375
 Site-RealWorld                     | Val  Loss: 2.4183 | Val  Acc: 0.9000
 Site-RealWorld                     | Val  Loss: 2.4623 | Val  Acc: 0.8077
 Site-RealWorld                     | Val  Loss: 2.3627 | Val  Acc: 0.9118
 Site-RealWorld                     | Val  Loss: 2.3635 | Val  Acc: 0.9091
 Site-RealWorld                     | Val  Loss: 2.3844 | Val  Acc: 0.8070
 Site-RealWorld                     | Val  Loss: 2.4269 | Val  Acc: 0.8649
 Site-RealWorld                     | Val  Loss: 2.3943 | Val  Acc: 0.8229
 Site-Product                       | Val  Loss: 2.3104 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 2.2983 | Val  Acc: 0.8125
 Site-Product                       | Val  Loss: 2.3216 | Val  Acc: 0.9091
 Site-Product                       | Val  Loss: 2.3456 | Val  Acc: 0.7742
 Site-Product                       | Val  Loss: 2.4090 | Val  Acc: 0.8140
 Site-Product                       | Val  Loss: 2.3406 | Val  Acc: 0.8814
 Site-Product                       | Val  Loss: 2.3403 | Val  Acc: 0.8293
 Site-amazon                        | Val  Loss: 2.4297 | Val  Acc: 0.8462
 Site-amazon                        | Val  Loss: 2.4556 | Val  Acc: 0.7500
 Site-amazon                        | Val  Loss: 2.3662 | Val  Acc: 0.8387
 Site-amazon                        | Val  Loss: 2.3624 | Val  Acc: 0.9130
 Site-amazon                        | Val  Loss: 2.4215 | Val  Acc: 0.8261
 Site-webcam                        | Val  Loss: 2.4588 | Val  Acc: 0.7619
 Site-webcam                        | Val  Loss: 2.4019 | Val  Acc: 0.8378
 Site-webcam                        | Val  Loss: 2.3738 | Val  Acc: 0.8750
 Site-Art                           | Val  Loss: 2.4578 | Val  Acc: 0.7143
 Site-Art                           | Val  Loss: 2.5178 | Val  Acc: 0.6607
 Site-Clipart                       | Val  Loss: 2.5139 | Val  Acc: 0.6316
 Site-dslr                          | Val  Loss: 2.3302 | Val  Acc: 0.9737
Average Valid Accuracy: 0.8458
 Best site-RealWorld                 | Epoch:11 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:11 | Val Acc: 0.9167
 Best site-RealWorld                 | Epoch:11 | Val Acc: 0.9375
 Best site-RealWorld                 | Epoch:11 | Val Acc: 0.9000
 Best site-RealWorld                 | Epoch:11 | Val Acc: 0.8077
 Best site-RealWorld                 | Epoch:11 | Val Acc: 0.9118
 Best site-RealWorld                 | Epoch:11 | Val Acc: 0.9091
 Best site-RealWorld                 | Epoch:11 | Val Acc: 0.8070
 Best site-RealWorld                 | Epoch:11 | Val Acc: 0.8649
 Best site-RealWorld                 | Epoch:11 | Val Acc: 0.8229
 Best site-Product                   | Epoch:11 | Val Acc: 1.0000
 Best site-Product                   | Epoch:11 | Val Acc: 0.8125
 Best site-Product                   | Epoch:11 | Val Acc: 0.9091
 Best site-Product                   | Epoch:11 | Val Acc: 0.7742
 Best site-Product                   | Epoch:11 | Val Acc: 0.8140
 Best site-Product                   | Epoch:11 | Val Acc: 0.8814
 Best site-Product                   | Epoch:11 | Val Acc: 0.8293
 Best site-amazon                    | Epoch:11 | Val Acc: 0.8462
 Best site-amazon                    | Epoch:11 | Val Acc: 0.7500
 Best site-amazon                    | Epoch:11 | Val Acc: 0.8387
 Best site-amazon                    | Epoch:11 | Val Acc: 0.9130
 Best site-amazon                    | Epoch:11 | Val Acc: 0.8261
 Best site-webcam                    | Epoch:11 | Val Acc: 0.7619
 Best site-webcam                    | Epoch:11 | Val Acc: 0.8378
 Best site-webcam                    | Epoch:11 | Val Acc: 0.8750
 Best site-Art                       | Epoch:11 | Val Acc: 0.7143
 Best site-Art                       | Epoch:11 | Val Acc: 0.6607
 Best site-Clipart                   | Epoch:11 | Val Acc: 0.6316
 Best site-dslr                      | Epoch:11 | Val Acc: 0.9737
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.47_1/fedavg...
============ Train epoch 12 ============
 Site-RealWorld                     | Train Loss: 2.2902 | Train Acc: 0.8571
 Site-RealWorld                     | Train Loss: 2.3190 | Train Acc: 0.8889
 Site-RealWorld                     | Train Loss: 2.4064 | Train Acc: 0.8750
 Site-RealWorld                     | Train Loss: 2.3823 | Train Acc: 0.9032
 Site-RealWorld                     | Train Loss: 2.3464 | Train Acc: 0.8500
 Site-RealWorld                     | Train Loss: 2.3662 | Train Acc: 0.8627
 Site-RealWorld                     | Train Loss: 2.4005 | Train Acc: 0.8806
 Site-RealWorld                     | Train Loss: 2.2966 | Train Acc: 0.8605
 Site-RealWorld                     | Train Loss: 2.3254 | Train Acc: 0.8829
 Site-RealWorld                     | Train Loss: 2.2704 | Train Acc: 0.9375
 Site-Product                       | Train Loss: 2.2536 | Train Acc: 0.9412
 Site-Product                       | Train Loss: 2.3823 | Train Acc: 0.8750
 Site-Product                       | Train Loss: 2.4076 | Train Acc: 0.6667
 Site-Product                       | Train Loss: 2.3428 | Train Acc: 0.8043
 Site-Product                       | Train Loss: 2.2934 | Train Acc: 0.9219
 Site-Product                       | Train Loss: 2.2743 | Train Acc: 0.8652
 Site-Product                       | Train Loss: 2.3219 | Train Acc: 0.8226
 Site-amazon                        | Train Loss: 2.2838 | Train Acc: 0.9000
 Site-amazon                        | Train Loss: 2.2613 | Train Acc: 0.8710
 Site-amazon                        | Train Loss: 2.3373 | Train Acc: 0.7826
