===2023-08-10 21:19:56===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[14,18,24,31,40,52,68,88,113,146,12,22,40,72,128,11,115,58,
client_nums=[10,5,2,1,]
len_dataset=[1000,462,213,98,]
domain number = 4
============ Train epoch 0 ============
 Site-photo                         | Train Loss: 1.8597 | Train Acc: 0.5000
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedavg...
============ Train epoch 7 ============
 Site-photo                         | Train Loss: 1.3302 | Train Acc: 0.9286
 Site-photo                         | Train Loss: 1.4351 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 1.4635 | Train Acc: 0.9167
 Site-photo                         | Train Loss: 1.3484 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.3943 | Train Acc: 0.9750
 Site-photo                         | Train Loss: 1.4268 | Train Acc: 0.9808
 Site-photo                         | Train Loss: 1.4015 | Train Acc: 0.9853
 Site-photo                         | Train Loss: 1.3837 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 1.4135 | Train Acc: 0.9823
 Site-photo                         | Train Loss: 1.3984 | Train Acc: 0.9658
 Site-art_painting                  | Train Loss: 1.6857 | Train Acc: 0.5000
 Site-art_painting                  | Train Loss: 1.6735 | Train Acc: 0.5455
 Site-art_painting                  | Train Loss: 1.7023 | Train Acc: 0.7000
 Site-art_painting                  | Train Loss: 1.5943 | Train Acc: 0.6806
 Site-art_painting                  | Train Loss: 1.6415 | Train Acc: 0.7422
 Site-cartoon                       | Train Loss: 1.7674 | Train Acc: 0.5455
 Site-cartoon                       | Train Loss: 1.7426 | Train Acc: 0.5478
 Site-sketch                        | Train Loss: 1.9410 | Train Acc: 0.1207
Average Train Accuracy: 0.7805
 Site-photo                         | Val  Loss: 1.4398 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.4574 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.4741 | Val  Acc: 0.9375
 Site-photo                         | Val  Loss: 1.4645 | Val  Acc: 0.9524
 Site-photo                         | Val  Loss: 1.4087 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.3693 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.4087 | Val  Acc: 0.9778
 Site-photo                         | Val  Loss: 1.4080 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 1.4054 | Val  Acc: 0.9733
 Site-photo                         | Val  Loss: 1.4038 | Val  Acc: 0.9897
 Site-art_painting                  | Val  Loss: 1.6440 | Val  Acc: 0.7500
 Site-art_painting                  | Val  Loss: 1.6720 | Val  Acc: 0.6667
 Site-art_painting                  | Val  Loss: 1.5763 | Val  Acc: 0.8462
 Site-art_painting                  | Val  Loss: 1.6763 | Val  Acc: 0.5532
 Site-art_painting                  | Val  Loss: 1.6461 | Val  Acc: 0.7176
 Site-cartoon                       | Val  Loss: 1.7978 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 1.7667 | Val  Acc: 0.5195
 Site-sketch                        | Val  Loss: 1.9480 | Val  Acc: 0.0513
Average Valid Accuracy: 0.8067
 Best site-photo                     | Epoch:7 | Val Acc: 0.8889
 Best site-photo                     | Epoch:7 | Val Acc: 1.0000
 Best site-photo                     | Epoch:7 | Val Acc: 0.9375
 Best site-photo                     | Epoch:7 | Val Acc: 0.9524
 Best site-photo                     | Epoch:7 | Val Acc: 1.0000
 Best site-photo                     | Epoch:7 | Val Acc: 1.0000
 Best site-photo                     | Epoch:7 | Val Acc: 0.9778
 Best site-photo                     | Epoch:7 | Val Acc: 0.9828
 Best site-photo                     | Epoch:7 | Val Acc: 0.9733
 Best site-photo                     | Epoch:7 | Val Acc: 0.9897
 Best site-art_painting              | Epoch:7 | Val Acc: 0.7500
 Best site-art_painting              | Epoch:7 | Val Acc: 0.6667
 Best site-art_painting              | Epoch:7 | Val Acc: 0.8462
 Best site-art_painting              | Epoch:7 | Val Acc: 0.5532
 Best site-art_painting              | Epoch:7 | Val Acc: 0.7176
 Best site-cartoon                   | Epoch:7 | Val Acc: 0.7143
 Best site-cartoon                   | Epoch:7 | Val Acc: 0.5195
 Best site-sketch                    | Epoch:7 | Val Acc: 0.0513
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedavg...
============ Train epoch 8 ============
 Site-photo                         | Train Loss: 1.2735 | Train Acc: 0.9286
 Site-photo                         | Train Loss: 1.4115 | Train Acc: 0.8889
 Site-photo                         | Train Loss: 1.3655 | Train Acc: 0.9167
 Site-photo                         | Train Loss: 1.2796 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.3338 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.3690 | Train Acc: 0.9808
 Site-photo                         | Train Loss: 1.2944 | Train Acc: 0.9853
 Site-photo                         | Train Loss: 1.3478 | Train Acc: 0.9773
 Site-photo                         | Train Loss: 1.3435 | Train Acc: 0.9912
 Site-photo                         | Train Loss: 1.3376 | Train Acc: 0.9932
 Site-art_painting                  | Train Loss: 1.6267 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.6580 | Train Acc: 0.5909
 Site-art_painting                  | Train Loss: 1.6452 | Train Acc: 0.6750
 Site-art_painting                  | Train Loss: 1.5728 | Train Acc: 0.6944
 Site-art_painting                  | Train Loss: 1.6103 | Train Acc: 0.6641
 Site-cartoon                       | Train Loss: 1.7463 | Train Acc: 0.6364
 Site-cartoon                       | Train Loss: 1.7059 | Train Acc: 0.6000
 Site-sketch                        | Train Loss: 1.9386 | Train Acc: 0.1207
Average Train Accuracy: 0.8043
 Site-photo                         | Val  Loss: 1.4022 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.3769 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.4491 | Val  Acc: 0.8750
 Site-photo                         | Val  Loss: 1.3960 | Val  Acc: 0.9524
 Site-photo                         | Val  Loss: 1.3437 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.2956 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.3515 | Val  Acc: 0.9778
 Site-photo                         | Val  Loss: 1.3441 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 1.3218 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.3412 | Val  Acc: 0.9794
 Site-art_painting                  | Val  Loss: 1.5876 | Val  Acc: 0.8750
 Site-art_painting                  | Val  Loss: 1.6428 | Val  Acc: 0.6667
 Site-art_painting                  | Val  Loss: 1.5861 | Val  Acc: 0.6923
 Site-art_painting                  | Val  Loss: 1.6330 | Val  Acc: 0.7021
 Site-art_painting                  | Val  Loss: 1.6251 | Val  Acc: 0.6471
 Site-cartoon                       | Val  Loss: 1.7441 | Val  Acc: 0.8571
 Site-cartoon                       | Val  Loss: 1.7416 | Val  Acc: 0.5844
 Site-sketch                        | Val  Loss: 1.9325 | Val  Acc: 0.0769
Average Valid Accuracy: 0.8261
 Best site-photo                     | Epoch:8 | Val Acc: 1.0000
 Best site-photo                     | Epoch:8 | Val Acc: 1.0000
 Best site-photo                     | Epoch:8 | Val Acc: 0.8750
 Best site-photo                     | Epoch:8 | Val Acc: 0.9524
 Best site-photo                     | Epoch:8 | Val Acc: 1.0000
 Best site-photo                     | Epoch:8 | Val Acc: 1.0000
 Best site-photo                     | Epoch:8 | Val Acc: 0.9778
 Best site-photo                     | Epoch:8 | Val Acc: 0.9828
 Best site-photo                     | Epoch:8 | Val Acc: 1.0000
 Best site-photo                     | Epoch:8 | Val Acc: 0.9794
 Best site-art_painting              | Epoch:8 | Val Acc: 0.8750
 Best site-art_painting              | Epoch:8 | Val Acc: 0.6667
 Best site-art_painting              | Epoch:8 | Val Acc: 0.6923
 Best site-art_painting              | Epoch:8 | Val Acc: 0.7021
 Best site-art_painting              | Epoch:8 | Val Acc: 0.6471
 Best site-cartoon                   | Epoch:8 | Val Acc: 0.8571
 Best site-cartoon                   | Epoch:8 | Val Acc: 0.5844
 Best site-sketch                    | Epoch:8 | Val Acc: 0.0769
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedavg...
============ Train epoch 9 ============
 Site-photo                         | Train Loss: 1.1694 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.3274 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 1.2965 | Train Acc: 0.9583
 Site-photo                         | Train Loss: 1.2279 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2749 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.3295 | Train Acc: 0.9808
 Site-photo                         | Train Loss: 1.2829 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2776 | Train Acc: 0.9545
 Site-photo                         | Train Loss: 1.2868 | Train Acc: 0.9823
 Site-photo                         | Train Loss: 1.2882 | Train Acc: 0.9726
 Site-art_painting                  | Train Loss: 1.5848 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.6410 | Train Acc: 0.6364
 Site-art_painting                  | Train Loss: 1.6149 | Train Acc: 0.6500
 Site-art_painting                  | Train Loss: 1.5615 | Train Acc: 0.6806
 Site-art_painting                  | Train Loss: 1.5812 | Train Acc: 0.6875
 Site-cartoon                       | Train Loss: 1.7481 | Train Acc: 0.4545
 Site-cartoon                       | Train Loss: 1.6793 | Train Acc: 0.6435
 Site-sketch                        | Train Loss: 1.9253 | Train Acc: 0.1207
Average Train Accuracy: 0.8055
 Site-photo                         | Val  Loss: 1.2685 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.3702 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.3432 | Val  Acc: 0.9375
 Site-photo                         | Val  Loss: 1.3289 | Val  Acc: 0.9524
 Site-photo                         | Val  Loss: 1.2914 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.2503 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.2868 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.3034 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 1.2708 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.2754 | Val  Acc: 0.9897
 Site-art_painting                  | Val  Loss: 1.6044 | Val  Acc: 0.6250
 Site-art_painting                  | Val  Loss: 1.6105 | Val  Acc: 0.6667
 Site-art_painting                  | Val  Loss: 1.5707 | Val  Acc: 0.6154
 Site-art_painting                  | Val  Loss: 1.5840 | Val  Acc: 0.7447
 Site-art_painting                  | Val  Loss: 1.5941 | Val  Acc: 0.6941
 Site-cartoon                       | Val  Loss: 1.7642 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 1.7134 | Val  Acc: 0.5584
 Site-sketch                        | Val  Loss: 1.9258 | Val  Acc: 0.0769
Average Valid Accuracy: 0.8088
============ Train epoch 10 ============
 Site-photo                         | Train Loss: 1.1065 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2836 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 1.2262 | Train Acc: 0.9583
 Site-photo                         | Train Loss: 1.1763 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2136 | Train Acc: 0.9750
 Site-photo                         | Train Loss: 1.2580 | Train Acc: 0.9615
 Site-photo                         | Train Loss: 1.1701 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2195 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 1.2336 | Train Acc: 0.9646
 Site-photo                         | Train Loss: 1.2209 | Train Acc: 0.9795
 Site-art_painting                  | Train Loss: 1.5759 | Train Acc: 0.7500
 Site-art_painting                  | Train Loss: 1.5818 | Train Acc: 0.7273
 Site-art_painting                  | Train Loss: 1.5631 | Train Acc: 0.8000
 Site-art_painting                  | Train Loss: 1.6177 | Train Acc: 0.7639
 Site-art_painting                  | Train Loss: 1.5661 | Train Acc: 0.7109
 Site-cartoon                       | Train Loss: 1.7171 | Train Acc: 0.4545
 Site-cartoon                       | Train Loss: 1.6792 | Train Acc: 0.6348
 Site-sketch                        | Train Loss: 1.9448 | Train Acc: 0.1552
Average Train Accuracy: 0.8205
 Site-photo                         | Val  Loss: 1.2328 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.3148 | Val  Acc: 0.9167
 Site-photo                         | Val  Loss: 1.3344 | Val  Acc: 0.8750
 Site-photo                         | Val  Loss: 1.2855 | Val  Acc: 0.9524
 Site-photo                         | Val  Loss: 1.2134 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.1987 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.2281 | Val  Acc: 0.9778
 Site-photo                         | Val  Loss: 1.2537 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 1.2069 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.2078 | Val  Acc: 0.9897
 Site-art_painting                  | Val  Loss: 1.5501 | Val  Acc: 0.7500
 Site-art_painting                  | Val  Loss: 1.5202 | Val  Acc: 0.7333
 Site-art_painting                  | Val  Loss: 1.4931 | Val  Acc: 0.8077
 Site-art_painting                  | Val  Loss: 1.5566 | Val  Acc: 0.7660
 Site-art_painting                  | Val  Loss: 1.5836 | Val  Acc: 0.7059
 Site-cartoon                       | Val  Loss: 1.7224 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 1.6965 | Val  Acc: 0.5714
 Site-sketch                        | Val  Loss: 1.9062 | Val  Acc: 0.1282
Average Valid Accuracy: 0.8262
 Best site-photo                     | Epoch:10 | Val Acc: 1.0000
 Best site-photo                     | Epoch:10 | Val Acc: 0.9167
 Best site-photo                     | Epoch:10 | Val Acc: 0.8750
 Best site-photo                     | Epoch:10 | Val Acc: 0.9524
 Best site-photo                     | Epoch:10 | Val Acc: 1.0000
 Best site-photo                     | Epoch:10 | Val Acc: 1.0000
 Best site-photo                     | Epoch:10 | Val Acc: 0.9778
 Best site-photo                     | Epoch:10 | Val Acc: 0.9828
 Best site-photo                     | Epoch:10 | Val Acc: 1.0000
 Best site-photo                     | Epoch:10 | Val Acc: 0.9897
 Best site-art_painting              | Epoch:10 | Val Acc: 0.7500
 Best site-art_painting              | Epoch:10 | Val Acc: 0.7333
 Best site-art_painting              | Epoch:10 | Val Acc: 0.8077
 Best site-art_painting              | Epoch:10 | Val Acc: 0.7660
 Best site-art_painting              | Epoch:10 | Val Acc: 0.7059
 Best site-cartoon                   | Epoch:10 | Val Acc: 0.7143
 Best site-cartoon                   | Epoch:10 | Val Acc: 0.5714
 Best site-sketch                    | Epoch:10 | Val Acc: 0.1282
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedavg...
============ Train epoch 11 ============
 Site-photo                         | Train Loss: 1.1021 | Train Acc: 0.9286
 Site-photo                         | Train Loss: 1.2369 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 1.2009 | Train Acc: 0.9583
 Site-photo                         | Train Loss: 1.1001 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.1361 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2011 | Train Acc: 0.9808
 Site-photo                         | Train Loss: 1.0844 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.1590 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 1.1722 | Train Acc: 0.9646
 Site-photo                         | Train Loss: 1.1794 | Train Acc: 0.9863
 Site-art_painting                  | Train Loss: 1.5653 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.5906 | Train Acc: 0.6364
 Site-art_painting                  | Train Loss: 1.5257 | Train Acc: 0.7500
 Site-art_painting                  | Train Loss: 1.5742 | Train Acc: 0.6806
 Site-art_painting                  | Train Loss: 1.5141 | Train Acc: 0.6875
 Site-cartoon                       | Train Loss: 1.7179 | Train Acc: 0.5455
 Site-cartoon                       | Train Loss: 1.6422 | Train Acc: 0.5913
 Site-sketch                        | Train Loss: 1.9424 | Train Acc: 0.1379
Average Train Accuracy: 0.8119
 Site-photo                         | Val  Loss: 1.1572 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.2524 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.2838 | Val  Acc: 0.9375
 Site-photo                         | Val  Loss: 1.2322 | Val  Acc: 0.9524
 Site-photo                         | Val  Loss: 1.1652 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.1103 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.1812 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.1865 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 1.1466 | Val  Acc: 0.9733
 Site-photo                         | Val  Loss: 1.1626 | Val  Acc: 0.9897
 Site-art_painting                  | Val  Loss: 1.5492 | Val  Acc: 0.8750
 Site-art_painting                  | Val  Loss: 1.5481 | Val  Acc: 0.6667
 Site-art_painting                  | Val  Loss: 1.4547 | Val  Acc: 0.8462
 Site-art_painting                  | Val  Loss: 1.5292 | Val  Acc: 0.7447
 Site-art_painting                  | Val  Loss: 1.5451 | Val  Acc: 0.6824
 Site-cartoon                       | Val  Loss: 1.7186 | Val  Acc: 0.5714
 Site-cartoon                       | Val  Loss: 1.6682 | Val  Acc: 0.6364
 Site-sketch                        | Val  Loss: 1.9145 | Val  Acc: 0.1538
Average Valid Accuracy: 0.8340
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 0.9375
 Best site-photo                     | Epoch:11 | Val Acc: 0.9524
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 0.9828
 Best site-photo                     | Epoch:11 | Val Acc: 0.9733
 Best site-photo                     | Epoch:11 | Val Acc: 0.9897
 Best site-art_painting              | Epoch:11 | Val Acc: 0.8750
 Best site-art_painting              | Epoch:11 | Val Acc: 0.6667
 Best site-art_painting              | Epoch:11 | Val Acc: 0.8462
 Best site-art_painting              | Epoch:11 | Val Acc: 0.7447
 Best site-art_painting              | Epoch:11 | Val Acc: 0.6824
 Best site-cartoon                   | Epoch:11 | Val Acc: 0.5714
 Best site-cartoon                   | Epoch:11 | Val Acc: 0.6364
 Best site-sketch                    | Epoch:11 | Val Acc: 0.1538
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedavg...
============ Train epoch 12 ============
 Site-photo                         | Train Loss: 1.0162 | Train Acc: 0.9286
 Site-photo                         | Train Loss: 1.1815 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 1.1416 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0426 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0812 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.1571 | Train Acc: 0.9808
 Site-photo                         | Train Loss: 1.0847 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.1116 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 1.1244 | Train Acc: 0.9646
 Site-photo                         | Train Loss: 1.1167 | Train Acc: 0.9795
 Site-art_painting                  | Train Loss: 1.4720 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 1.5282 | Train Acc: 0.5909
 Site-art_painting                  | Train Loss: 1.5360 | Train Acc: 0.7500
 Site-art_painting                  | Train Loss: 1.4863 | Train Acc: 0.7083
 Site-art_painting                  | Train Loss: 1.4870 | Train Acc: 0.7422
 Site-cartoon                       | Train Loss: 1.7901 | Train Acc: 0.2727
 Site-cartoon                       | Train Loss: 1.6107 | Train Acc: 0.6696
 Site-sketch                        | Train Loss: 1.9366 | Train Acc: 0.1034
Average Train Accuracy: 0.8078
 Site-photo                         | Val  Loss: 1.1200 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.2035 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.1813 | Val  Acc: 0.9375
 Site-photo                         | Val  Loss: 1.1832 | Val  Acc: 0.9524
 Site-photo                         | Val  Loss: 1.1018 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.0621 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.1083 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.1192 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 1.0871 | Val  Acc: 0.9867
 Site-photo                         | Val  Loss: 1.1191 | Val  Acc: 0.9897
 Site-art_painting                  | Val  Loss: 1.5222 | Val  Acc: 0.7500
 Site-art_painting                  | Val  Loss: 1.5027 | Val  Acc: 0.7333
 Site-art_painting                  | Val  Loss: 1.4552 | Val  Acc: 0.8077
 Site-art_painting                  | Val  Loss: 1.4971 | Val  Acc: 0.7660
 Site-art_painting                  | Val  Loss: 1.4748 | Val  Acc: 0.8118
 Site-cartoon                       | Val  Loss: 1.6854 | Val  Acc: 0.4286
 Site-cartoon                       | Val  Loss: 1.6578 | Val  Acc: 0.6494
 Site-sketch                        | Val  Loss: 1.9244 | Val  Acc: 0.0513
Average Valid Accuracy: 0.8248
============ Train epoch 13 ============
 Site-photo                         | Train Loss: 0.8956 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.1458 | Train Acc: 0.8889
 Site-photo                         | Train Loss: 1.0784 | Train Acc: 0.9583
 Site-photo                         | Train Loss: 0.9893 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0270 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0979 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0397 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0624 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 1.0674 | Train Acc: 0.9735
 Site-photo                         | Train Loss: 1.0941 | Train Acc: 0.9795
 Site-art_painting                  | Train Loss: 1.5234 | Train Acc: 0.7500
 Site-art_painting                  | Train Loss: 1.5145 | Train Acc: 0.6364
 Site-art_painting                  | Train Loss: 1.4718 | Train Acc: 0.7500
 Site-art_painting                  | Train Loss: 1.5144 | Train Acc: 0.6944
 Site-art_painting                  | Train Loss: 1.4595 | Train Acc: 0.7656
 Site-cartoon                       | Train Loss: 1.7015 | Train Acc: 0.5455
 Site-cartoon                       | Train Loss: 1.6068 | Train Acc: 0.6261
 Site-sketch                        | Train Loss: 1.9040 | Train Acc: 0.1897
Average Train Accuracy: 0.8192
 Site-photo                         | Val  Loss: 1.0876 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.1470 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.1773 | Val  Acc: 0.8750
 Site-photo                         | Val  Loss: 1.1270 | Val  Acc: 0.9524
 Site-photo                         | Val  Loss: 1.0519 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.0168 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.0702 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.0755 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 1.0397 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.0559 | Val  Acc: 0.9794
 Site-art_painting                  | Val  Loss: 1.4845 | Val  Acc: 0.7500
 Site-art_painting                  | Val  Loss: 1.5044 | Val  Acc: 0.7333
 Site-art_painting                  | Val  Loss: 1.4149 | Val  Acc: 0.7308
 Site-art_painting                  | Val  Loss: 1.4747 | Val  Acc: 0.7447
 Site-art_painting                  | Val  Loss: 1.4779 | Val  Acc: 0.7294
 Site-cartoon                       | Val  Loss: 1.6540 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 1.6355 | Val  Acc: 0.6753
 Site-sketch                        | Val  Loss: 1.8743 | Val  Acc: 0.2308
Average Valid Accuracy: 0.8388
 Best site-photo                     | Epoch:13 | Val Acc: 1.0000
 Best site-photo                     | Epoch:13 | Val Acc: 1.0000
 Best site-photo                     | Epoch:13 | Val Acc: 0.8750
 Best site-photo                     | Epoch:13 | Val Acc: 0.9524
 Best site-photo                     | Epoch:13 | Val Acc: 1.0000
 Best site-photo                     | Epoch:13 | Val Acc: 1.0000
 Best site-photo                     | Epoch:13 | Val Acc: 1.0000
 Best site-photo                     | Epoch:13 | Val Acc: 0.9828
 Best site-photo                     | Epoch:13 | Val Acc: 1.0000
 Best site-photo                     | Epoch:13 | Val Acc: 0.9794
 Best site-art_painting              | Epoch:13 | Val Acc: 0.7500
 Best site-art_painting              | Epoch:13 | Val Acc: 0.7333
 Best site-art_painting              | Epoch:13 | Val Acc: 0.7308
 Best site-art_painting              | Epoch:13 | Val Acc: 0.7447
 Best site-art_painting              | Epoch:13 | Val Acc: 0.7294
 Best site-cartoon                   | Epoch:13 | Val Acc: 0.7143
 Best site-cartoon                   | Epoch:13 | Val Acc: 0.6753
 Best site-sketch                    | Epoch:13 | Val Acc: 0.2308
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedavg...
============ Train epoch 14 ============
 Site-photo                         | Train Loss: 0.8933 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.1172 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 1.0145 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.9445 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.9744 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0806 | Train Acc: 0.9808
 Site-photo                         | Train Loss: 1.0270 | Train Acc: 0.9853
 Site-photo                         | Train Loss: 0.9777 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 1.0182 | Train Acc: 0.9823
 Site-photo                         | Train Loss: 1.0077 | Train Acc: 0.9726
 Site-art_painting                  | Train Loss: 1.4306 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 1.4629 | Train Acc: 0.6818
 Site-art_painting                  | Train Loss: 1.3903 | Train Acc: 0.8500
 Site-art_painting                  | Train Loss: 1.4454 | Train Acc: 0.7917
 Site-art_painting                  | Train Loss: 1.4311 | Train Acc: 0.7422
 Site-cartoon                       | Train Loss: 1.6319 | Train Acc: 0.6364
 Site-cartoon                       | Train Loss: 1.5754 | Train Acc: 0.6348
 Site-sketch                        | Train Loss: 1.9037 | Train Acc: 0.1207
Average Train Accuracy: 0.8460
 Site-photo                         | Val  Loss: 1.0218 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.0877 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.0989 | Val  Acc: 0.9375
 Site-photo                         | Val  Loss: 1.0660 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.0046 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.9440 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.0203 | Val  Acc: 0.9778
 Site-photo                         | Val  Loss: 1.0507 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 0.9895 | Val  Acc: 0.9867
 Site-photo                         | Val  Loss: 1.0103 | Val  Acc: 0.9794
 Site-art_painting                  | Val  Loss: 1.4894 | Val  Acc: 0.6250
 Site-art_painting                  | Val  Loss: 1.4425 | Val  Acc: 0.7333
 Site-art_painting                  | Val  Loss: 1.3889 | Val  Acc: 0.8846
 Site-art_painting                  | Val  Loss: 1.4378 | Val  Acc: 0.7872
 Site-art_painting                  | Val  Loss: 1.4592 | Val  Acc: 0.7647
 Site-cartoon                       | Val  Loss: 1.6610 | Val  Acc: 0.5714
 Site-cartoon                       | Val  Loss: 1.6352 | Val  Acc: 0.6104
 Site-sketch                        | Val  Loss: 1.8906 | Val  Acc: 0.1538
Average Valid Accuracy: 0.8269
