===2023-08-17 02:56:06===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    domain_num: 4
===2023-08-17 02:56:08===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    domain_num: 4
===2023-08-17 03:52:50===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    domain_num: 4
data_number=[18,23,30,38,50,64,83,107,139,180,15,28,49,88,157,14,142,72,
client_nums=[10,5,2,1,]
len_dataset=[1227,568,262,121,]
domain number = 4
============ Train epoch 0 ============
denominator: 39468.0703125
 Site-art_painting                  | Train Loss: 1.8998 | Train Acc: 0.2222
 Best site-photo                     | Epoch:10 | Val Acc: 0.9873
 Best site-sketch                    | Epoch:10 | Val Acc: 0.5000
 Best site-sketch                    | Epoch:10 | Val Acc: 0.3592
 Best site-cartoon                   | Epoch:10 | Val Acc: 0.5972
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 11 ============
denominator: 31608.884765625
 Site-art_painting                  | Train Loss: 1.4627 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.5767 | Train Acc: 0.5652
 Site-art_painting                  | Train Loss: 1.5249 | Train Acc: 0.6667
 Site-art_painting                  | Train Loss: 1.4070 | Train Acc: 0.8421
 Site-art_painting                  | Train Loss: 1.5069 | Train Acc: 0.6000
 Site-art_painting                  | Train Loss: 1.4099 | Train Acc: 0.8281
 Site-art_painting                  | Train Loss: 1.4981 | Train Acc: 0.7470
 Site-art_painting                  | Train Loss: 1.4420 | Train Acc: 0.7944
 Site-art_painting                  | Train Loss: 1.4758 | Train Acc: 0.7122
 Site-art_painting                  | Train Loss: 1.4746 | Train Acc: 0.7500
 Site-photo                         | Train Loss: 1.2722 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.3410 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2880 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 1.3225 | Train Acc: 0.9432
 Site-photo                         | Train Loss: 1.2773 | Train Acc: 0.9745
 Site-sketch                        | Train Loss: 1.6849 | Train Acc: 0.6429
 Site-sketch                        | Train Loss: 1.7744 | Train Acc: 0.3732
 Site-cartoon                       | Train Loss: 1.7062 | Train Acc: 0.5972
Average Train Accuracy: 0.7663
 Best site-art_painting              | Epoch:11 | Val Acc: 0.7778
 Best site-art_painting              | Epoch:11 | Val Acc: 0.5652
 Best site-art_painting              | Epoch:11 | Val Acc: 0.6667
 Best site-art_painting              | Epoch:11 | Val Acc: 0.8421
 Best site-art_painting              | Epoch:11 | Val Acc: 0.6000
 Best site-art_painting              | Epoch:11 | Val Acc: 0.8281
 Best site-art_painting              | Epoch:11 | Val Acc: 0.7470
 Best site-art_painting              | Epoch:11 | Val Acc: 0.7944
 Best site-art_painting              | Epoch:11 | Val Acc: 0.7122
 Best site-art_painting              | Epoch:11 | Val Acc: 0.7500
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 0.9796
 Best site-photo                     | Epoch:11 | Val Acc: 0.9432
 Best site-photo                     | Epoch:11 | Val Acc: 0.9745
 Best site-sketch                    | Epoch:11 | Val Acc: 0.6429
 Best site-sketch                    | Epoch:11 | Val Acc: 0.3732
 Best site-cartoon                   | Epoch:11 | Val Acc: 0.5972
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 12 ============
denominator: 30906.53125
 Site-art_painting                  | Train Loss: 1.4143 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.5354 | Train Acc: 0.5652
 Site-art_painting                  | Train Loss: 1.5081 | Train Acc: 0.6000
 Site-art_painting                  | Train Loss: 1.4537 | Train Acc: 0.7368
 Site-art_painting                  | Train Loss: 1.5184 | Train Acc: 0.7000
 Site-art_painting                  | Train Loss: 1.3792 | Train Acc: 0.8281
 Site-art_painting                  | Train Loss: 1.4827 | Train Acc: 0.6988
 Site-art_painting                  | Train Loss: 1.4293 | Train Acc: 0.7570
 Site-art_painting                  | Train Loss: 1.4505 | Train Acc: 0.7050
 Site-art_painting                  | Train Loss: 1.4572 | Train Acc: 0.7444
 Site-photo                         | Train Loss: 1.2055 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2980 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2268 | Train Acc: 0.9592
 Site-photo                         | Train Loss: 1.2843 | Train Acc: 0.9205
 Site-photo                         | Train Loss: 1.2227 | Train Acc: 0.9873
 Site-sketch                        | Train Loss: 1.6819 | Train Acc: 0.6429
 Site-sketch                        | Train Loss: 1.7475 | Train Acc: 0.3944
 Site-cartoon                       | Train Loss: 1.6734 | Train Acc: 0.6111
Average Train Accuracy: 0.7571
============ Train epoch 13 ============
denominator: 30315.083984375
 Site-art_painting                  | Train Loss: 1.4097 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.4881 | Train Acc: 0.5652
 Site-art_painting                  | Train Loss: 1.4708 | Train Acc: 0.6667
 Site-art_painting                  | Train Loss: 1.3381 | Train Acc: 0.8684
 Site-art_painting                  | Train Loss: 1.4387 | Train Acc: 0.6600
 Site-art_painting                  | Train Loss: 1.3241 | Train Acc: 0.8594
 Site-art_painting                  | Train Loss: 1.4273 | Train Acc: 0.7229
 Site-art_painting                  | Train Loss: 1.4305 | Train Acc: 0.7477
 Site-art_painting                  | Train Loss: 1.3857 | Train Acc: 0.7338
 Site-art_painting                  | Train Loss: 1.4022 | Train Acc: 0.7611
 Site-photo                         | Train Loss: 1.1585 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2390 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.1881 | Train Acc: 0.9592
 Site-photo                         | Train Loss: 1.2246 | Train Acc: 0.9432
 Site-photo                         | Train Loss: 1.1696 | Train Acc: 0.9809
 Site-sketch                        | Train Loss: 1.6342 | Train Acc: 0.5000
 Site-sketch                        | Train Loss: 1.7283 | Train Acc: 0.4014
 Site-cartoon                       | Train Loss: 1.6253 | Train Acc: 0.5556
Average Train Accuracy: 0.7613
============ Train epoch 14 ============
denominator: 29471.89453125
 Site-art_painting                  | Train Loss: 1.3646 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.4365 | Train Acc: 0.6087
 Site-art_painting                  | Train Loss: 1.4234 | Train Acc: 0.6667
 Site-art_painting                  | Train Loss: 1.2522 | Train Acc: 0.7895
 Site-art_painting                  | Train Loss: 1.4281 | Train Acc: 0.6400
 Site-art_painting                  | Train Loss: 1.2917 | Train Acc: 0.8594
 Site-art_painting                  | Train Loss: 1.3981 | Train Acc: 0.7590
 Site-art_painting                  | Train Loss: 1.3462 | Train Acc: 0.7944
 Site-art_painting                  | Train Loss: 1.3917 | Train Acc: 0.7266
 Site-art_painting                  | Train Loss: 1.3765 | Train Acc: 0.7667
 Site-photo                         | Train Loss: 1.0969 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2059 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.1712 | Train Acc: 0.9388
 Site-photo                         | Train Loss: 1.1894 | Train Acc: 0.9432
 Site-photo                         | Train Loss: 1.1249 | Train Acc: 0.9936
 Site-sketch                        | Train Loss: 1.6425 | Train Acc: 0.4286
 Site-sketch                        | Train Loss: 1.7269 | Train Acc: 0.3873
 Site-cartoon                       | Train Loss: 1.5845 | Train Acc: 0.6111
Average Train Accuracy: 0.7637
============ Train epoch 15 ============
denominator: 28915.3125
 Site-art_painting                  | Train Loss: 1.3197 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.4282 | Train Acc: 0.5652
 Site-art_painting                  | Train Loss: 1.4021 | Train Acc: 0.7000
 Site-art_painting                  | Train Loss: 1.3081 | Train Acc: 0.8421
 Site-art_painting                  | Train Loss: 1.4190 | Train Acc: 0.6600
 Site-art_painting                  | Train Loss: 1.2786 | Train Acc: 0.8281
 Site-art_painting                  | Train Loss: 1.3714 | Train Acc: 0.7470
 Site-art_painting                  | Train Loss: 1.3330 | Train Acc: 0.8037
 Site-art_painting                  | Train Loss: 1.3783 | Train Acc: 0.7626
 Site-art_painting                  | Train Loss: 1.3398 | Train Acc: 0.8111
 Site-photo                         | Train Loss: 1.0536 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.1402 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0951 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 1.1518 | Train Acc: 0.9432
 Site-photo                         | Train Loss: 1.0806 | Train Acc: 0.9873
 Site-sketch                        | Train Loss: 1.6638 | Train Acc: 0.4286
 Site-sketch                        | Train Loss: 1.6991 | Train Acc: 0.4366
 Site-cartoon                       | Train Loss: 1.6350 | Train Acc: 0.5833
Average Train Accuracy: 0.7729
 Best site-art_painting              | Epoch:15 | Val Acc: 0.8333
 Best site-art_painting              | Epoch:15 | Val Acc: 0.5652
 Best site-art_painting              | Epoch:15 | Val Acc: 0.7000
 Best site-art_painting              | Epoch:15 | Val Acc: 0.8421
 Best site-art_painting              | Epoch:15 | Val Acc: 0.6600
 Best site-art_painting              | Epoch:15 | Val Acc: 0.8281
 Best site-art_painting              | Epoch:15 | Val Acc: 0.7470
 Best site-art_painting              | Epoch:15 | Val Acc: 0.8037
 Best site-art_painting              | Epoch:15 | Val Acc: 0.7626
 Best site-art_painting              | Epoch:15 | Val Acc: 0.8111
 Best site-photo                     | Epoch:15 | Val Acc: 1.0000
 Best site-photo                     | Epoch:15 | Val Acc: 1.0000
 Best site-photo                     | Epoch:15 | Val Acc: 0.9796
 Best site-photo                     | Epoch:15 | Val Acc: 0.9432
 Best site-photo                     | Epoch:15 | Val Acc: 0.9873
 Best site-sketch                    | Epoch:15 | Val Acc: 0.4286
 Best site-sketch                    | Epoch:15 | Val Acc: 0.4366
 Best site-cartoon                   | Epoch:15 | Val Acc: 0.5833
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 16 ============
denominator: 28411.6484375
 Site-art_painting                  | Train Loss: 1.2988 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.4460 | Train Acc: 0.5652
 Site-art_painting                  | Train Loss: 1.3715 | Train Acc: 0.7667
 Site-art_painting                  | Train Loss: 1.2001 | Train Acc: 0.9474
 Site-art_painting                  | Train Loss: 1.3805 | Train Acc: 0.7400
 Site-art_painting                  | Train Loss: 1.2567 | Train Acc: 0.8750
 Site-art_painting                  | Train Loss: 1.3614 | Train Acc: 0.7470
 Site-art_painting                  | Train Loss: 1.2833 | Train Acc: 0.8037
 Site-art_painting                  | Train Loss: 1.3045 | Train Acc: 0.7626
 Site-art_painting                  | Train Loss: 1.3191 | Train Acc: 0.7944
 Site-photo                         | Train Loss: 1.0198 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.1129 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0281 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 1.0951 | Train Acc: 0.9545
 Site-photo                         | Train Loss: 1.0316 | Train Acc: 0.9809
 Site-sketch                        | Train Loss: 1.6572 | Train Acc: 0.5000
 Site-sketch                        | Train Loss: 1.6777 | Train Acc: 0.4789
 Site-cartoon                       | Train Loss: 1.5744 | Train Acc: 0.5972
Average Train Accuracy: 0.7928
 Best site-art_painting              | Epoch:16 | Val Acc: 0.7778
 Best site-art_painting              | Epoch:16 | Val Acc: 0.5652
 Best site-art_painting              | Epoch:16 | Val Acc: 0.7667
 Best site-art_painting              | Epoch:16 | Val Acc: 0.9474
 Best site-art_painting              | Epoch:16 | Val Acc: 0.7400
 Best site-art_painting              | Epoch:16 | Val Acc: 0.8750
 Best site-art_painting              | Epoch:16 | Val Acc: 0.7470
 Best site-art_painting              | Epoch:16 | Val Acc: 0.8037
 Best site-art_painting              | Epoch:16 | Val Acc: 0.7626
 Best site-art_painting              | Epoch:16 | Val Acc: 0.7944
 Best site-photo                     | Epoch:16 | Val Acc: 1.0000
 Best site-photo                     | Epoch:16 | Val Acc: 1.0000
 Best site-photo                     | Epoch:16 | Val Acc: 0.9796
 Best site-photo                     | Epoch:16 | Val Acc: 0.9545
 Best site-photo                     | Epoch:16 | Val Acc: 0.9809
 Best site-sketch                    | Epoch:16 | Val Acc: 0.5000
 Best site-sketch                    | Epoch:16 | Val Acc: 0.4789
 Best site-cartoon                   | Epoch:16 | Val Acc: 0.5972
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 17 ============
denominator: 27586.197265625
 Site-art_painting                  | Train Loss: 1.2676 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.3288 | Train Acc: 0.6522
 Site-art_painting                  | Train Loss: 1.3602 | Train Acc: 0.6667
 Site-art_painting                  | Train Loss: 1.1966 | Train Acc: 0.8947
 Site-art_painting                  | Train Loss: 1.2764 | Train Acc: 0.7600
 Site-art_painting                  | Train Loss: 1.2099 | Train Acc: 0.8906
 Site-art_painting                  | Train Loss: 1.2935 | Train Acc: 0.8434
 Site-art_painting                  | Train Loss: 1.2931 | Train Acc: 0.8131
 Site-art_painting                  | Train Loss: 1.2721 | Train Acc: 0.7914
 Site-art_painting                  | Train Loss: 1.2749 | Train Acc: 0.8000
 Site-photo                         | Train Loss: 0.9460 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0617 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.9928 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0645 | Train Acc: 0.9432
 Site-photo                         | Train Loss: 0.9942 | Train Acc: 0.9809
 Site-sketch                        | Train Loss: 1.5965 | Train Acc: 0.5714
 Site-sketch                        | Train Loss: 1.6769 | Train Acc: 0.5141
 Site-cartoon                       | Train Loss: 1.6286 | Train Acc: 0.6111
Average Train Accuracy: 0.8061
 Best site-art_painting              | Epoch:17 | Val Acc: 0.7778
 Best site-art_painting              | Epoch:17 | Val Acc: 0.6522
 Best site-art_painting              | Epoch:17 | Val Acc: 0.6667
 Best site-art_painting              | Epoch:17 | Val Acc: 0.8947
 Best site-art_painting              | Epoch:17 | Val Acc: 0.7600
 Best site-art_painting              | Epoch:17 | Val Acc: 0.8906
 Best site-art_painting              | Epoch:17 | Val Acc: 0.8434
 Best site-art_painting              | Epoch:17 | Val Acc: 0.8131
 Best site-art_painting              | Epoch:17 | Val Acc: 0.7914
 Best site-art_painting              | Epoch:17 | Val Acc: 0.8000
 Best site-photo                     | Epoch:17 | Val Acc: 1.0000
 Best site-photo                     | Epoch:17 | Val Acc: 1.0000
 Best site-photo                     | Epoch:17 | Val Acc: 1.0000
 Best site-photo                     | Epoch:17 | Val Acc: 0.9432
 Best site-photo                     | Epoch:17 | Val Acc: 0.9809
 Best site-sketch                    | Epoch:17 | Val Acc: 0.5714
 Best site-sketch                    | Epoch:17 | Val Acc: 0.5141
 Best site-cartoon                   | Epoch:17 | Val Acc: 0.6111
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 18 ============
denominator: 27075.927734375
 Site-art_painting                  | Train Loss: 1.2419 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.3243 | Train Acc: 0.6087
 Site-art_painting                  | Train Loss: 1.3434 | Train Acc: 0.6667
 Site-art_painting                  | Train Loss: 1.1955 | Train Acc: 0.8421
 Site-art_painting                  | Train Loss: 1.3329 | Train Acc: 0.6800
 Site-art_painting                  | Train Loss: 1.1722 | Train Acc: 0.8438
 Site-art_painting                  | Train Loss: 1.2761 | Train Acc: 0.7831
 Site-art_painting                  | Train Loss: 1.2236 | Train Acc: 0.8131
 Site-art_painting                  | Train Loss: 1.2343 | Train Acc: 0.7986
 Site-art_painting                  | Train Loss: 1.2527 | Train Acc: 0.8111
 Site-photo                         | Train Loss: 0.9110 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0347 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.9539 | Train Acc: 0.9592
 Site-photo                         | Train Loss: 1.0203 | Train Acc: 0.9545
 Site-photo                         | Train Loss: 0.9413 | Train Acc: 0.9873
 Site-sketch                        | Train Loss: 1.5636 | Train Acc: 0.5714
 Site-sketch                        | Train Loss: 1.6551 | Train Acc: 0.4507
 Site-cartoon                       | Train Loss: 1.5229 | Train Acc: 0.6111
Average Train Accuracy: 0.7866
============ Train epoch 19 ============
denominator: 26572.30859375
 Site-art_painting                  | Train Loss: 1.2525 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.2786 | Train Acc: 0.7391
 Site-art_painting                  | Train Loss: 1.2299 | Train Acc: 0.8667
 Site-art_painting                  | Train Loss: 1.1508 | Train Acc: 0.8947
 Site-art_painting                  | Train Loss: 1.2403 | Train Acc: 0.7400
 Site-art_painting                  | Train Loss: 1.1598 | Train Acc: 0.8750
 Site-art_painting                  | Train Loss: 1.2226 | Train Acc: 0.8193
 Site-art_painting                  | Train Loss: 1.2297 | Train Acc: 0.8037
 Site-art_painting                  | Train Loss: 1.2021 | Train Acc: 0.7842
 Site-art_painting                  | Train Loss: 1.1941 | Train Acc: 0.8444
 Site-photo                         | Train Loss: 0.8720 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.9776 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.9204 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 0.9596 | Train Acc: 0.9773
 Site-photo                         | Train Loss: 0.8988 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 1.5929 | Train Acc: 0.5714
 Site-sketch                        | Train Loss: 1.6503 | Train Acc: 0.4437
 Site-cartoon                       | Train Loss: 1.5163 | Train Acc: 0.6111
Average Train Accuracy: 0.8182
 Best site-art_painting              | Epoch:19 | Val Acc: 0.7778
 Best site-art_painting              | Epoch:19 | Val Acc: 0.7391
 Best site-art_painting              | Epoch:19 | Val Acc: 0.8667
 Best site-art_painting              | Epoch:19 | Val Acc: 0.8947
 Best site-art_painting              | Epoch:19 | Val Acc: 0.7400
 Best site-art_painting              | Epoch:19 | Val Acc: 0.8750
 Best site-art_painting              | Epoch:19 | Val Acc: 0.8193
 Best site-art_painting              | Epoch:19 | Val Acc: 0.8037
 Best site-art_painting              | Epoch:19 | Val Acc: 0.7842
 Best site-art_painting              | Epoch:19 | Val Acc: 0.8444
 Best site-photo                     | Epoch:19 | Val Acc: 1.0000
 Best site-photo                     | Epoch:19 | Val Acc: 1.0000
 Best site-photo                     | Epoch:19 | Val Acc: 0.9796
 Best site-photo                     | Epoch:19 | Val Acc: 0.9773
 Best site-photo                     | Epoch:19 | Val Acc: 1.0000
 Best site-sketch                    | Epoch:19 | Val Acc: 0.5714
 Best site-sketch                    | Epoch:19 | Val Acc: 0.4437
 Best site-cartoon                   | Epoch:19 | Val Acc: 0.6111
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 20 ============
denominator: 25822.81640625
 Site-art_painting                  | Train Loss: 1.1662 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.2546 | Train Acc: 0.6957
 Site-art_painting                  | Train Loss: 1.2647 | Train Acc: 0.7667
 Site-art_painting                  | Train Loss: 1.0166 | Train Acc: 0.9211
 Site-art_painting                  | Train Loss: 1.2896 | Train Acc: 0.6600
 Site-art_painting                  | Train Loss: 1.0795 | Train Acc: 0.8594
 Site-art_painting                  | Train Loss: 1.2156 | Train Acc: 0.8072
 Site-art_painting                  | Train Loss: 1.1968 | Train Acc: 0.8318
 Site-art_painting                  | Train Loss: 1.2131 | Train Acc: 0.7482
 Site-art_painting                  | Train Loss: 1.1984 | Train Acc: 0.8000
 Site-photo                         | Train Loss: 0.8233 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.9558 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.8691 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.9291 | Train Acc: 0.9659
 Site-photo                         | Train Loss: 0.8483 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 1.5163 | Train Acc: 0.6429
 Site-sketch                        | Train Loss: 1.6426 | Train Acc: 0.4718
 Site-cartoon                       | Train Loss: 1.4695 | Train Acc: 0.6250
Average Train Accuracy: 0.8127
============ Train epoch 21 ============
denominator: 25571.87890625
 Site-art_painting                  | Train Loss: 1.0918 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.2749 | Train Acc: 0.5652
 Site-art_painting                  | Train Loss: 1.2276 | Train Acc: 0.7333
 Site-art_painting                  | Train Loss: 0.9525 | Train Acc: 0.9211
 Site-art_painting                  | Train Loss: 1.2045 | Train Acc: 0.7400
 Site-art_painting                  | Train Loss: 1.0910 | Train Acc: 0.8906
 Site-art_painting                  | Train Loss: 1.2190 | Train Acc: 0.8554
 Site-art_painting                  | Train Loss: 1.1429 | Train Acc: 0.8692
 Site-art_painting                  | Train Loss: 1.1458 | Train Acc: 0.8129
 Site-art_painting                  | Train Loss: 1.1863 | Train Acc: 0.7944
 Site-photo                         | Train Loss: 0.8024 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.8716 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.8479 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 0.9061 | Train Acc: 0.9545
 Site-photo                         | Train Loss: 0.8084 | Train Acc: 0.9936
 Site-sketch                        | Train Loss: 1.5303 | Train Acc: 0.5714
 Site-sketch                        | Train Loss: 1.6324 | Train Acc: 0.5141
 Site-cartoon                       | Train Loss: 1.4814 | Train Acc: 0.6111
Average Train Accuracy: 0.8133
============ Train epoch 22 ============
denominator: 25166.212890625
 Site-art_painting                  | Train Loss: 1.1368 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.1366 | Train Acc: 0.7391
 Site-art_painting                  | Train Loss: 1.1001 | Train Acc: 0.7667
 Site-art_painting                  | Train Loss: 1.0927 | Train Acc: 0.8947
 Site-art_painting                  | Train Loss: 1.1474 | Train Acc: 0.7600
 Site-art_painting                  | Train Loss: 1.0599 | Train Acc: 0.8750
 Site-art_painting                  | Train Loss: 1.1966 | Train Acc: 0.7831
 Site-art_painting                  | Train Loss: 1.1039 | Train Acc: 0.8224
 Site-art_painting                  | Train Loss: 1.1408 | Train Acc: 0.8129
 Site-art_painting                  | Train Loss: 1.1310 | Train Acc: 0.8111
 Site-photo                         | Train Loss: 0.7340 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.8998 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.8343 | Train Acc: 0.9592
 Site-photo                         | Train Loss: 0.8443 | Train Acc: 0.9773
 Site-photo                         | Train Loss: 0.7798 | Train Acc: 0.9936
 Site-sketch                        | Train Loss: 1.4860 | Train Acc: 0.5714
 Site-sketch                        | Train Loss: 1.6167 | Train Acc: 0.4930
 Site-cartoon                       | Train Loss: 1.4332 | Train Acc: 0.6250
Average Train Accuracy: 0.8177
============ Train epoch 23 ============
denominator: 24632.1953125
 Site-art_painting                  | Train Loss: 1.1209 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.2663 | Train Acc: 0.6087
 Site-art_painting                  | Train Loss: 1.1697 | Train Acc: 0.7333
 Site-art_painting                  | Train Loss: 1.0769 | Train Acc: 0.9474
 Site-art_painting                  | Train Loss: 1.2032 | Train Acc: 0.7400
 Site-art_painting                  | Train Loss: 1.0050 | Train Acc: 0.8750
 Site-art_painting                  | Train Loss: 1.1018 | Train Acc: 0.8434
 Site-art_painting                  | Train Loss: 1.1313 | Train Acc: 0.8131
 Site-art_painting                  | Train Loss: 1.1259 | Train Acc: 0.8201
 Site-art_painting                  | Train Loss: 1.1055 | Train Acc: 0.8500
 Site-photo                         | Train Loss: 0.6950 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.8342 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.8269 | Train Acc: 0.9592
 Site-photo                         | Train Loss: 0.8190 | Train Acc: 0.9545
 Site-photo                         | Train Loss: 0.7434 | Train Acc: 0.9873
 Site-sketch                        | Train Loss: 1.4850 | Train Acc: 0.7143
 Site-sketch                        | Train Loss: 1.5923 | Train Acc: 0.5141
 Site-cartoon                       | Train Loss: 1.4732 | Train Acc: 0.6528
Average Train Accuracy: 0.8248
 Best site-art_painting              | Epoch:23 | Val Acc: 0.8333
 Best site-art_painting              | Epoch:23 | Val Acc: 0.6087
 Best site-art_painting              | Epoch:23 | Val Acc: 0.7333
 Best site-art_painting              | Epoch:23 | Val Acc: 0.9474
 Best site-art_painting              | Epoch:23 | Val Acc: 0.7400
 Best site-art_painting              | Epoch:23 | Val Acc: 0.8750
 Best site-art_painting              | Epoch:23 | Val Acc: 0.8434
 Best site-art_painting              | Epoch:23 | Val Acc: 0.8131
 Best site-art_painting              | Epoch:23 | Val Acc: 0.8201
 Best site-art_painting              | Epoch:23 | Val Acc: 0.8500
 Best site-photo                     | Epoch:23 | Val Acc: 1.0000
 Best site-photo                     | Epoch:23 | Val Acc: 1.0000
 Best site-photo                     | Epoch:23 | Val Acc: 0.9592
 Best site-photo                     | Epoch:23 | Val Acc: 0.9545
 Best site-photo                     | Epoch:23 | Val Acc: 0.9873
 Best site-sketch                    | Epoch:23 | Val Acc: 0.7143
 Best site-sketch                    | Epoch:23 | Val Acc: 0.5141
 Best site-cartoon                   | Epoch:23 | Val Acc: 0.6528
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 24 ============
denominator: 23883.1171875
 Site-art_painting                  | Train Loss: 1.0259 | Train Acc: 0.8889
 Site-art_painting                  | Train Loss: 1.2076 | Train Acc: 0.6522
 Site-art_painting                  | Train Loss: 1.0910 | Train Acc: 0.8000
 Site-art_painting                  | Train Loss: 0.9470 | Train Acc: 0.9474
 Site-art_painting                  | Train Loss: 1.1238 | Train Acc: 0.7600
 Site-art_painting                  | Train Loss: 1.0040 | Train Acc: 0.9062
 Site-art_painting                  | Train Loss: 1.1401 | Train Acc: 0.7711
 Site-art_painting                  | Train Loss: 1.0572 | Train Acc: 0.8692
 Site-art_painting                  | Train Loss: 1.1057 | Train Acc: 0.8058
 Site-art_painting                  | Train Loss: 1.0677 | Train Acc: 0.8333
 Site-photo                         | Train Loss: 0.6839 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.7741 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.7383 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 0.7775 | Train Acc: 0.9773
 Site-photo                         | Train Loss: 0.7003 | Train Acc: 0.9936
 Site-sketch                        | Train Loss: 1.4903 | Train Acc: 0.7143
 Site-sketch                        | Train Loss: 1.6081 | Train Acc: 0.4859
 Site-cartoon                       | Train Loss: 1.4112 | Train Acc: 0.6389
Average Train Accuracy: 0.8346
 Best site-art_painting              | Epoch:24 | Val Acc: 0.8889
 Best site-art_painting              | Epoch:24 | Val Acc: 0.6522
 Best site-art_painting              | Epoch:24 | Val Acc: 0.8000
 Best site-art_painting              | Epoch:24 | Val Acc: 0.9474
 Best site-art_painting              | Epoch:24 | Val Acc: 0.7600
 Best site-art_painting              | Epoch:24 | Val Acc: 0.9062
 Best site-art_painting              | Epoch:24 | Val Acc: 0.7711
 Best site-art_painting              | Epoch:24 | Val Acc: 0.8692
 Best site-art_painting              | Epoch:24 | Val Acc: 0.8058
 Best site-art_painting              | Epoch:24 | Val Acc: 0.8333
 Best site-photo                     | Epoch:24 | Val Acc: 1.0000
