===2023-08-17 02:56:14===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    domain_num: 4
===2023-08-17 02:56:16===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    domain_num: 4
===2023-08-17 04:42:02===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    domain_num: 4
data_number=[18,23,30,38,50,64,83,107,139,180,15,28,49,88,157,14,142,72,
client_nums=[10,5,2,1,]
len_dataset=[1227,568,262,121,]
domain number = 4
============ Train epoch 0 ============
 Site-art_painting                  | Train Loss: 1.3586 | Train Acc: 0.8333
 Site-photo                         | Train Loss: 0.0155 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 0.7777 | Train Acc: 0.7143
 Site-sketch                        | Train Loss: 0.9163 | Train Acc: 0.6972
 Site-cartoon                       | Train Loss: 0.8541 | Train Acc: 0.6667
Average Train Accuracy: 0.9001
 Best site-art_painting              | Epoch:12 | Val Acc: 0.8889
 Best site-art_painting              | Epoch:12 | Val Acc: 0.8696
 Best site-art_painting              | Epoch:12 | Val Acc: 0.9000
 Best site-art_painting              | Epoch:12 | Val Acc: 0.9737
 Best site-art_painting              | Epoch:12 | Val Acc: 0.9200
 Best site-art_painting              | Epoch:12 | Val Acc: 0.9062
 Best site-art_painting              | Epoch:12 | Val Acc: 0.9157
 Best site-art_painting              | Epoch:12 | Val Acc: 0.9439
 Best site-art_painting              | Epoch:12 | Val Acc: 0.9424
 Best site-art_painting              | Epoch:12 | Val Acc: 0.9389
 Best site-photo                     | Epoch:12 | Val Acc: 1.0000
 Best site-photo                     | Epoch:12 | Val Acc: 1.0000
 Best site-photo                     | Epoch:12 | Val Acc: 0.9592
 Best site-photo                     | Epoch:12 | Val Acc: 0.9659
 Best site-photo                     | Epoch:12 | Val Acc: 1.0000
 Best site-sketch                    | Epoch:12 | Val Acc: 0.7143
 Best site-sketch                    | Epoch:12 | Val Acc: 0.6972
 Best site-cartoon                   | Epoch:12 | Val Acc: 0.6667
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/harmo-fl...
============ Train epoch 13 ============
 Site-art_painting                  | Train Loss: 0.3271 | Train Acc: 0.9444
 Site-art_painting                  | Train Loss: 0.4887 | Train Acc: 0.8261
 Site-art_painting                  | Train Loss: 0.4437 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.2778 | Train Acc: 0.8947
 Site-art_painting                  | Train Loss: 0.3453 | Train Acc: 0.9200
 Site-art_painting                  | Train Loss: 0.2570 | Train Acc: 0.9531
 Site-art_painting                  | Train Loss: 0.2411 | Train Acc: 0.9639
 Site-art_painting                  | Train Loss: 0.2367 | Train Acc: 0.9346
 Site-art_painting                  | Train Loss: 0.1742 | Train Acc: 0.9712
 Site-art_painting                  | Train Loss: 0.2326 | Train Acc: 0.9389
 Site-photo                         | Train Loss: 0.0039 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0496 | Train Acc: 0.9643
 Site-photo                         | Train Loss: 0.0183 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0739 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 0.0110 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 0.8093 | Train Acc: 0.7857
 Site-sketch                        | Train Loss: 0.8915 | Train Acc: 0.6690
 Site-cartoon                       | Train Loss: 0.8884 | Train Acc: 0.6667
Average Train Accuracy: 0.9067
 Best site-art_painting              | Epoch:13 | Val Acc: 0.9444
 Best site-art_painting              | Epoch:13 | Val Acc: 0.8261
 Best site-art_painting              | Epoch:13 | Val Acc: 0.9000
 Best site-art_painting              | Epoch:13 | Val Acc: 0.8947
 Best site-art_painting              | Epoch:13 | Val Acc: 0.9200
 Best site-art_painting              | Epoch:13 | Val Acc: 0.9531
 Best site-art_painting              | Epoch:13 | Val Acc: 0.9639
 Best site-art_painting              | Epoch:13 | Val Acc: 0.9346
 Best site-art_painting              | Epoch:13 | Val Acc: 0.9712
 Best site-art_painting              | Epoch:13 | Val Acc: 0.9389
 Best site-photo                     | Epoch:13 | Val Acc: 1.0000
 Best site-photo                     | Epoch:13 | Val Acc: 0.9643
 Best site-photo                     | Epoch:13 | Val Acc: 1.0000
 Best site-photo                     | Epoch:13 | Val Acc: 0.9886
 Best site-photo                     | Epoch:13 | Val Acc: 1.0000
 Best site-sketch                    | Epoch:13 | Val Acc: 0.7857
 Best site-sketch                    | Epoch:13 | Val Acc: 0.6690
 Best site-cartoon                   | Epoch:13 | Val Acc: 0.6667
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/harmo-fl...
============ Train epoch 14 ============
 Site-art_painting                  | Train Loss: 0.3733 | Train Acc: 0.8889
 Site-art_painting                  | Train Loss: 0.4025 | Train Acc: 0.8261
 Site-art_painting                  | Train Loss: 0.5498 | Train Acc: 0.8667
 Site-art_painting                  | Train Loss: 0.1358 | Train Acc: 0.9211
 Site-art_painting                  | Train Loss: 0.3282 | Train Acc: 0.9200
 Site-art_painting                  | Train Loss: 0.2043 | Train Acc: 0.9688
 Site-art_painting                  | Train Loss: 0.2520 | Train Acc: 0.9639
 Site-art_painting                  | Train Loss: 0.2498 | Train Acc: 0.9252
 Site-art_painting                  | Train Loss: 0.1894 | Train Acc: 0.9928
 Site-art_painting                  | Train Loss: 0.2090 | Train Acc: 0.9556
 Site-photo                         | Train Loss: 0.0037 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0469 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0368 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 0.1237 | Train Acc: 0.9773
 Site-photo                         | Train Loss: 0.0074 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 0.7799 | Train Acc: 0.7857
 Site-sketch                        | Train Loss: 0.8462 | Train Acc: 0.7676
 Site-cartoon                       | Train Loss: 0.9468 | Train Acc: 0.6389
Average Train Accuracy: 0.9099
 Best site-art_painting              | Epoch:14 | Val Acc: 0.8889
 Best site-art_painting              | Epoch:14 | Val Acc: 0.8261
 Best site-art_painting              | Epoch:14 | Val Acc: 0.8667
 Best site-art_painting              | Epoch:14 | Val Acc: 0.9211
 Best site-art_painting              | Epoch:14 | Val Acc: 0.9200
 Best site-art_painting              | Epoch:14 | Val Acc: 0.9688
 Best site-art_painting              | Epoch:14 | Val Acc: 0.9639
 Best site-art_painting              | Epoch:14 | Val Acc: 0.9252
 Best site-art_painting              | Epoch:14 | Val Acc: 0.9928
 Best site-art_painting              | Epoch:14 | Val Acc: 0.9556
 Best site-photo                     | Epoch:14 | Val Acc: 1.0000
 Best site-photo                     | Epoch:14 | Val Acc: 1.0000
 Best site-photo                     | Epoch:14 | Val Acc: 0.9796
 Best site-photo                     | Epoch:14 | Val Acc: 0.9773
 Best site-photo                     | Epoch:14 | Val Acc: 1.0000
 Best site-sketch                    | Epoch:14 | Val Acc: 0.7857
 Best site-sketch                    | Epoch:14 | Val Acc: 0.7676
 Best site-cartoon                   | Epoch:14 | Val Acc: 0.6389
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/harmo-fl...
============ Train epoch 15 ============
 Site-art_painting                  | Train Loss: 0.3096 | Train Acc: 0.9444
 Site-art_painting                  | Train Loss: 0.3954 | Train Acc: 0.8261
 Site-art_painting                  | Train Loss: 0.5907 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 0.2019 | Train Acc: 0.9474
 Site-art_painting                  | Train Loss: 0.3935 | Train Acc: 0.9200
 Site-art_painting                  | Train Loss: 0.2006 | Train Acc: 0.9688
 Site-art_painting                  | Train Loss: 0.3039 | Train Acc: 0.9157
 Site-art_painting                  | Train Loss: 0.1662 | Train Acc: 0.9626
 Site-art_painting                  | Train Loss: 0.2359 | Train Acc: 0.9209
 Site-art_painting                  | Train Loss: 0.1907 | Train Acc: 0.9722
 Site-photo                         | Train Loss: 0.0030 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0415 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0204 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0823 | Train Acc: 0.9773
 Site-photo                         | Train Loss: 0.0059 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 0.7836 | Train Acc: 0.7143
 Site-sketch                        | Train Loss: 0.8351 | Train Acc: 0.6831
 Site-cartoon                       | Train Loss: 0.6894 | Train Acc: 0.7639
Average Train Accuracy: 0.9083
============ Train epoch 16 ============
 Site-art_painting                  | Train Loss: 0.3202 | Train Acc: 0.9444
 Site-art_painting                  | Train Loss: 0.5279 | Train Acc: 0.7826
 Site-art_painting                  | Train Loss: 0.3131 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.1124 | Train Acc: 0.9474
 Site-art_painting                  | Train Loss: 0.2791 | Train Acc: 0.9400
 Site-art_painting                  | Train Loss: 0.2204 | Train Acc: 0.9531
 Site-art_painting                  | Train Loss: 0.2449 | Train Acc: 0.9277
 Site-art_painting                  | Train Loss: 0.2446 | Train Acc: 0.9252
 Site-art_painting                  | Train Loss: 0.1939 | Train Acc: 0.9496
 Site-art_painting                  | Train Loss: 0.2201 | Train Acc: 0.9611
 Site-photo                         | Train Loss: 0.0038 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0292 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0078 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1057 | Train Acc: 0.9659
 Site-photo                         | Train Loss: 0.0053 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 0.9544 | Train Acc: 0.7143
 Site-sketch                        | Train Loss: 0.7657 | Train Acc: 0.7394
 Site-cartoon                       | Train Loss: 0.9506 | Train Acc: 0.7083
Average Train Accuracy: 0.9088
============ Train epoch 17 ============
 Site-art_painting                  | Train Loss: 0.3260 | Train Acc: 0.9444
 Site-art_painting                  | Train Loss: 0.4577 | Train Acc: 0.8696
 Site-art_painting                  | Train Loss: 0.3825 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.0836 | Train Acc: 0.9737
 Site-art_painting                  | Train Loss: 0.3088 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.1584 | Train Acc: 0.9688
 Site-art_painting                  | Train Loss: 0.2637 | Train Acc: 0.9398
 Site-art_painting                  | Train Loss: 0.2209 | Train Acc: 0.9626
 Site-art_painting                  | Train Loss: 0.2201 | Train Acc: 0.9424
 Site-art_painting                  | Train Loss: 0.1919 | Train Acc: 0.9500
 Site-photo                         | Train Loss: 0.0031 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0302 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0090 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0251 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 0.0306 | Train Acc: 0.9936
 Site-sketch                        | Train Loss: 0.9382 | Train Acc: 0.6429
 Site-sketch                        | Train Loss: 0.8162 | Train Acc: 0.7113
 Site-cartoon                       | Train Loss: 0.8173 | Train Acc: 0.7083
Average Train Accuracy: 0.9109
 Best site-art_painting              | Epoch:17 | Val Acc: 0.9444
 Best site-art_painting              | Epoch:17 | Val Acc: 0.8696
 Best site-art_painting              | Epoch:17 | Val Acc: 0.9000
 Best site-art_painting              | Epoch:17 | Val Acc: 0.9737
 Best site-art_painting              | Epoch:17 | Val Acc: 0.9000
 Best site-art_painting              | Epoch:17 | Val Acc: 0.9688
 Best site-art_painting              | Epoch:17 | Val Acc: 0.9398
 Best site-art_painting              | Epoch:17 | Val Acc: 0.9626
 Best site-art_painting              | Epoch:17 | Val Acc: 0.9424
 Best site-art_painting              | Epoch:17 | Val Acc: 0.9500
 Best site-photo                     | Epoch:17 | Val Acc: 1.0000
 Best site-photo                     | Epoch:17 | Val Acc: 1.0000
 Best site-photo                     | Epoch:17 | Val Acc: 1.0000
 Best site-photo                     | Epoch:17 | Val Acc: 0.9886
 Best site-photo                     | Epoch:17 | Val Acc: 0.9936
 Best site-sketch                    | Epoch:17 | Val Acc: 0.6429
 Best site-sketch                    | Epoch:17 | Val Acc: 0.7113
 Best site-cartoon                   | Epoch:17 | Val Acc: 0.7083
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/harmo-fl...
============ Train epoch 18 ============
 Site-art_painting                  | Train Loss: 0.3047 | Train Acc: 0.8889
 Site-art_painting                  | Train Loss: 0.3619 | Train Acc: 0.8261
 Site-art_painting                  | Train Loss: 0.3722 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.1665 | Train Acc: 0.9474
 Site-art_painting                  | Train Loss: 0.2491 | Train Acc: 0.9400
 Site-art_painting                  | Train Loss: 0.2534 | Train Acc: 0.9219
 Site-art_painting                  | Train Loss: 0.2725 | Train Acc: 0.9639
 Site-art_painting                  | Train Loss: 0.2319 | Train Acc: 0.9252
 Site-art_painting                  | Train Loss: 0.1975 | Train Acc: 0.9496
 Site-art_painting                  | Train Loss: 0.2006 | Train Acc: 0.9667
 Site-photo                         | Train Loss: 0.0024 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0308 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0479 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 0.0490 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 0.0096 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 0.8128 | Train Acc: 0.6429
 Site-sketch                        | Train Loss: 0.7947 | Train Acc: 0.7394
 Site-cartoon                       | Train Loss: 0.9372 | Train Acc: 0.6944
Average Train Accuracy: 0.9041
============ Train epoch 19 ============
 Site-art_painting                  | Train Loss: 0.3055 | Train Acc: 0.9444
 Site-art_painting                  | Train Loss: 0.2955 | Train Acc: 0.9565
 Site-art_painting                  | Train Loss: 0.3709 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.1860 | Train Acc: 0.9474
 Site-art_painting                  | Train Loss: 0.2997 | Train Acc: 0.9200
 Site-art_painting                  | Train Loss: 0.1598 | Train Acc: 0.9375
 Site-art_painting                  | Train Loss: 0.1903 | Train Acc: 0.9639
 Site-art_painting                  | Train Loss: 0.2211 | Train Acc: 0.9346
 Site-art_painting                  | Train Loss: 0.2194 | Train Acc: 0.9424
 Site-art_painting                  | Train Loss: 0.1616 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0015 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0384 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0184 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0759 | Train Acc: 0.9773
 Site-photo                         | Train Loss: 0.0035 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 0.8675 | Train Acc: 0.7143
 Site-sketch                        | Train Loss: 0.7700 | Train Acc: 0.7606
 Site-cartoon                       | Train Loss: 1.0797 | Train Acc: 0.6528
Average Train Accuracy: 0.9164
 Best site-art_painting              | Epoch:19 | Val Acc: 0.9444
 Best site-art_painting              | Epoch:19 | Val Acc: 0.9565
 Best site-art_painting              | Epoch:19 | Val Acc: 0.9000
 Best site-art_painting              | Epoch:19 | Val Acc: 0.9474
 Best site-art_painting              | Epoch:19 | Val Acc: 0.9200
 Best site-art_painting              | Epoch:19 | Val Acc: 0.9375
 Best site-art_painting              | Epoch:19 | Val Acc: 0.9639
 Best site-art_painting              | Epoch:19 | Val Acc: 0.9346
 Best site-art_painting              | Epoch:19 | Val Acc: 0.9424
 Best site-art_painting              | Epoch:19 | Val Acc: 0.9444
 Best site-photo                     | Epoch:19 | Val Acc: 1.0000
 Best site-photo                     | Epoch:19 | Val Acc: 1.0000
 Best site-photo                     | Epoch:19 | Val Acc: 1.0000
 Best site-photo                     | Epoch:19 | Val Acc: 0.9773
 Best site-photo                     | Epoch:19 | Val Acc: 1.0000
 Best site-sketch                    | Epoch:19 | Val Acc: 0.7143
 Best site-sketch                    | Epoch:19 | Val Acc: 0.7606
 Best site-cartoon                   | Epoch:19 | Val Acc: 0.6528
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/harmo-fl...
============ Train epoch 20 ============
 Site-art_painting                  | Train Loss: 0.3607 | Train Acc: 0.8889
 Site-art_painting                  | Train Loss: 0.5439 | Train Acc: 0.8696
 Site-art_painting                  | Train Loss: 0.4562 | Train Acc: 0.8667
 Site-art_painting                  | Train Loss: 0.1570 | Train Acc: 0.9211
 Site-art_painting                  | Train Loss: 0.2464 | Train Acc: 0.9200
 Site-art_painting                  | Train Loss: 0.2500 | Train Acc: 0.9219
 Site-art_painting                  | Train Loss: 0.2592 | Train Acc: 0.9398
 Site-art_painting                  | Train Loss: 0.1725 | Train Acc: 0.9533
 Site-art_painting                  | Train Loss: 0.1755 | Train Acc: 0.9784
 Site-art_painting                  | Train Loss: 0.2175 | Train Acc: 0.9667
 Site-photo                         | Train Loss: 0.0026 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0122 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0033 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1103 | Train Acc: 0.9659
 Site-photo                         | Train Loss: 0.0029 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 0.8212 | Train Acc: 0.7857
 Site-sketch                        | Train Loss: 0.7677 | Train Acc: 0.7324
 Site-cartoon                       | Train Loss: 0.8184 | Train Acc: 0.6806
Average Train Accuracy: 0.9106
============ Train epoch 21 ============
 Site-art_painting                  | Train Loss: 0.3800 | Train Acc: 0.8889
 Site-art_painting                  | Train Loss: 0.3525 | Train Acc: 0.9130
 Site-art_painting                  | Train Loss: 0.3100 | Train Acc: 0.9333
 Site-art_painting                  | Train Loss: 0.1446 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.2999 | Train Acc: 0.9400
 Site-art_painting                  | Train Loss: 0.1898 | Train Acc: 0.9375
 Site-art_painting                  | Train Loss: 0.2680 | Train Acc: 0.9518
 Site-art_painting                  | Train Loss: 0.1548 | Train Acc: 0.9720
 Site-art_painting                  | Train Loss: 0.1523 | Train Acc: 0.9640
 Site-art_painting                  | Train Loss: 0.1473 | Train Acc: 0.9722
 Site-photo                         | Train Loss: 0.0012 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0361 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0340 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0603 | Train Acc: 0.9773
 Site-photo                         | Train Loss: 0.0031 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 0.8741 | Train Acc: 0.6429
 Site-sketch                        | Train Loss: 0.8824 | Train Acc: 0.6972
 Site-cartoon                       | Train Loss: 0.8652 | Train Acc: 0.7083
Average Train Accuracy: 0.9166
 Best site-art_painting              | Epoch:21 | Val Acc: 0.8889
 Best site-art_painting              | Epoch:21 | Val Acc: 0.9130
 Best site-art_painting              | Epoch:21 | Val Acc: 0.9333
 Best site-art_painting              | Epoch:21 | Val Acc: 1.0000
 Best site-art_painting              | Epoch:21 | Val Acc: 0.9400
 Best site-art_painting              | Epoch:21 | Val Acc: 0.9375
 Best site-art_painting              | Epoch:21 | Val Acc: 0.9518
 Best site-art_painting              | Epoch:21 | Val Acc: 0.9720
 Best site-art_painting              | Epoch:21 | Val Acc: 0.9640
 Best site-art_painting              | Epoch:21 | Val Acc: 0.9722
 Best site-photo                     | Epoch:21 | Val Acc: 1.0000
 Best site-photo                     | Epoch:21 | Val Acc: 1.0000
 Best site-photo                     | Epoch:21 | Val Acc: 1.0000
 Best site-photo                     | Epoch:21 | Val Acc: 0.9773
 Best site-photo                     | Epoch:21 | Val Acc: 1.0000
 Best site-sketch                    | Epoch:21 | Val Acc: 0.6429
 Best site-sketch                    | Epoch:21 | Val Acc: 0.6972
 Best site-cartoon                   | Epoch:21 | Val Acc: 0.7083
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/harmo-fl...
============ Train epoch 22 ============
 Site-art_painting                  | Train Loss: 0.3458 | Train Acc: 0.9444
 Site-art_painting                  | Train Loss: 0.4964 | Train Acc: 0.7826
 Site-art_painting                  | Train Loss: 0.3476 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.3327 | Train Acc: 0.8684
 Site-art_painting                  | Train Loss: 0.1931 | Train Acc: 0.9800
 Site-art_painting                  | Train Loss: 0.2109 | Train Acc: 0.9219
 Site-art_painting                  | Train Loss: 0.3179 | Train Acc: 0.8916
 Site-art_painting                  | Train Loss: 0.1773 | Train Acc: 0.9626
 Site-art_painting                  | Train Loss: 0.1587 | Train Acc: 0.9784
 Site-art_painting                  | Train Loss: 0.1446 | Train Acc: 0.9722
 Site-photo                         | Train Loss: 0.0011 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0675 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0110 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0850 | Train Acc: 0.9773
 Site-photo                         | Train Loss: 0.0029 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 0.8226 | Train Acc: 0.7143
 Site-sketch                        | Train Loss: 0.7202 | Train Acc: 0.8169
 Site-cartoon                       | Train Loss: 0.8617 | Train Acc: 0.6806
Average Train Accuracy: 0.9106
============ Train epoch 23 ============
 Site-art_painting                  | Train Loss: 0.3211 | Train Acc: 0.8889
 Site-art_painting                  | Train Loss: 0.4682 | Train Acc: 0.8261
 Site-art_painting                  | Train Loss: 0.4187 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.0564 | Train Acc: 0.9737
 Site-art_painting                  | Train Loss: 0.2874 | Train Acc: 0.8800
 Site-art_painting                  | Train Loss: 0.1395 | Train Acc: 0.9844
 Site-art_painting                  | Train Loss: 0.1862 | Train Acc: 0.9639
 Site-art_painting                  | Train Loss: 0.1528 | Train Acc: 0.9533
 Site-art_painting                  | Train Loss: 0.1566 | Train Acc: 0.9640
 Site-art_painting                  | Train Loss: 0.1455 | Train Acc: 0.9944
 Site-photo                         | Train Loss: 0.0010 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0171 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0140 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1192 | Train Acc: 0.9659
 Site-photo                         | Train Loss: 0.0029 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 0.6373 | Train Acc: 0.7857
 Site-sketch                        | Train Loss: 0.7477 | Train Acc: 0.7535
 Site-cartoon                       | Train Loss: 0.7288 | Train Acc: 0.6806
Average Train Accuracy: 0.9175
 Best site-art_painting              | Epoch:23 | Val Acc: 0.8889
 Best site-art_painting              | Epoch:23 | Val Acc: 0.8261
 Best site-art_painting              | Epoch:23 | Val Acc: 0.9000
 Best site-art_painting              | Epoch:23 | Val Acc: 0.9737
 Best site-art_painting              | Epoch:23 | Val Acc: 0.8800
 Best site-art_painting              | Epoch:23 | Val Acc: 0.9844
 Best site-art_painting              | Epoch:23 | Val Acc: 0.9639
 Best site-art_painting              | Epoch:23 | Val Acc: 0.9533
 Best site-art_painting              | Epoch:23 | Val Acc: 0.9640
 Best site-art_painting              | Epoch:23 | Val Acc: 0.9944
 Best site-photo                     | Epoch:23 | Val Acc: 1.0000
 Best site-photo                     | Epoch:23 | Val Acc: 1.0000
 Best site-photo                     | Epoch:23 | Val Acc: 1.0000
 Best site-photo                     | Epoch:23 | Val Acc: 0.9659
 Best site-photo                     | Epoch:23 | Val Acc: 1.0000
 Best site-sketch                    | Epoch:23 | Val Acc: 0.7857
 Best site-sketch                    | Epoch:23 | Val Acc: 0.7535
 Best site-cartoon                   | Epoch:23 | Val Acc: 0.6806
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/harmo-fl...
============ Train epoch 24 ============
 Site-art_painting                  | Train Loss: 0.2296 | Train Acc: 0.9444
 Site-art_painting                  | Train Loss: 0.3798 | Train Acc: 0.8696
 Site-art_painting                  | Train Loss: 0.5076 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.3016 | Train Acc: 0.8947
 Site-art_painting                  | Train Loss: 0.2365 | Train Acc: 0.9600
 Site-art_painting                  | Train Loss: 0.1548 | Train Acc: 0.9531
 Site-art_painting                  | Train Loss: 0.2221 | Train Acc: 0.9759
 Site-art_painting                  | Train Loss: 0.1640 | Train Acc: 0.9439
 Site-art_painting                  | Train Loss: 0.1586 | Train Acc: 0.9496
 Site-art_painting                  | Train Loss: 0.1277 | Train Acc: 0.9889
 Site-photo                         | Train Loss: 0.0024 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0443 | Train Acc: 0.9643
 Site-photo                         | Train Loss: 0.0040 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1147 | Train Acc: 0.9773
 Site-photo                         | Train Loss: 0.0097 | Train Acc: 0.9936
 Site-sketch                        | Train Loss: 0.7977 | Train Acc: 0.6429
 Site-sketch                        | Train Loss: 0.7624 | Train Acc: 0.7746
 Site-cartoon                       | Train Loss: 0.7461 | Train Acc: 0.7083
Average Train Accuracy: 0.9134
============ Train epoch 25 ============
 Site-art_painting                  | Train Loss: 0.3567 | Train Acc: 0.9444
 Site-art_painting                  | Train Loss: 0.3977 | Train Acc: 0.8261
 Site-art_painting                  | Train Loss: 0.3636 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.0619 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.1805 | Train Acc: 0.9400
 Site-art_painting                  | Train Loss: 0.1964 | Train Acc: 0.9219
 Site-art_painting                  | Train Loss: 0.2878 | Train Acc: 0.9036
 Site-art_painting                  | Train Loss: 0.2180 | Train Acc: 0.9626
 Site-art_painting                  | Train Loss: 0.1442 | Train Acc: 0.9712
 Site-art_painting                  | Train Loss: 0.1552 | Train Acc: 0.9611
 Site-photo                         | Train Loss: 0.0011 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0368 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0023 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0429 | Train Acc: 0.9773
 Site-photo                         | Train Loss: 0.0119 | Train Acc: 0.9936
 Site-sketch                        | Train Loss: 0.7581 | Train Acc: 0.7857
 Site-sketch                        | Train Loss: 0.7367 | Train Acc: 0.7324
 Site-cartoon                       | Train Loss: 0.7442 | Train Acc: 0.6944
Average Train Accuracy: 0.9175
 Best site-art_painting              | Epoch:25 | Val Acc: 0.9444
 Best site-art_painting              | Epoch:25 | Val Acc: 0.8261
 Best site-art_painting              | Epoch:25 | Val Acc: 0.9000
 Best site-art_painting              | Epoch:25 | Val Acc: 1.0000
 Best site-art_painting              | Epoch:25 | Val Acc: 0.9400
 Best site-art_painting              | Epoch:25 | Val Acc: 0.9219
 Best site-art_painting              | Epoch:25 | Val Acc: 0.9036
 Best site-art_painting              | Epoch:25 | Val Acc: 0.9626
 Best site-art_painting              | Epoch:25 | Val Acc: 0.9712
 Best site-art_painting              | Epoch:25 | Val Acc: 0.9611
 Best site-photo                     | Epoch:25 | Val Acc: 1.0000
 Best site-photo                     | Epoch:25 | Val Acc: 1.0000
 Best site-photo                     | Epoch:25 | Val Acc: 1.0000
 Best site-photo                     | Epoch:25 | Val Acc: 0.9773
 Best site-photo                     | Epoch:25 | Val Acc: 0.9936
 Best site-sketch                    | Epoch:25 | Val Acc: 0.7857
 Best site-sketch                    | Epoch:25 | Val Acc: 0.7324
 Best site-cartoon                   | Epoch:25 | Val Acc: 0.6944
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/harmo-fl...
