===2023-06-29 18:52:12===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[6,12,21,38,70,126,227,409,736,1325,40,72,129,233,420,756,151,273,491,181,327,282,
client_nums=[10,6,3,2,1,]
len_dataset=[3719,2066,1147,637,353,]
domain number = 5
============ Train epoch 0 ============
cnt=[10, 6, 3, 2, 1, ]
cnt=[6, 10, 3, 1, 2, ]
 Site-USPS                          | Train Loss: 1.4603 | Train Acc: 0.8333
 Best site-USPS                      | Epoch:5 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:5 | Val Acc: 0.9355
 Best site-USPS                      | Epoch:5 | Val Acc: 0.8929
 Best site-USPS                      | Epoch:5 | Val Acc: 0.9216
 Best site-USPS                      | Epoch:5 | Val Acc: 0.9126
 Best site-USPS                      | Epoch:5 | Val Acc: 0.9063
 Best site-MNIST                     | Epoch:5 | Val Acc: 0.7000
 Best site-MNIST                     | Epoch:5 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:5 | Val Acc: 0.8438
 Best site-MNIST                     | Epoch:5 | Val Acc: 0.8103
 Best site-MNIST                     | Epoch:5 | Val Acc: 0.8667
 Best site-MNIST                     | Epoch:5 | Val Acc: 0.8624
 Best site-SynthDigits               | Epoch:5 | Val Acc: 0.4324
 Best site-SynthDigits               | Epoch:5 | Val Acc: 0.3971
 Best site-SynthDigits               | Epoch:5 | Val Acc: 0.4098
 Best site-SVHN                      | Epoch:5 | Val Acc: 0.3333
 Best site-SVHN                      | Epoch:5 | Val Acc: 0.2840
 Best site-MNIST_M                   | Epoch:5 | Val Acc: 0.2857
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1_shuffle/only_dcnet...
============ Train epoch 6 ============
cnt=[2, 10, 6, 1, 3, ]
cnt=[3, 1, 6, 3, 9, ]
 Site-USPS                          | Train Loss: 0.3202 | Train Acc: 1.0000
 Site-USPS                          | Train Loss: 0.2756 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.4340 | Train Acc: 0.8571
 Site-USPS                          | Train Loss: 0.4036 | Train Acc: 0.9211
 Site-USPS                          | Train Loss: 0.2295 | Train Acc: 0.9429
 Site-USPS                          | Train Loss: 0.3651 | Train Acc: 0.9206
 Site-USPS                          | Train Loss: 0.4573 | Train Acc: 0.9119
 Site-USPS                          | Train Loss: 0.3856 | Train Acc: 0.9169
 Site-USPS                          | Train Loss: 0.4013 | Train Acc: 0.9144
 Site-USPS                          | Train Loss: 0.3616 | Train Acc: 0.9223
 Site-MNIST                         | Train Loss: 0.6278 | Train Acc: 0.8250
 Site-MNIST                         | Train Loss: 0.6877 | Train Acc: 0.8194
 Site-MNIST                         | Train Loss: 0.6994 | Train Acc: 0.8295
 Site-MNIST                         | Train Loss: 0.6219 | Train Acc: 0.8541
 Site-MNIST                         | Train Loss: 0.7016 | Train Acc: 0.8190
 Site-MNIST                         | Train Loss: 0.6751 | Train Acc: 0.8360
 Site-SynthDigits                   | Train Loss: 1.6242 | Train Acc: 0.4636
 Site-SynthDigits                   | Train Loss: 1.5971 | Train Acc: 0.4359
 Site-SynthDigits                   | Train Loss: 1.5048 | Train Acc: 0.4766
 Site-SVHN                          | Train Loss: 2.0421 | Train Acc: 0.2265
 Site-SVHN                          | Train Loss: 1.8847 | Train Acc: 0.3211
 Site-MNIST_M                       | Train Loss: 1.9934 | Train Acc: 0.3227
Average Train Accuracy: 0.7479
 Site-USPS                          | Val  Loss: 1.2557 | Val  Acc: 0.0000
 Site-USPS                          | Val  Loss: 0.7962 | Val  Acc: 0.6667
 Site-USPS                          | Val  Loss: 0.7616 | Val  Acc: 0.8000
 Site-USPS                          | Val  Loss: 0.4072 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3758 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.3234 | Val  Acc: 0.9355
 Site-USPS                          | Val  Loss: 0.3591 | Val  Acc: 0.8929
 Site-USPS                          | Val  Loss: 0.3427 | Val  Acc: 0.9118
 Site-USPS                          | Val  Loss: 0.3736 | Val  Acc: 0.9126
 Site-USPS                          | Val  Loss: 0.3825 | Val  Acc: 0.9063
 Site-MNIST                         | Val  Loss: 0.7863 | Val  Acc: 0.7000
 Site-MNIST                         | Val  Loss: 0.6126 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.5859 | Val  Acc: 0.8438
 Site-MNIST                         | Val  Loss: 0.6786 | Val  Acc: 0.8103
 Site-MNIST                         | Val  Loss: 0.6343 | Val  Acc: 0.8571
 Site-MNIST                         | Val  Loss: 0.6007 | Val  Acc: 0.8677
 Site-SynthDigits                   | Val  Loss: 1.6659 | Val  Acc: 0.5135
 Site-SynthDigits                   | Val  Loss: 1.5884 | Val  Acc: 0.4853
 Site-SynthDigits                   | Val  Loss: 1.6023 | Val  Acc: 0.4426
 Site-SVHN                          | Val  Loss: 1.9304 | Val  Acc: 0.3333
 Site-SVHN                          | Val  Loss: 1.8802 | Val  Acc: 0.2840
 Site-MNIST_M                       | Val  Loss: 2.1530 | Val  Acc: 0.3143
Average Valid Accuracy: 0.6908
 Best site-USPS                      | Epoch:6 | Val Acc: 0.0000
 Best site-USPS                      | Epoch:6 | Val Acc: 0.6667
 Best site-USPS                      | Epoch:6 | Val Acc: 0.8000
 Best site-USPS                      | Epoch:6 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:6 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:6 | Val Acc: 0.9355
 Best site-USPS                      | Epoch:6 | Val Acc: 0.8929
 Best site-USPS                      | Epoch:6 | Val Acc: 0.9118
 Best site-USPS                      | Epoch:6 | Val Acc: 0.9126
 Best site-USPS                      | Epoch:6 | Val Acc: 0.9063
 Best site-MNIST                     | Epoch:6 | Val Acc: 0.7000
 Best site-MNIST                     | Epoch:6 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:6 | Val Acc: 0.8438
 Best site-MNIST                     | Epoch:6 | Val Acc: 0.8103
 Best site-MNIST                     | Epoch:6 | Val Acc: 0.8571
 Best site-MNIST                     | Epoch:6 | Val Acc: 0.8677
 Best site-SynthDigits               | Epoch:6 | Val Acc: 0.5135
 Best site-SynthDigits               | Epoch:6 | Val Acc: 0.4853
 Best site-SynthDigits               | Epoch:6 | Val Acc: 0.4426
 Best site-SVHN                      | Epoch:6 | Val Acc: 0.3333
 Best site-SVHN                      | Epoch:6 | Val Acc: 0.2840
 Best site-MNIST_M                   | Epoch:6 | Val Acc: 0.3143
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1_shuffle/only_dcnet...
============ Train epoch 7 ============
cnt=[10, 6, 2, 1, 3, ]
cnt=[3, 10, 2, 6, 1, ]
 Site-USPS                          | Train Loss: 0.2856 | Train Acc: 1.0000
 Site-USPS                          | Train Loss: 0.2461 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.4138 | Train Acc: 0.8095
 Site-USPS                          | Train Loss: 0.3743 | Train Acc: 0.9211
 Site-USPS                          | Train Loss: 0.2288 | Train Acc: 0.9429
 Site-USPS                          | Train Loss: 0.3257 | Train Acc: 0.9444
 Site-USPS                          | Train Loss: 0.3908 | Train Acc: 0.9163
 Site-USPS                          | Train Loss: 0.3493 | Train Acc: 0.9144
 Site-USPS                          | Train Loss: 0.3621 | Train Acc: 0.9185
 Site-USPS                          | Train Loss: 0.3246 | Train Acc: 0.9306
 Site-MNIST                         | Train Loss: 0.5792 | Train Acc: 0.8500
 Site-MNIST                         | Train Loss: 0.6063 | Train Acc: 0.8472
 Site-MNIST                         | Train Loss: 0.5524 | Train Acc: 0.8450
 Site-MNIST                         | Train Loss: 0.5556 | Train Acc: 0.8712
 Site-MNIST                         | Train Loss: 0.6525 | Train Acc: 0.8238
 Site-MNIST                         | Train Loss: 0.6285 | Train Acc: 0.8505
 Site-SynthDigits                   | Train Loss: 1.5300 | Train Acc: 0.4901
 Site-SynthDigits                   | Train Loss: 1.5441 | Train Acc: 0.4542
 Site-SynthDigits                   | Train Loss: 1.4359 | Train Acc: 0.5214
 Site-SVHN                          | Train Loss: 2.0258 | Train Acc: 0.2376
 Site-SVHN                          | Train Loss: 1.9478 | Train Acc: 0.3272
 Site-MNIST_M                       | Train Loss: 1.9518 | Train Acc: 0.3227
Average Train Accuracy: 0.7571
 Site-USPS                          | Val  Loss: 1.1461 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.7581 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.6954 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3698 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3274 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.2882 | Val  Acc: 0.9355
 Site-USPS                          | Val  Loss: 0.3271 | Val  Acc: 0.8929
 Site-USPS                          | Val  Loss: 0.3142 | Val  Acc: 0.9216
 Site-USPS                          | Val  Loss: 0.3402 | Val  Acc: 0.9126
 Site-USPS                          | Val  Loss: 0.3507 | Val  Acc: 0.9094
 Site-MNIST                         | Val  Loss: 0.7228 | Val  Acc: 0.7000
 Site-MNIST                         | Val  Loss: 0.5646 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.5541 | Val  Acc: 0.8438
 Site-MNIST                         | Val  Loss: 0.6485 | Val  Acc: 0.8276
 Site-MNIST                         | Val  Loss: 0.5946 | Val  Acc: 0.8667
 Site-MNIST                         | Val  Loss: 0.5550 | Val  Acc: 0.8836
 Site-SynthDigits                   | Val  Loss: 1.5950 | Val  Acc: 0.5405
 Site-SynthDigits                   | Val  Loss: 1.5326 | Val  Acc: 0.5147
 Site-SynthDigits                   | Val  Loss: 1.5326 | Val  Acc: 0.4672
 Site-SVHN                          | Val  Loss: 1.9136 | Val  Acc: 0.3556
 Site-SVHN                          | Val  Loss: 1.8452 | Val  Acc: 0.3086
 Site-MNIST_M                       | Val  Loss: 2.1274 | Val  Acc: 0.3429
Average Valid Accuracy: 0.7701
 Best site-USPS                      | Epoch:7 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:7 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:7 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:7 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:7 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:7 | Val Acc: 0.9355
 Best site-USPS                      | Epoch:7 | Val Acc: 0.8929
 Best site-USPS                      | Epoch:7 | Val Acc: 0.9216
 Best site-USPS                      | Epoch:7 | Val Acc: 0.9126
 Best site-USPS                      | Epoch:7 | Val Acc: 0.9094
 Best site-MNIST                     | Epoch:7 | Val Acc: 0.7000
 Best site-MNIST                     | Epoch:7 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:7 | Val Acc: 0.8438
 Best site-MNIST                     | Epoch:7 | Val Acc: 0.8276
 Best site-MNIST                     | Epoch:7 | Val Acc: 0.8667
 Best site-MNIST                     | Epoch:7 | Val Acc: 0.8836
 Best site-SynthDigits               | Epoch:7 | Val Acc: 0.5405
 Best site-SynthDigits               | Epoch:7 | Val Acc: 0.5147
 Best site-SynthDigits               | Epoch:7 | Val Acc: 0.4672
 Best site-SVHN                      | Epoch:7 | Val Acc: 0.3556
 Best site-SVHN                      | Epoch:7 | Val Acc: 0.3086
 Best site-MNIST_M                   | Epoch:7 | Val Acc: 0.3429
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1_shuffle/only_dcnet...
============ Train epoch 8 ============
cnt=[1, 10, 5, 5, 1, ]
cnt=[3, 6, 10, 2, 1, ]
 Site-USPS                          | Train Loss: 0.2515 | Train Acc: 1.0000
 Site-USPS                          | Train Loss: 0.2236 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.3981 | Train Acc: 0.8095
 Site-USPS                          | Train Loss: 0.3434 | Train Acc: 0.9211
 Site-USPS                          | Train Loss: 0.3543 | Train Acc: 0.9286
 Site-USPS                          | Train Loss: 0.2971 | Train Acc: 0.9524
 Site-USPS                          | Train Loss: 0.3671 | Train Acc: 0.9119
 Site-USPS                          | Train Loss: 0.3112 | Train Acc: 0.9242
 Site-USPS                          | Train Loss: 0.3306 | Train Acc: 0.9266
 Site-USPS                          | Train Loss: 0.2998 | Train Acc: 0.9396
 Site-MNIST                         | Train Loss: 0.5428 | Train Acc: 0.8250
 Site-MNIST                         | Train Loss: 0.6936 | Train Acc: 0.8194
 Site-MNIST                         | Train Loss: 0.4579 | Train Acc: 0.8372
 Site-MNIST                         | Train Loss: 0.5408 | Train Acc: 0.8755
 Site-MNIST                         | Train Loss: 0.6161 | Train Acc: 0.8405
 Site-MNIST                         | Train Loss: 0.5863 | Train Acc: 0.8532
 Site-SynthDigits                   | Train Loss: 1.5118 | Train Acc: 0.5033
 Site-SynthDigits                   | Train Loss: 1.4696 | Train Acc: 0.4982
 Site-SynthDigits                   | Train Loss: 1.3847 | Train Acc: 0.5316
 Site-SVHN                          | Train Loss: 2.0051 | Train Acc: 0.2431
 Site-SVHN                          | Train Loss: 1.8477 | Train Acc: 0.3333
 Site-MNIST_M                       | Train Loss: 1.9197 | Train Acc: 0.3546
Average Train Accuracy: 0.7612
 Site-USPS                          | Val  Loss: 0.9777 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.6336 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.5997 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.3233 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2953 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.2692 | Val  Acc: 0.9032
 Site-USPS                          | Val  Loss: 0.3045 | Val  Acc: 0.8929
 Site-USPS                          | Val  Loss: 0.2872 | Val  Acc: 0.9314
 Site-USPS                          | Val  Loss: 0.3074 | Val  Acc: 0.9290
 Site-USPS                          | Val  Loss: 0.3177 | Val  Acc: 0.9094
 Site-MNIST                         | Val  Loss: 0.7142 | Val  Acc: 0.7000
 Site-MNIST                         | Val  Loss: 0.5453 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.5191 | Val  Acc: 0.8438
 Site-MNIST                         | Val  Loss: 0.6084 | Val  Acc: 0.8276
 Site-MNIST                         | Val  Loss: 0.5545 | Val  Acc: 0.8857
 Site-MNIST                         | Val  Loss: 0.5186 | Val  Acc: 0.8889
 Site-SynthDigits                   | Val  Loss: 1.5399 | Val  Acc: 0.5676
 Site-SynthDigits                   | Val  Loss: 1.4665 | Val  Acc: 0.5588
 Site-SynthDigits                   | Val  Loss: 1.4830 | Val  Acc: 0.5082
 Site-SVHN                          | Val  Loss: 1.8913 | Val  Acc: 0.3556
 Site-SVHN                          | Val  Loss: 1.8273 | Val  Acc: 0.3210
 Site-MNIST_M                       | Val  Loss: 2.0793 | Val  Acc: 0.3714
Average Valid Accuracy: 0.7779
 Best site-USPS                      | Epoch:8 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:8 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:8 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:8 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:8 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:8 | Val Acc: 0.9032
 Best site-USPS                      | Epoch:8 | Val Acc: 0.8929
 Best site-USPS                      | Epoch:8 | Val Acc: 0.9314
 Best site-USPS                      | Epoch:8 | Val Acc: 0.9290
 Best site-USPS                      | Epoch:8 | Val Acc: 0.9094
 Best site-MNIST                     | Epoch:8 | Val Acc: 0.7000
 Best site-MNIST                     | Epoch:8 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:8 | Val Acc: 0.8438
 Best site-MNIST                     | Epoch:8 | Val Acc: 0.8276
 Best site-MNIST                     | Epoch:8 | Val Acc: 0.8857
 Best site-MNIST                     | Epoch:8 | Val Acc: 0.8889
 Best site-SynthDigits               | Epoch:8 | Val Acc: 0.5676
 Best site-SynthDigits               | Epoch:8 | Val Acc: 0.5588
 Best site-SynthDigits               | Epoch:8 | Val Acc: 0.5082
 Best site-SVHN                      | Epoch:8 | Val Acc: 0.3556
 Best site-SVHN                      | Epoch:8 | Val Acc: 0.3210
 Best site-MNIST_M                   | Epoch:8 | Val Acc: 0.3714
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1_shuffle/only_dcnet...
============ Train epoch 9 ============
cnt=[10, 3, 1, 6, 2, ]
cnt=[1, 10, 6, 3, 2, ]
 Site-USPS                          | Train Loss: 0.2276 | Train Acc: 1.0000
 Site-USPS                          | Train Loss: 0.2135 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.3739 | Train Acc: 0.8095
 Site-USPS                          | Train Loss: 0.3222 | Train Acc: 0.9211
 Site-USPS                          | Train Loss: 0.2825 | Train Acc: 0.9429
 Site-USPS                          | Train Loss: 0.2728 | Train Acc: 0.9524
 Site-USPS                          | Train Loss: 0.3539 | Train Acc: 0.9251
 Site-USPS                          | Train Loss: 0.2982 | Train Acc: 0.9242
 Site-USPS                          | Train Loss: 0.3087 | Train Acc: 0.9280
 Site-USPS                          | Train Loss: 0.2808 | Train Acc: 0.9411
 Site-MNIST                         | Train Loss: 0.4988 | Train Acc: 0.8500
 Site-MNIST                         | Train Loss: 0.5165 | Train Acc: 0.8194
 Site-MNIST                         | Train Loss: 0.4633 | Train Acc: 0.8450
 Site-MNIST                         | Train Loss: 0.4869 | Train Acc: 0.8798
 Site-MNIST                         | Train Loss: 0.5655 | Train Acc: 0.8595
 Site-MNIST                         | Train Loss: 0.5417 | Train Acc: 0.8690
 Site-SynthDigits                   | Train Loss: 1.5121 | Train Acc: 0.5232
 Site-SynthDigits                   | Train Loss: 1.4557 | Train Acc: 0.5201
 Site-SynthDigits                   | Train Loss: 1.3268 | Train Acc: 0.5601
 Site-SVHN                          | Train Loss: 1.9723 | Train Acc: 0.2541
 Site-SVHN                          | Train Loss: 1.9102 | Train Acc: 0.3364
 Site-MNIST_M                       | Train Loss: 1.8620 | Train Acc: 0.3582
Average Train Accuracy: 0.7698
 Site-USPS                          | Val  Loss: 0.7866 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.5397 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.5316 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2998 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2725 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.2558 | Val  Acc: 0.9032
 Site-USPS                          | Val  Loss: 0.2877 | Val  Acc: 0.8929
 Site-USPS                          | Val  Loss: 0.2697 | Val  Acc: 0.9314
 Site-USPS                          | Val  Loss: 0.2845 | Val  Acc: 0.9290
 Site-USPS                          | Val  Loss: 0.2958 | Val  Acc: 0.9184
 Site-MNIST                         | Val  Loss: 0.6710 | Val  Acc: 0.7000
 Site-MNIST                         | Val  Loss: 0.5118 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.4867 | Val  Acc: 0.8438
 Site-MNIST                         | Val  Loss: 0.5751 | Val  Acc: 0.8276
 Site-MNIST                         | Val  Loss: 0.5227 | Val  Acc: 0.8857
 Site-MNIST                         | Val  Loss: 0.4817 | Val  Acc: 0.8942
 Site-SynthDigits                   | Val  Loss: 1.4749 | Val  Acc: 0.5405
 Site-SynthDigits                   | Val  Loss: 1.3688 | Val  Acc: 0.5882
 Site-SynthDigits                   | Val  Loss: 1.4303 | Val  Acc: 0.5328
 Site-SVHN                          | Val  Loss: 1.8474 | Val  Acc: 0.3778
 Site-SVHN                          | Val  Loss: 1.7791 | Val  Acc: 0.3210
 Site-MNIST_M                       | Val  Loss: 2.0591 | Val  Acc: 0.3571
Average Valid Accuracy: 0.7801
 Best site-USPS                      | Epoch:9 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:9 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:9 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:9 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:9 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:9 | Val Acc: 0.9032
 Best site-USPS                      | Epoch:9 | Val Acc: 0.8929
 Best site-USPS                      | Epoch:9 | Val Acc: 0.9314
 Best site-USPS                      | Epoch:9 | Val Acc: 0.9290
 Best site-USPS                      | Epoch:9 | Val Acc: 0.9184
 Best site-MNIST                     | Epoch:9 | Val Acc: 0.7000
 Best site-MNIST                     | Epoch:9 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:9 | Val Acc: 0.8438
 Best site-MNIST                     | Epoch:9 | Val Acc: 0.8276
 Best site-MNIST                     | Epoch:9 | Val Acc: 0.8857
 Best site-MNIST                     | Epoch:9 | Val Acc: 0.8942
 Best site-SynthDigits               | Epoch:9 | Val Acc: 0.5405
 Best site-SynthDigits               | Epoch:9 | Val Acc: 0.5882
 Best site-SynthDigits               | Epoch:9 | Val Acc: 0.5328
 Best site-SVHN                      | Epoch:9 | Val Acc: 0.3778
 Best site-SVHN                      | Epoch:9 | Val Acc: 0.3210
 Best site-MNIST_M                   | Epoch:9 | Val Acc: 0.3571
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1_shuffle/only_dcnet...
============ Train epoch 10 ============
cnt=[10, 2, 6, 1, 3, ]
cnt=[10, 6, 3, 2, 1, ]
 Site-USPS                          | Train Loss: 0.2131 | Train Acc: 1.0000
 Site-USPS                          | Train Loss: 0.2143 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.3621 | Train Acc: 0.8095
 Site-USPS                          | Train Loss: 0.3044 | Train Acc: 0.9211
 Site-USPS                          | Train Loss: 0.3240 | Train Acc: 0.9429
 Site-USPS                          | Train Loss: 0.2571 | Train Acc: 0.9524
 Site-USPS                          | Train Loss: 0.3221 | Train Acc: 0.9251
 Site-USPS                          | Train Loss: 0.2802 | Train Acc: 0.9242
 Site-USPS                          | Train Loss: 0.2824 | Train Acc: 0.9375
 Site-USPS                          | Train Loss: 0.2588 | Train Acc: 0.9434
 Site-MNIST                         | Train Loss: 0.4557 | Train Acc: 0.9000
 Site-MNIST                         | Train Loss: 0.4111 | Train Acc: 0.8333
 Site-MNIST                         | Train Loss: 0.4944 | Train Acc: 0.8605
 Site-MNIST                         | Train Loss: 0.4517 | Train Acc: 0.8755
 Site-MNIST                         | Train Loss: 0.5277 | Train Acc: 0.8714
 Site-MNIST                         | Train Loss: 0.5038 | Train Acc: 0.8770
 Site-SynthDigits                   | Train Loss: 1.4100 | Train Acc: 0.5430
 Site-SynthDigits                   | Train Loss: 1.3795 | Train Acc: 0.5568
 Site-SynthDigits                   | Train Loss: 1.2917 | Train Acc: 0.5845
 Site-SVHN                          | Train Loss: 1.9580 | Train Acc: 0.2707
 Site-SVHN                          | Train Loss: 1.7902 | Train Acc: 0.3517
 Site-MNIST_M                       | Train Loss: 1.8703 | Train Acc: 0.3759
Average Train Accuracy: 0.7806
 Site-USPS                          | Val  Loss: 0.6603 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.4878 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.4841 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2798 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2501 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.2357 | Val  Acc: 0.9032
 Site-USPS                          | Val  Loss: 0.2678 | Val  Acc: 0.8929
 Site-USPS                          | Val  Loss: 0.2502 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.2655 | Val  Acc: 0.9290
 Site-USPS                          | Val  Loss: 0.2786 | Val  Acc: 0.9215
 Site-MNIST                         | Val  Loss: 0.6048 | Val  Acc: 0.7000
 Site-MNIST                         | Val  Loss: 0.4651 | Val  Acc: 0.7778
 Site-MNIST                         | Val  Loss: 0.4526 | Val  Acc: 0.8438
 Site-MNIST                         | Val  Loss: 0.5388 | Val  Acc: 0.8276
 Site-MNIST                         | Val  Loss: 0.4879 | Val  Acc: 0.8667
 Site-MNIST                         | Val  Loss: 0.4419 | Val  Acc: 0.8889
 Site-SynthDigits                   | Val  Loss: 1.4197 | Val  Acc: 0.5946
 Site-SynthDigits                   | Val  Loss: 1.3140 | Val  Acc: 0.6324
 Site-SynthDigits                   | Val  Loss: 1.3839 | Val  Acc: 0.5574
 Site-SVHN                          | Val  Loss: 1.8218 | Val  Acc: 0.3778
 Site-SVHN                          | Val  Loss: 1.7484 | Val  Acc: 0.3457
 Site-MNIST_M                       | Val  Loss: 2.0402 | Val  Acc: 0.3571
Average Valid Accuracy: 0.7863
 Best site-USPS                      | Epoch:10 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:10 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:10 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:10 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:10 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:10 | Val Acc: 0.9032
 Best site-USPS                      | Epoch:10 | Val Acc: 0.8929
 Best site-USPS                      | Epoch:10 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:10 | Val Acc: 0.9290
 Best site-USPS                      | Epoch:10 | Val Acc: 0.9215
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.7000
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.7778
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.8438
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.8276
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.8667
 Best site-MNIST                     | Epoch:10 | Val Acc: 0.8889
 Best site-SynthDigits               | Epoch:10 | Val Acc: 0.5946
 Best site-SynthDigits               | Epoch:10 | Val Acc: 0.6324
 Best site-SynthDigits               | Epoch:10 | Val Acc: 0.5574
 Best site-SVHN                      | Epoch:10 | Val Acc: 0.3778
 Best site-SVHN                      | Epoch:10 | Val Acc: 0.3457
 Best site-MNIST_M                   | Epoch:10 | Val Acc: 0.3571
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1_shuffle/only_dcnet...
============ Train epoch 11 ============
cnt=[10, 1, 1, 5, 5, ]
cnt=[10, 3, 6, 1, 2, ]
 Site-USPS                          | Train Loss: 0.1901 | Train Acc: 1.0000
 Site-USPS                          | Train Loss: 0.2060 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.3574 | Train Acc: 0.8571
 Site-USPS                          | Train Loss: 0.2884 | Train Acc: 0.9211
 Site-USPS                          | Train Loss: 0.2733 | Train Acc: 0.9286
 Site-USPS                          | Train Loss: 0.2427 | Train Acc: 0.9603
 Site-USPS                          | Train Loss: 0.2947 | Train Acc: 0.9427
 Site-USPS                          | Train Loss: 0.2656 | Train Acc: 0.9291
 Site-USPS                          | Train Loss: 0.2689 | Train Acc: 0.9348
 Site-USPS                          | Train Loss: 0.2464 | Train Acc: 0.9464
 Site-MNIST                         | Train Loss: 0.4273 | Train Acc: 0.9250
 Site-MNIST                         | Train Loss: 0.4063 | Train Acc: 0.8472
 Site-MNIST                         | Train Loss: 0.3569 | Train Acc: 0.8527
 Site-MNIST                         | Train Loss: 0.4191 | Train Acc: 0.8755
 Site-MNIST                         | Train Loss: 0.4984 | Train Acc: 0.8762
 Site-MNIST                         | Train Loss: 0.4722 | Train Acc: 0.8836
 Site-SynthDigits                   | Train Loss: 1.4170 | Train Acc: 0.5563
 Site-SynthDigits                   | Train Loss: 1.3503 | Train Acc: 0.5714
